time,section_raw_DOF1,section_baseline_DOF1,section_relative_DOF1,inertia_raw_DOF1,inertia_baseline_DOF1,inertia_relative_DOF1,dynamic_DOF1,section_raw_DOF2,section_baseline_DOF2,section_relative_DOF2,inertia_raw_DOF2,inertia_baseline_DOF2,inertia_relative_DOF2,dynamic_DOF2,tower_base_shear
5.959999999999917,2241443.5929041794,32443.81251679687,2208999.7803873825,-3183852.087675734,-159869.7557506284,-3023982.331925106,5232982.112312488,-2335510601.603578,-2335510376.821715,-224.78186321258545,0.17299546028618273,0.0,0.17299546028618273,-224.95485867287164,5232982.112312488
5.969999999999917,3131673.0879936996,32443.81251679687,3099229.2754769027,-3950651.1087375623,-159869.7557506284,-3790781.352986934,6890010.628463836,-2335510629.6094756,-2335510376.821715,-252.7877607345581,0.20729700669453258,0.0,0.20729700669453258,-252.99505774125265,6890010.628463836
5.979999999999917,1849635.6373469583,32443.81251679687,1817191.8248301614,558274.128764398,-159869.7557506284,718143.8845150265,1099047.9403151348,-2335510656.8777523,-2335510376.821715,-280.0560374259949,0.23856579237297504,0.0,0.23856579237297504,-280.29460321836785,1099047.9403151348
5.989999999999917,2835107.035739691,32443.81251679687,2802663.223222894,-1160953.633563587,-159869.7557506284,-1001083.8778129586,3803747.101035853,-2335510683.2849402,-2335510376.821715,-306.46322536468506,0.26772793169163694,0.0,0.26772793169163694,-306.7309532963767,3803747.101035853
5.9999999999999165,3352337.31072299,32443.81251679687,3319893.498206193,-4319372.968762741,-159869.7557506284,-4159503.2130121132,7479396.711218307,-2335510708.723346,-2335510376.821715,-331.90163135528564,0.29160918918931045,0.0,0.29160918918931045,-332.193240544475,7479396.711218307
6.009999999999916,1033469.4894258869,32443.81251679687,1001025.67690909,5648959.926756403,-159869.7557506284,5808829.682507032,-4807804.005597942,-2335510733.1039047,-2335510376.821715,-356.2821898460388,0.31176019443957514,0.0,0.31176019443957514,-356.5939500404784,-4807804.005597942
6.019999999999916,1588791.7124770293,32443.81251679687,1556347.8999602324,2355680.6693742764,-159869.7557506284,2515550.4251249046,-959202.5251646722,-2335510756.3558154,-2335510376.821715,-379.53410053253174,0.32859988722540306,0.0,0.32859988722540306,-379.8627004197571,-959202.5251646722
6.029999999999916,-995547.2941835038,32443.81251679687,-1027991.1067003007,9579840.25212796,-159869.7557506284,9739710.007878589,-10767701.11457889,-2335510778.4285507,-2335510376.821715,-401.60683584213257,0.3371917005965979,0.0,0.3371917005965979,-401.94402754272915,-10767701.11457889
6.039999999999916,3567950.1139247534,32443.81251679687,3535506.3014079565,-8332187.3275700435,-159869.7557506284,-8172317.571819415,11707823.873227373,-2335510799.304548,-2335510376.821715,-422.48283290863037,0.3355474971999387,0.0,0.3355474971999387,-422.8183804058303,11707823.873227373
6.0499999999999154,2193585.815275098,32443.81251679687,2161142.0027583013,-4888713.514477863,-159869.7557506284,-4728843.758727235,6889985.761485536,-2335510819.004635,-2335510376.821715,-442.18291997909546,0.32985979243037933,0.0,0.32985979243037933,-442.51277977152586,6889985.761485536
6.059999999999915,-132883.95246359566,32443.81251679687,-165327.76498039253,6546657.707722304,-159869.7557506284,6706527.463472933,-6871855.228453325,-2335510837.5670815,-2335510376.821715,-460.74536657333374,0.3292137817975945,0.0,0.3292137817975945,-461.07458035513133,-6871855.228453325
6.069999999999915,-2132463.70042927,32443.81251679687,-2164907.512946067,11265966.311449917,-159869.7557506284,11425836.067200545,-13590743.580146613,-2335510855.017496,-2335510376.821715,-478.1957812309265,0.332136041569211,0.0,0.332136041569211,-478.5279172724957,-13590743.580146613
6.079999999999915,-2440267.1016108603,32443.81251679687,-2472710.914127657,9253278.405658128,-159869.7557506284,9413148.161408756,-11885859.075536413,-2335510871.373302,-2335510376.821715,-494.55158710479736,0.3231247511592023,0.0,0.3231247511592023,-494.87471185595655,-11885859.075536413
6.089999999999915,-5532776.234653998,32443.81251679687,-5565220.0471707955,15246690.129228944,-159869.7557506284,15406559.884979572,-20971779.932150368,-2335510886.683693,-2335510376.821715,-509.86197805404663,0.3005848603201464,0.0,0.3005848603201464,-510.1625629143668,-20971779.932150368
6.099999999999914,-11276344.08133215,32443.81251679687,-11308787.893848948,30725941.136811238,-159869.7557506284,30885810.892561868,-42194598.786410816,-2335510901.051982,-2335510376.821715,-524.2302670478821,0.27111806439203706,0.0,0.27111806439203706,-524.5013851122741,-42194598.786410816
6.109999999999914,-10986624.338079238,32443.81251679687,-11019068.150596036,20341011.077362195,-159869.7557506284,20500880.833112825,-31519948.98370886,-2335510914.630343,-2335510376.821715,-537.8086280822754,0.2312741818240851,0.0,0.2312741818240851,-538.0399022640995,-31519948.98370886
6.119999999999914,-10408084.656800477,32443.81251679687,-10440528.469317274,8440561.411941446,-159869.7557506284,8600431.167692075,-19040959.63700935,-2335510927.621166,-2335510376.821715,-550.7994513511658,0.17866362858606366,0.0,0.17866362858606366,-550.9781149797518,-19040959.63700935
6.129999999999914,-13742483.35620338,32443.81251679687,-13774927.168720176,15119077.89367325,-159869.7557506284,15278947.649423879,-29053874.818144053,-2335510940.272572,-2335510376.821715,-563.4508571624756,0.12619894676912358,0.0,0.12619894676912358,-563.5770561092447,-29053874.818144053
6.1399999999999135,-10566772.20478314,32443.81251679687,-10599216.017299937,-263643.9300508221,-159869.7557506284,-103774.1743001937,-10495441.842999743,-2335510952.8380885,-2335510376.821715,-576.0163736343384,0.086116934450711,0.0,0.086116934450711,-576.1024905687891,-10495441.842999743
6.149999999999913,-11744330.128827637,32443.81251679687,-11776773.941344434,139905.5564874528,-159869.7557506284,299775.3122380812,-12076549.253582515,-2335510965.5286303,-2335510376.821715,-588.7069153785706,0.056901249503408025,0.0,0.056901249503408025,-588.763816628074,-12076549.253582515
6.159999999999913,-11046169.915338624,32443.81251679687,-11078613.727855422,-644244.4627775027,-159869.7557506284,-484374.7070268743,-10594239.020828547,-2335510978.491855,-2335510376.821715,-601.6701402664185,0.04030344513694839,0.0,0.04030344513694839,-601.7104437115554,-10594239.020828547
6.169999999999913,-7677127.140359392,32443.81251679687,-7709570.95287619,-13169938.147532113,-159869.7557506284,-13010068.391781485,5300497.438905295,-2335510991.805674,-2335510376.821715,-614.983959197998,0.03818459645810923,0.0,0.03818459645810923,-615.0221437944562,5300497.438905295
6.179999999999913,-8325530.637718078,32443.81251679687,-8357974.450234875,-7004446.282994283,-159869.7557506284,-6844576.527243655,-1513397.92299122,-2335511005.4762273,-2335510376.821715,-628.6545124053955,0.04700807201113852,0.0,0.04700807201113852,-628.7015204774067,-1513397.92299122
6.1899999999999125,-4142517.130779773,32443.81251679687,-4174960.94329657,-16978627.61019452,-159869.7557506284,-16818757.85444389,12643796.911147319,-2335511019.442724,-2335510376.821715,-642.621009349823,0.06860119543922161,0.0,0.06860119543922161,-642.6896105452622,12643796.911147319
6.199999999999912,-4161700.3441218473,32443.81251679687,-4194144.156638644,-12308935.06344404,-159869.7557506284,-12149065.307693413,7954921.151054768,-2335511033.581698,-2335510376.821715,-656.7599830627441,0.10117917851587055,0.0,0.10117917851587055,-656.86116224126,7954921.151054768
6.209999999999912,-1460845.6094155503,32443.81251679687,-1493289.4219323471,-14225719.705355195,-159869.7557506284,-14065849.949604567,12572560.52767222,-2335511047.714238,-2335510376.821715,-670.8925232887268,0.14169613142182103,0.0,0.14169613142182103,-671.0342194201486,12572560.52767222
6.219999999999912,2011152.0334868617,32443.81251679687,1978708.2209700649,-21420161.311363287,-159869.7557506284,-21260291.555612657,23238999.77658272,-2335511061.6188993,-2335510376.821715,-684.7971844673157,0.1887313977991132,0.0,0.1887313977991132,-684.9859158651147,23238999.77658272
6.229999999999912,3806737.878050936,32443.81251679687,3774294.065534139,-19066755.813645564,-159869.7557506284,-18906886.057894934,22681180.123429075,-2335511075.043954,-2335510376.821715,-698.2222390174866,0.24026385946934892,0.0,0.24026385946934892,-698.4625028769559,22681180.123429075
6.239999999999911,1307810.0021062074,32443.81251679687,1275366.1895894106,-2592330.866705157,-159869.7557506284,-2432461.1109545287,3707827.300543939,-2335511087.714361,-2335510376.821715,-710.8926463127136,0.29821130056772827,0.0,0.29821130056772827,-711.1908576132813,3707827.300543939
6.249999999999911,-1977591.5755463955,32443.81251679687,-2010035.3880631924,13791909.69871962,-159869.7557506284,13951779.454470249,-15961814.842533441,-2335511099.336949,-2335510376.821715,-722.5152339935303,0.3575403624480664,0.0,0.3575403624480664,-722.8727743559783,-15961814.842533441
6.259999999999911,-4983292.652292511,32443.81251679687,-5015736.464809308,21904337.146991026,-159869.7557506284,22064206.902741656,-27079943.36755096,-2335511109.6272936,-2335510376.821715,-732.8055787086487,0.40291844283548206,0.0,0.40291844283548206,-733.2084971514842,-27079943.36755096
6.269999999999911,-10731499.236088213,32443.81251679687,-10763943.04860501,35999894.9089664,-159869.7557506284,36159764.664717026,-46923707.713322036,-2335511118.3656516,-2335510376.821715,-741.5439367294312,0.4243926604522629,0.0,0.4243926604522629,-741.9683293898834,-46923707.713322036
6.2799999999999105,-13312782.048637217,32443.81251679687,-13345225.861154014,34598022.81340836,-159869.7557506284,34757892.569158986,-48103118.430313,-2335511125.447653,-2335510376.821715,-748.6259379386902,0.4210329601788958,0.0,0.4210329601788958,-749.0469708988691,-48103118.430313
6.28999999999991,-13471853.994763438,32443.81251679687,-13504297.807280235,22236287.98958001,-159869.7557506284,22396157.74533064,-35900455.552610874,-2335511130.9012103,-2335510376.821715,-754.0794954299927,0.39670471078014824,0.0,0.39670471078014824,-754.4762001407728,-35900455.552610874
6.29999999999991,-14551045.697638711,32443.81251679687,-14583489.510155508,16134699.302540377,-159869.7557506284,16294569.058291005,-30878058.568446513,-2335511134.867477,-2335510376.821715,-758.0457620620728,0.36225850069104415,0.0,0.36225850069104415,-758.4080205627638,-30878058.568446513
6.30999999999991,-14460884.619753934,32443.81251679687,-14493328.432270732,9232733.414204117,-159869.7557506284,9392603.169954745,-23885931.602225475,-2335511137.5491595,-2335510376.821715,-760.7274446487427,0.3326932215471333,0.0,0.3326932215471333,-761.0601378702899,-23885931.602225475
6.31999999999991,-12832431.469837762,32443.81251679687,-12864875.28235456,-1041954.6846867336,-159869.7557506284,-882084.9289361052,-11982790.353418455,-2335511139.1455054,-2335510376.821715,-762.3237905502319,0.31401242675321644,0.0,0.31401242675321644,-762.6378029769852,-11982790.353418455
6.3299999999999095,-13255958.506762808,32443.81251679687,-13288402.319279606,-529726.375542397,-159869.7557506284,-369856.6197917686,-12918545.699487837,-2335511139.806774,-2335510376.821715,-762.985059261322,0.3069263557048938,0.0,0.3069263557048938,-763.291985617027,-12918545.699487837
6.339999999999909,-13211919.462718222,32443.81251679687,-13244363.27523502,302122.8381181858,-159869.7557506284,461992.5938688142,-13706355.869103834,-2335511139.6158614,-2335510376.821715,-762.7941465377808,0.311915307446593,0.0,0.311915307446593,-763.1060618452274,-13706355.869103834
6.349999999999909,-12086107.98363672,32443.81251679687,-12118551.796153517,-3071188.623267747,-159869.7557506284,-2911318.867517119,-9207232.928636398,-2335511138.5873814,-2335510376.821715,-761.7656664848328,0.32487718462933746,0.0,0.32487718462933746,-762.0905436694621,-9207232.928636398
6.359999999999909,-14872522.353006463,32443.81251679687,-14904966.16552326,7986776.997918593,-159869.7557506284,8146646.753669221,-23051612.91919248,-2335511136.681761,-2335510376.821715,-759.8600459098816,0.34112199107697827,0.0,0.34112199107697827,-760.2011679009586,-23051612.91919248
6.369999999999909,-14652151.478838958,32443.81251679687,-14684595.291355755,7725372.45774819,-159869.7557506284,7885242.213498818,-22569837.504854575,-2335511133.8267,-2335510376.821715,-757.004985332489,0.3583339476152396,0.0,0.3583339476152396,-757.3633192801043,-22569837.504854575
6.379999999999908,-16644419.605230194,32443.81251679687,-16676863.41774699,11982088.214645714,-159869.7557506284,12141957.970396342,-28818821.38814333,-2335511129.9375024,-2335510376.821715,-753.1157875061035,0.3725230573721894,0.0,0.3725230573721894,-753.4883105634757,-28818821.38814333
6.389999999999908,-17925357.07782455,32443.81251679687,-17957800.89034135,14930359.533431303,-159869.7557506284,15090229.289181931,-33048030.17952328,-2335511124.9358573,-2335510376.821715,-748.1141424179077,0.3818987484611882,0.0,0.3818987484611882,-748.4960411663689,-33048030.17952328
6.399999999999908,-17897198.177007195,32443.81251679687,-17929641.989523992,10277840.984634181,-159869.7557506284,10437710.74038481,-28367352.7299088,-2335511118.7618976,-2335510376.821715,-741.940182685852,0.3877292789788096,0.0,0.3877292789788096,-742.3279119648308,-28367352.7299088
6.409999999999908,-15547274.804414071,32443.81251679687,-15579718.616930868,-477975.7050831128,-159869.7557506284,-318105.9493324844,-15261612.667598384,-2335511111.3756857,-2335510376.821715,-734.5539708137512,0.39087383058064384,0.0,0.39087383058064384,-734.9448446443319,-15261612.667598384
6.419999999999908,-18040193.403643772,32443.81251679687,-18072637.21616057,7067484.59578188,-159869.7557506284,7227354.351532509,-25299991.567693077,-2335511102.7501965,-2335510376.821715,-725.9284815788269,0.3953745433296678,0.0,0.3953745433296678,-726.3238561221566,-25299991.567693077
6.429999999999907,-15761998.492132371,32443.81251679687,-15794442.304649169,318875.79224462097,-159869.7557506284,478745.5479952494,-16273187.852644417,-2335511092.856514,-2335510376.821715,-716.0347990989685,0.4044764735231139,0.0,0.4044764735231139,-716.4392755724916,-16273187.852644417
6.439999999999907,-15857059.827756913,32443.81251679687,-15889503.64027371,-941197.4911617071,-159869.7557506284,-781327.7354110787,-15108175.904862631,-2335511081.651546,-2335510376.821715,-704.829831123352,0.4157715390362422,0.0,0.4157715390362422,-705.2456026623883,-15108175.904862631
6.449999999999907,-16738287.726880902,32443.81251679687,-16770731.5393977,5203847.072477114,-159869.7557506284,5363716.828227743,-22134448.36762544,-2335511069.0782914,-2335510376.821715,-692.2565765380859,0.42814410358321364,0.0,0.42814410358321364,-692.6847206416692,-22134448.36762544
6.459999999999907,-15311901.6596387,32443.81251679687,-15344345.472155496,-360312.6913834391,-159869.7557506284,-200442.93563281072,-15143902.536522686,-2335511055.070804,-2335510376.821715,-678.2490892410278,0.44174163433663427,0.0,0.44174163433663427,-678.6908308753644,-15143902.536522686
6.4699999999999065,-11007225.281979125,32443.81251679687,-11039669.094495922,-13744768.11311684,-159869.7557506284,-13584898.357366212,2545229.2628702894,-2335511039.558479,-2335510376.821715,-662.7367639541626,0.4542588401571228,0.0,0.4542588401571228,-663.1910227943197,2545229.2628702894
6.479999999999906,-12937110.672680981,32443.81251679687,-12969554.485197779,-3634902.2602143716,-159869.7557506284,-3475032.5044637434,-9494521.980734035,-2335511022.470125,-2335510376.821715,-645.648410320282,0.46731646327174214,0.0,0.46731646327174214,-646.1157267835537,-9494521.980734035
6.489999999999906,-9477129.588560361,32443.81251679687,-9509573.401077159,-9507085.38254597,-159869.7557506284,-9347215.626795342,-162357.77428181656,-2335511003.7307396,-2335510376.821715,-626.9090247154236,0.48382194816166013,0.0,0.48382194816166013,-627.3928466635853,-162357.77428181656
6.499999999999906,-9115700.011365313,32443.81251679687,-9148143.82388211,-8879061.861840548,-159869.7557506284,-8719192.10608992,-428951.7177921906,-2335510983.2558875,-2335510376.821715,-606.4341726303101,0.5007931110362742,0.0,0.5007931110362742,-606.9349657413463,-428951.7177921906
6.509999999999906,-8286084.332754475,32443.81251679687,-8318528.1452712715,-4793115.613663802,-159869.7557506284,-4633245.857913174,-3685282.2873580977,-2335510960.9563084,-2335510376.821715,-584.1345934867859,0.5162269295748647,0.0,0.5162269295748647,-584.6508204163607,-3685282.2873580977
6.519999999999905,-8375448.6951520555,32443.81251679687,-8407892.507668853,-2410829.001749481,-159869.7557506284,-2250959.245998853,-6156933.26167,-2335510936.7464433,-2335510376.821715,-559.9247283935547,0.5305821553273713,0.0,0.5305821553273713,-560.455310548882,-6156933.26167
6.529999999999905,-8136762.0545821125,32443.81251679687,-8169205.867098909,823054.9742320341,-159869.7557506284,982924.7299826625,-9152130.597081572,-2335510910.5496445,-2335510376.821715,-533.7279295921326,0.5419495341782055,0.0,0.5419495341782055,-534.2698791263108,-9152130.597081572
6.539999999999905,-5225413.759483012,32443.81251679687,-5257857.571999809,-8822174.632195208,-159869.7557506284,-8662304.87644458,3404447.3044447713,-2335510882.304354,-2335510376.821715,-505.48263931274414,0.549217381905077,0.0,0.549217381905077,-506.0318566946492,3404447.3044447713
6.549999999999905,-8847305.364348253,32443.81251679687,-8879749.17686505,7001321.660148021,-159869.7557506284,7161191.415898649,-16040940.5927637,-2335510851.968832,-2335510376.821715,-475.14711713790894,0.5535608504104976,0.0,0.5535608504104976,-475.70067798831946,-16040940.5927637
6.559999999999905,-8683113.754402682,32443.81251679687,-8715557.56691948,7681944.522826901,-159869.7557506284,7841814.278577529,-16557371.845497008,-2335510819.519698,-2335510376.821715,-442.6979832649231,0.555782281646648,0.0,0.555782281646648,-443.25376554656975,-16557371.845497008
6.569999999999904,-7994542.311622161,32443.81251679687,-8026986.124138959,2791068.031129909,-159869.7557506284,2950937.7868805374,-10977923.911019497,-2335510784.9505305,-2335510376.821715,-408.12881565093994,0.5535982693183943,0.0,0.5535982693183943,-408.68241392025834,-10977923.911019497
6.579999999999904,-5100839.395287455,32443.81251679687,-5133283.207804251,-7615190.871486876,-159869.7557506284,-7455321.115736248,2322037.9079319965,-2335510748.276325,-2335510376.821715,-371.4546103477478,0.5458529058396397,0.0,0.5458529058396397,-372.00046325358744,2322037.9079319965
6.589999999999904,-5018589.912036015,32443.81251679687,-5051033.724552812,-6528283.77339408,-159869.7557506284,-6368414.017643452,1317380.2930906396,-2335510709.53459,-2335510376.821715,-332.7128748893738,0.5362308573041634,0.0,0.5362308573041634,-333.24910574667797,1317380.2930906396
6.599999999999904,-2834993.926771982,32443.81251679687,-2867437.739288779,-10271535.306866402,-159869.7557506284,-10111665.551115774,7244227.811826995,-2335510668.774994,-2335510376.821715,-291.9532790184021,0.527026540337669,0.0,0.527026540337669,-292.48030555873976,7244227.811826995
6.6099999999999035,-3624525.5858750865,32443.81251679687,-3656969.3983918834,-4709414.885934132,-159869.7557506284,-4549545.130183504,892575.7317916206,-2335510626.04804,-2335510376.821715,-249.22632503509521,0.5170707722488004,0.0,0.5170707722488004,-249.74339580734403,892575.7317916206
6.619999999999903,-2766177.132952014,32443.81251679687,-2798620.945468811,-3643562.5733272284,-159869.7557506284,-3483692.8175766002,685071.8721077894,-2335510581.4034996,-2335510376.821715,-204.5817847251892,0.5047115867360024,0.0,0.5047115867360024,-205.0864963119252,685071.8721077894
6.629999999999903,-2534968.659550858,32443.81251679687,-2567412.472067655,-3354249.6081591994,-159869.7557506284,-3194379.852408571,626967.3803409161,-2335510534.895924,-2335510376.821715,-158.07420921325684,0.4884190726991289,0.0,0.4884190726991289,-158.56262828595595,626967.3803409161
6.639999999999903,-2609560.16927545,32443.81251679687,-2642003.981792247,-660925.8529445559,-159869.7557506284,-501056.0971939275,-2140947.8845983194,-2335510486.591223,-2335510376.821715,-109.76950788497925,0.46767160489321036,0.0,0.46767160489321036,-110.23717948987246,-2140947.8845983194
6.649999999999903,-4526746.836357268,32443.81251679687,-4559190.648874065,6395121.914552839,-159869.7557506284,6554991.670303467,-11114182.31917753,-2335510436.570508,-2335510376.821715,-59.74879312515259,0.4429626438590475,0.0,0.4429626438590475,-60.191755769011635,-11114182.31917753
6.659999999999902,-4742199.29866904,32443.81251679687,-4774643.111185838,6734862.385115655,-159869.7557506284,6894732.140866283,-11669375.25205212,-2335510384.9309483,-2335510376.821715,-8.109233379364014,0.414203003556036,0.0,0.414203003556036,-8.52343638292005,-11669375.25205212
6.669999999999902,-5155224.209270366,32443.81251679687,-5187668.021787163,5215369.696886746,-159869.7557506284,5375239.452637374,-10562907.474424537,-2335510331.786858,-2335510376.821715,45.03485679626465,0.3806919220942344,0.0,0.3806919220942344,44.65416487417041,-10562907.474424537
6.679999999999902,-6639375.815019556,32443.81251679687,-6671819.627536353,8776252.748167735,-159869.7557506284,8936122.503918363,-15607942.131454716,-2335510277.271037,-2335510376.821715,99.55067777633667,0.3432630192621797,0.0,0.3432630192621797,99.20741475707449,-15607942.131454716
6.689999999999902,-9646129.294576557,32443.81251679687,-9678573.107093355,16028939.023660623,-159869.7557506284,16188808.77941125,-25867381.886504605,-2335510221.5327806,-2335510376.821715,155.28893423080444,0.30310685661572734,0.0,0.30310685661572734,154.98582737418872,-25867381.886504605
6.699999999999902,-10138243.586897414,32443.81251679687,-10170687.399414212,13284548.712881647,-159869.7557506284,13444418.468632275,-23615105.868046485,-2335510164.7341657,-2335510376.821715,212.08754920959473,0.2598255220008543,0.0,0.2598255220008543,211.82772368759387,-23615105.868046485
6.709999999999901,-10671550.46422948,32443.81251679687,-10703994.276746277,9016843.057997335,-159869.7557506284,9176712.813747963,-19880707.090494238,-2335510107.0493684,-2335510376.821715,269.77234649658203,0.21265693838628685,0.0,0.21265693838628685,269.55968955819577,-19880707.090494238
6.719999999999901,-9475507.365141477,32443.81251679687,-9507951.177658275,1414970.9924823588,-159869.7557506284,1574840.7482329872,-11082791.925891262,-2335510048.6649113,-2335510376.821715,328.1568036079407,0.16286186727396945,0.0,0.16286186727396945,327.9939417406667,-11082791.925891262
6.729999999999901,-9265086.353982251,32443.81251679687,-9297530.166499048,-1881891.6102572917,-159869.7557506284,-1722021.8545066633,-7575508.311992385,-2335509989.7750854,-2335510376.821715,387.0466294288635,0.11257042448701426,0.0,0.11257042448701426,386.93405900437654,-7575508.311992385
6.739999999999901,-7062628.594593194,32443.81251679687,-7095072.407109991,-8737904.848080296,-159869.7557506284,-8578035.092329668,1482962.6852196772,-2335509930.5732903,-2335510376.821715,446.2484245300293,0.0629838608363329,0.0,0.0629838608363329,446.185440669193,1482962.6852196772
6.7499999999999005,-5034293.36836591,32443.81251679687,-5066737.180882707,-14435922.576809347,-159869.7557506284,-14276052.821058718,9209315.640176011,-2335509871.244734,-2335510376.821715,505.57698106765747,0.014467191618443564,0.0,0.014467191618443564,505.562513876039,9209315.640176011
6.7599999999999,-2444936.4736796473,32443.81251679687,-2477380.286196444,-18213411.935770955,-159869.7557506284,-18053542.180020325,15576161.89382388,-2335509811.962506,-2335510376.821715,564.859209060669,-0.03253300547127047,0.0,-0.03253300547127047,564.8917420661402,15576161.89382388
6.7699999999999,-1842048.9851226415,32443.81251679687,-1874492.7976394384,-14705230.673451899,-159869.7557506284,-14545360.91770127,12670868.120061832,-2335509752.8853526,-2335510376.821715,623.9363622665405,-0.07739166762710248,0.0,-0.07739166762710248,624.0137539341677,12670868.120061832
6.7799999999999,2231312.0822025808,32443.81251679687,2198868.269685784,-21716551.81969202,-159869.7557506284,-21556682.06394139,23755550.33362717,-2335509694.1565495,-2335510376.821715,682.6651654243469,-0.12008885962838534,0.0,-0.12008885962838534,682.7852542839753,23755550.33362717
6.7899999999999,3692126.276792708,32443.81251679687,3659682.464275911,-20667301.236079007,-159869.7557506284,-20507431.480328377,24167113.94460429,-2335509635.904938,-2335510376.821715,740.9167766571045,-0.16081918547499008,0.0,-0.16081918547499008,741.0775958425795,24167113.94460429
6.7999999999998995,2422855.57772296,32443.81251679687,2390411.7652061633,-7114199.109302472,-159869.7557506284,-6954329.353551844,9344741.118758008,-2335509578.2467675,-2335510376.821715,798.5749473571777,-0.19871024349011357,0.0,-0.19871024349011357,798.7736576006679,9344741.118758008
6.809999999999899,6237273.108357274,32443.81251679687,6204829.295840478,-15740454.40613513,-159869.7557506284,-15580584.650384502,21785413.94622498,-2335509521.286577,-2335510376.821715,855.5351376533508,-0.23372584248162553,0.0,-0.23372584248162553,855.7688634958324,21785413.94622498
6.819999999999899,8679886.446947318,32443.81251679687,8647442.63443052,-19702586.887704693,-159869.7557506284,-19542717.131954063,28190159.766384583,-2335509465.1196604,-2335510376.821715,911.7020545005798,-0.26700356950527215,0.0,-0.26700356950527215,911.9690580700851,28190159.766384583
6.829999999999899,7652064.885267796,32443.81251679687,7619621.072750999,-9123475.491282444,-159869.7557506284,-8963605.735531816,16583226.808282815,-2335509409.835478,-2335510376.821715,966.9862370491028,-0.29735374149755245,0.0,-0.29735374149755245,967.2835907906003,16583226.808282815
6.839999999999899,9283692.276724828,32443.81251679687,9251248.464208031,-9584959.540175168,-159869.7557506284,-9425089.78442454,18676338.248632573,-2335509355.5165796,-2335510376.821715,1021.3051352500916,-0.32337462319242505,0.0,-0.32337462319242505,1021.628509873284,18676338.248632573
6.849999999999898,7054004.31373408,32443.81251679687,7021560.501217283,535752.9422940599,-159869.7557506284,695622.6980446883,6325937.803172595,-2335509302.2363634,-2335510376.821715,1074.5853514671326,-0.34691717781985076,0.0,-0.34691717781985076,1074.9322686449525,6325937.803172595
6.859999999999898,11313132.799012413,32443.81251679687,11280688.986495616,-11765733.68984667,-159869.7557506284,-11605863.934096042,22886552.92059166,-2335509250.0626493,-2335510376.821715,1126.7590656280518,-0.36953191768971294,0.0,-0.36953191768971294,1127.1285975457415,22886552.92059166
6.869999999999898,11353962.535921793,32443.81251679687,11321518.723404996,-11764978.344005093,-159869.7557506284,-11605108.588254465,22926627.311659463,-2335509199.063204,-2335510376.821715,1177.7585110664368,-0.3911734321774327,0.0,-0.3911734321774327,1178.1496844986143,22926627.311659463
6.879999999999898,10646381.32534323,32443.81251679687,10613937.512826433,-3728009.0852191905,-159869.7557506284,-3568139.3294685623,14182076.842294995,-2335509149.306386,-2335510376.821715,1227.5153288841248,-0.4108733269368292,0.0,-0.4108733269368292,1227.9262022110615,14182076.842294995
6.8899999999998975,12181418.983683376,32443.81251679687,12148975.171166578,-8582106.543114798,-159869.7557506284,-8422236.78736417,20571211.958530746,-2335509100.8576975,-2335510376.821715,1275.9640173912048,-0.4285318013367352,0.0,-0.4285318013367352,1276.3925491925415,20571211.958530746
6.899999999999897,10470471.021351004,32443.81251679687,10438027.208834207,-489282.0213826894,-159869.7557506284,-329412.26563206105,10767439.474466268,-2335509053.7785635,-2335510376.821715,1323.0431513786316,-0.446165122986379,0.0,-0.446165122986379,1323.489316501618,10767439.474466268
6.909999999999897,9687189.273620293,32443.81251679687,9654745.461103495,2608786.625431058,-159869.7557506284,2768656.381181686,6886089.079921809,-2335509008.1300106,-2335510376.821715,1368.6917042732239,-0.46464328653180953,0.0,-0.46464328653180953,1369.1563475597557,6886089.079921809
6.919999999999897,7420551.2394654555,32443.81251679687,7388107.426948659,8879205.486074928,-159869.7557506284,9039075.241825556,-1650967.8148768973,-2335508963.976798,-2335510376.821715,1412.8449168205261,-0.4843129039818974,0.0,-0.4843129039818974,1413.329229724508,-1650967.8148768973
6.929999999999897,8440936.559784817,32443.81251679687,8408492.74726802,2249045.32025149,-159869.7557506284,2408915.076002118,5999577.671265901,-2335508921.390521,-2335510376.821715,1455.4311938285828,-0.5064620102833883,0.0,-0.5064620102833883,1455.9376558388662,5999577.671265901
6.9399999999998965,7670477.577695972,32443.81251679687,7638033.765179176,1473776.377063106,-159869.7557506284,1633646.1328137345,6004387.632365441,-2335508880.4525743,-2335510376.821715,1496.369140625,-0.5307987990775493,0.0,-0.5307987990775493,1496.8999394240775,6004387.632365441
6.949999999999896,10806070.599365417,32443.81251679687,10773626.78684862,-10460994.849322233,-159869.7557506284,-10301125.093571605,21074751.880420223,-2335508841.2535644,-2335510376.821715,1535.5681505203247,-0.5559020280068596,0.0,-0.5559020280068596,1536.1240525483315,21074751.880420223
6.959999999999896,6286574.313467717,32443.81251679687,6254130.500950919,4718164.731356374,-159869.7557506284,4878034.487107002,1376096.0138439173,-2335508803.887662,-2335510376.821715,1572.9340529441833,-0.5802612475002262,0.0,-0.5802612475002262,1573.5143141916835,1376096.0138439173
6.969999999999896,6879448.669191391,32443.81251679687,6847004.856674595,3846720.8658596515,-159869.7557506284,4006590.6216102797,2840414.235064315,-2335508768.445813,-2335510376.821715,1608.3759016990662,-0.6035139856692058,0.0,-0.6035139856692058,1608.9794156847354,2840414.235064315
