time,displacement,displacement_increment,absolute_displacement,acceleration,tower_base_moment,tower_base_shear,damper_force,damper_stroke,ground_displacement,ground_velocity,ground_acceleration
0.09999999999999999,2.8026481116105728e-05,2.8026481116105728e-05,0.2913243632521856,0.024731771264533044,-6036210.351935387,768834.7769109389,-8632.558421115835,-6.595395788733249e-06,-3.1869500000000004e-05,-0.0008335100000000001,-0.0254956
0.10999999999999999,3.667083450198394e-05,3.667083450198394e-05,0.2913330076055713,0.013700303878785772,-7577738.703060627,575528.2010668988,-10676.521169796944,-8.997866621063277e-06,-4.120971500000001e-05,-0.001034533,-0.014709
0.11999999999999998,4.6956683628696094e-05,4.6956683628696094e-05,0.2913432934546978,0.013527450611061588,-9223644.72057724,567406.0115044143,-13134.513376702576,-1.211957052166257e-05,-5.229049500000001e-05,-0.0011816230000000001,-0.014709
0.12999999999999998,5.871942774499095e-05,5.871942774499095e-05,0.2913550561988138,0.018320594482322834,-11001240.559231043,778849.8540281145,-15565.356144068852,-1.605989817315967e-05,-6.496475000000001e-05,-0.0013532280000000002,-0.019612
0.13999999999999999,7.224125646920765e-05,7.224125646920765e-05,0.29136857802753763,0.02019474473992541,-12980909.758533001,886993.618868505,-18017.349050008917,-2.0853941164161727e-05,-7.952666e-05,-0.001559154,-0.0215732
0.15,8.763366630248903e-05,8.763366630248903e-05,0.2913839704373704,0.01611316040297387,-15037194.253486872,853883.6445426876,-20719.617644624486,-2.658431299695785e-05,-9.60988e-05,-0.001755274,-0.0176508
0.16,0.00010414877358827512,0.00010414877358827512,0.2914004855446555,-0.0075131674496271995,-16575065.462962866,214881.39567661312,-23544.639809098913,-3.335352992298035e-05,-0.00011394572,-0.00181411,0.0058836
0.17,0.00012033250060905498,0.00012033250060905498,0.2914166692716754,-0.014342036108881323,-17507433.50518346,-61099.31373738276,-25985.3975216761,-4.114071333297109e-05,-0.000131621035,-0.0017209530000000001,0.0127478
0.18000000000000002,0.00013550410843810035,0.00013550410843810035,0.29143184087950336,-0.004287528010706295,-18133922.759408474,173012.83709799335,-27532.488223137865,-4.97067232734516e-05,-0.000148438325,-0.001642505,0.0029418
0.19000000000000003,0.00014951025482279334,0.00014951025482279334,0.2914458470258868,-0.0237013656513475,-18099389.415833235,-370777.5454442933,-28388.47002882334,-5.874235481403978e-05,-0.00016422598500000002,-0.001515027,0.0225538
0.20000000000000004,0.0001618580965587202,0.0001618580965587202,0.29145819486762126,-0.014641926642718147,-17800539.28493333,-272341.74474818166,-28793.580825158653,-6.802362356808644e-05,-0.00017846920000000002,-0.001333616,0.0137284
0.21000000000000005,0.00017306149075591026,0.00017306149075591026,0.2914693982618169,0.0072073173819741055,-17721615.952617884,354116.65999172523,-28523.518670167225,-7.732122521769691e-05,-0.00019165827000000002,-0.001304198,-0.0078448
0.22000000000000006,0.00018382925737153721,0.00018382925737153721,0.29148016602843096,-0.01719781138348228,-17322892.686620712,-295657.7341392967,-28188.691239551394,-8.649822448492106e-05,-0.00020447961500000001,-0.001260071,0.0166702
0.23000000000000007,0.00019361114165133975,0.00019361114165133975,0.2914899479127092,-0.012246988051569383,-16806646.635011435,-296397.1324518806,-28070.881630060143,-9.562760588155417e-05,-0.00021636939000000002,-0.001117884,0.0117672
0.24000000000000007,0.0002017555792281911,0.0002017555792281911,0.29149809235028457,-0.023806080631149446,-15752224.824592113,-621966.1054058019,-27510.755717964763,-0.00010461981870268922,-0.00022666569,-0.000941376,0.0235344
0.25000000000000006,0.00020813188522034176,0.00020813188522034176,0.29150446865627544,-0.01086611407229404,-14681985.530459642,-406178.2142829398,-26432.58125212476,-0.00011328235135918407,-0.000235221425,-0.0007697709999999999,0.0107866
0.26000000000000006,0.00021354439066972875,0.00021354439066972875,0.2915098811617238,0.006986287067003612,-13955017.018943787,130157.99875515758,-25006.45972757646,-0.00012144561371743579,-0.00024282107500000002,-0.0007501589999999999,-0.0068642
0.2700000000000001,0.0002192092736617579,0.0002192092736617579,0.2915155460447152,0.00698864165419565,-13601254.279812574,157265.8048353305,-23763.527663417266,-0.00012908274744521941,-0.00025066587500000004,-0.0008188009999999999,-0.0068642
0.2800000000000001,0.00022507962684664706,0.00022507962684664706,0.2915214163978998,-0.012744762647316393,-13058370.502838135,-377073.36719753046,-23208.253631620708,-0.00013636895076094002,-0.00025870679500000006,-0.0007893829999999998,0.0127478
0.2900000000000001,0.00023014400749865604,0.00023014400749865604,0.2915264807785519,-0.013738017673414687,-12280906.367755651,-515023.73916966,-22758.90527259716,-0.00014346083400745835,-0.00026593872000000006,-0.0006570019999999998,0.0137284
0.3000000000000001,0.0002340098656200551,0.0002340098656200551,0.29153034663667393,-0.007720103228495839,-11388060.036677599,-362167.8269791354,-21816.678383061244,-0.0001502857472162611,-0.00027196941000000004,-0.0005491359999999999,0.0078448
0.3100000000000001,0.00023634294579039095,0.00023634294579039095,0.2915326797168453,-0.03213289391393424,-9868085.764242172,-1088281.9064746806,-20539.242036662607,-0.0001566889889199341,-0.00027645565500000003,-0.00034811299999999983,0.0323598
0.3200000000000001,0.00023605362841999655,0.00023605362841999655,0.2915323903994767,-0.03291001057158651,-7832120.5180392265,-1285559.7914966363,-18848.35091401688,-0.00016253715749978137,-0.00027829428,-1.9611999999999798e-05,0.0333404
0.3300000000000001,0.00023208583598194332,0.00023208583598194332,0.29152842260704137,-0.049186087647134634,-4875807.327509165,-1837527.0400260144,-16104.575828665449,-0.00016757759439137154,-0.00027640662500000003,0.00039714300000000025,0.0500106
0.34000000000000014,0.0002240608857790316,0.0002240608857790316,0.29152039765684234,-0.031004124729448655,-1698617.26957345,-1559731.5423547926,-12046.639495163337,-0.00017143218170928565,-0.00027037593500000006,0.0008089950000000003,0.0323598
0.35000000000000014,0.00021315840412483578,0.00021315840412483578,0.29150949517519353,-0.003906920944313518,1071136.6631634235,-820941.0804021169,-6606.435968306272,-0.00017375985626727486,-0.00026132990000000007,0.0010002120000000003,0.0058836
0.36000000000000015,0.00020341137554874544,0.00020341137554874544,0.29149974814661883,0.08503608952950238,1220363.3298459053,1695799.9589081893,482.97983115043917,-0.00017447840328674302,-0.00025323995000000005,0.0006177780000000004,-0.0823704
0.37000000000000016,0.00020006667111988063,0.00020006667111988063,0.29149640344218997,0.08992770769817682,-886322.2438416481,2389368.0435533784,3431.667028425946,-0.0001740928352218507,-0.00025132778000000006,-0.00023534399999999974,-0.088254
0.38000000000000017,0.00020530180611083582,0.00020530180611083582,0.2915016385771809,0.07830207187317799,-4765734.927385807,2276410.967155106,-517.0535079393482,-0.00017375020024737453,-0.00025784877000000004,-0.0010688539999999997,-0.078448
0.3900000000000002,0.00021928058449760535,0.00021928058449760535,0.2915156173555677,0.10321388440817275,-10401919.626108408,3320643.2654733015,-8079.418445218927,-0.00017467119176947654,-0.000273121615,-0.001985715,-0.1049242
0.4000000000000002,0.00024169047172900582,0.00024169047172900582,0.2915380272427991,0.05251451312576361,-16211390.2002182,2273080.80486954,-15841.954129608277,-0.00017773586789512907,-0.00029697471,-0.002784904,-0.0549136
0.4100000000000002,0.0002697142974070754,0.0002697142974070754,0.29156605106847716,0.016314627227566027,-21396292.80194378,1288189.3062664354,-24221.28811134477,-0.00018361145566209158,-0.00032668689,-0.003157532,-0.019612
0.4200000000000002,0.00030027618891992347,0.00030027618891992347,0.29159661295999,0.016378865812700302,-25839846.551409006,1311248.0430082176,-31373.987720758574,-0.00019250722380886875,-0.00035924281,-0.003353652,-0.019612
0.4300000000000002,0.0003321065345553986,0.0003321065345553986,0.2916284433056255,0.001665806051474907,-29428071.82619548,966293.6113769244,-36960.654760075005,-0.00020406676884776598,-0.000393392205,-0.003476227,-0.004903
0.4400000000000002,0.00036381713245403624,0.00036381713245403624,0.2916601539035241,-0.024500387417487945,-31803667.331255436,174159.3525993619,-41587.37291465809,-0.00021786036419951804,-0.00042773772,-0.003392876,0.0215732
0.45000000000000023,0.00039413106852304036,0.00039413106852304036,0.2916904678395931,-0.008531504499440372,-33564755.003232,491374.320140523,-44955.987757858195,-0.00023346439917135142,-0.00046098006,-0.003255592,0.0058836
0.46000000000000024,0.00042286308052857935,0.00042286308052857935,0.29171919985159867,-0.02171356627990235,-34479725.573783636,143093.62848384178,-47110.592462830646,-0.00025035197090853,-0.00049289859,-0.003128114,0.019612
0.47000000000000025,0.0004513533529892366,0.0004513533529892366,0.2917476901240593,0.04228905512564871,-36428545.06015825,1799746.8325835564,-48619.24327594157,-0.00026809474450034676,-0.000524792605,-0.003250689,-0.044127
