Time,Node36_UX,Node107_UX
10.15,0.302875721,-0.262586975
10.16,0.30236373,-0.263003601
10.17,0.301834108,-0.263440739
10.18,0.301300856,-0.263884411
10.19,0.300771172,-0.264327435
10.2,0.300234147,-0.26478073
10.21,0.299662794,-0.265271293
10.22,0.299042814,-0.26581342
10.23,0.298368986,-0.266412325
10.24,0.297637532,-0.26707178
10.25,0.296854129,-0.267786103
10.26,0.296032735,-0.268541331
10.27,0.29520019,-0.269310619
10.28,0.294390353,-0.270060103
10.29,0.293643449,-0.270749556
10.3,0.292982612,-0.271355841
10.31,0.292391869,-0.271894927
10.32,0.291838971,-0.272399059
10.33,0.291311661,-0.272880482
10.34,0.290825148,-0.273323977
10.35,0.290373754,-0.273735208
10.36,0.289918787,-0.274152858
10.37,0.289451414,-0.274585743
10.38,0.288996366,-0.275009116
10.39,0.288564425,-0.275412177
10.4,0.288155564,-0.275794943
10.41,0.287775654,-0.276151528
10.42,0.287430558,-0.276476052
10.43,0.287120079,-0.276768702
10.44,0.286822888,-0.27705079
10.45,0.286496265,-0.277365022
10.46,0.286113332,-0.277738254
10.47,0.28567395,-0.278170603
10.48,0.28519006,-0.278650104
10.49,0.284680319,-0.27915808
10.5,0.284150094,-0.279689146
10.51,0.28359609,-0.280246579
10.52,0.283037724,-0.280810947
10.53,0.282486645,-0.281370584
10.54,0.281912735,-0.281955594
10.55,0.281291082,-0.282590869
10.56,0.280626602,-0.283271476
10.57,0.27992461,-0.283992081
10.58,0.279204242,-0.284733531
10.59,0.278507042,-0.285454266
10.6,0.277865094,-0.286122184
10.61,0.277278346,-0.286737325
10.62,0.27671534,-0.287331131
10.63,0.276143589,-0.287936071
10.64,0.275536771,-0.28857845
10.65,0.274862316,-0.289290816
10.66,0.274113541,-0.290079835
10.67,0.273320502,-0.290915427
10.68,0.272518487,-0.291762289
10.69,0.271736655,-0.292591241
10.7,0.270984605,-0.293392668
10.71,0.270256761,-0.294172127
10.72,0.269557155,-0.294925567
10.73,0.268897969,-0.295640788
10.74,0.268279689,-0.296317283
10.75,0.267686387,-0.296970961
10.76,0.267090958,-0.297628909
10.77,0.266463761,-0.298320745
10.78,0.265794455,-0.299056792
10.79,0.265085456,-0.299834611
10.8,0.264328303,-0.300662645
10.81,0.263511093,-0.301552775
10.82,0.262641331,-0.302497478
10.83,0.261731569,-0.30348418
10.84,0.260786766,-0.304507903
10.85,0.25982763,-0.305547919
10.86,0.258881267,-0.306577103
10.87,0.257957756,-0.307585354
10.88,0.257068753,-0.308560998
10.89,0.256231547,-0.309486725
10.9,0.255443846,-0.310364806
10.91,0.254692767,-0.311208103
10.92,0.253971093,-0.312023815
10.93,0.253262366,-0.312828378
10.94,0.252551065,-0.313637294
10.95,0.251840793,-0.314446939
10.96,0.251149426,-0.31523942
10.97,0.250512082,-0.315979596
10.98,0.249945473,-0.316650737
10.99,0.249421129,-0.317281292
11,0.248909619,-0.317900671
11.01,0.248403117,-0.318516683
11.02,0.247893069,-0.31913786
11.03,0.247369573,-0.319774087
11.04,0.246822074,-0.320435901
11.05,0.246235944,-0.321137914
11.06,0.245618505,-0.321872784
11.07,0.244980441,-0.322629814
11.08,0.244305265,-0.323425472
11.09,0.243591302,-0.324261416
11.1,0.242861443,-0.325114741
11.11,0.242125729,-0.325975388
11.12,0.241388922,-0.32683858
11.13,0.240646804,-0.327708515
11.14,0.239872156,-0.328612398
11.15,0.239052764,-0.329562425
11.16,0.23819939,-0.330547821
11.17,0.237323154,-0.33155745
11.18,0.236437763,-0.332577589
11.19,0.23556497,-0.333586471
11.2,0.234722173,-0.334566678
11.21,0.233903658,-0.335523909
11.22,0.233089489,-0.336478082
11.23,0.232265111,-0.337443735
11.24,0.231434346,-0.338417032
11.25,0.23060734,-0.339387813
11.26,0.229786002,-0.340354153
11.27,0.228975669,-0.341310697
11.28,0.228190162,-0.342243611
11.29,0.227452283,-0.343130075
11.3,0.226766692,-0.343965414
11.31,0.226108229,-0.344774768
11.32,0.225450057,-0.345584959
11.33,0.224786705,-0.346401444
11.34,0.224121158,-0.347221223
11.35,0.223439124,-0.348058574
11.36,0.22273792,-0.348916167
11.37,0.222031671,-0.349779864
11.38,0.221320814,-0.350649214
11.39,0.220585653,-0.351543898
11.4,0.219810033,-0.352480059
11.41,0.219000334,-0.353451304
11.42,0.218175042,-0.354439135
11.43,0.217361065,-0.355416631
11.44,0.216565778,-0.3563764
11.45,0.215770247,-0.35733736
11.46,0.214973049,-0.358300919
11.47,0.21417125,-0.359269997
11.48,0.213344488,-0.36026494
11.49,0.212502447,-0.361276052
11.5,0.211668279,-0.362280166
11.51,0.210844796,-0.363274455
11.52,0.210022067,-0.364268832
11.53,0.209205006,-0.365258368
11.54,0.208419387,-0.366217274
11.55,0.207678585,-0.367132156
11.56,0.206995616,-0.36798998
11.57,0.206374327,-0.36878688
11.58,0.205807399,-0.369530152
11.59,0.205310376,-0.370204234
11.6,0.20488635,-0.370806012
11.61,0.204503503,-0.371367283
11.62,0.204135773,-0.371914085
11.63,0.203779233,-0.37245033
11.64,0.203423913,-0.37298597
11.65,0.203058725,-0.373532076
11.66,0.202701574,-0.37407073
11.67,0.202378441,-0.374575931
11.68,0.202092108,-0.375044878
11.69,0.201825992,-0.37549413
11.7,0.201563506,-0.375940252
11.71,0.201279916,-0.376407962
11.72,0.200945669,-0.376926799
11.73,0.200565627,-0.377491892
11.74,0.200167143,-0.378075885
11.75,0.199782593,-0.378646384
11.76,0.199442029,-0.379173317
11.77,0.199146225,-0.379655881
11.78,0.198875505,-0.380113721
11.79,0.198597243,-0.380579437
11.8,0.198282566,-0.381081886
11.81,0.197924015,-0.381628517
11.82,0.197511716,-0.382229198
11.83,0.197041221,-0.382888367
11.84,0.196537964,-0.383580582
11.85,0.196037597,-0.384270176
11.86,0.19554815,-0.38494909
11.87,0.195058045,-0.385628873
11.88,0.194563783,-0.386312999
11.89,0.194069385,-0.386997427
11.9,0.193582648,-0.387674331
11.91,0.193113612,-0.388333648
11.92,0.192675902,-0.388961724
11.93,0.19227988,-0.389548166
11.94,0.191911212,-0.390107275
11.95,0.191530542,-0.390678379
11.96,0.191098319,-0.391301003
11.97,0.190589815,-0.391999866
11.98,0.190000718,-0.392779268
11.99,0.189347883,-0.393622344
12,0.188646061,-0.394514327
12.01,0.187899805,-0.395450637
12.02,0.187120944,-0.396419419
12.03,0.186314795,-0.397415331
12.04,0.185469377,-0.398450324
12.05,0.184586463,-0.399522598
12.06,0.183688922,-0.400609257
12.07,0.182771012,-0.401716012
12.08,0.181802132,-0.402873437
12.09,0.180795504,-0.40406828
12.1,0.179796231,-0.405255413
12.11,0.178825248,-0.406413867
12.12,0.177882859,-0.407543305
12.13,0.176959337,-0.40865342
12.14,0.176039983,-0.409758879
12.15,0.175122035,-0.410862415
12.16,0.174210605,-0.411958886
12.17,0.173300859,-0.413053095
12.18,0.172377009,-0.414160802
12.19,0.171429296,-0.415291735
12.2,0.170475827,-0.416427761
12.21,0.169544319,-0.417541134
12.22,0.168632354,-0.418634239
12.23,0.167716324,-0.419730653
12.24,0.166787444,-0.420839132
12.25,0.165880472,-0.42192489
12.26,0.165031385,-0.422951918
12.27,0.164234289,-0.423926077
12.28,0.163478864,-0.424857653
12.29,0.162756377,-0.42575535
12.3,0.162040726,-0.426645235
12.31,0.161316739,-0.427542454
12.32,0.160581243,-0.428450152
12.33,0.159817532,-0.429385006
12.34,0.159009326,-0.430363273
12.35,0.158163572,-0.431377977
12.36,0.157318856,-0.432390509
12.37,0.156522213,-0.433353804
12.38,0.15577995,-0.434261522
12.39,0.155069838,-0.435135859
12.4,0.154391915,-0.435976746
12.41,0.153739192,-0.436791143
12.42,0.15308361,-0.437607081
12.43,0.15241196,-0.438437739
12.44,0.151729859,-0.439277477
12.45,0.151049877,-0.440113698
12.46,0.150384219,-0.440934171
12.47,0.149743351,-0.441728402
12.48,0.149131237,-0.442492396
12.49,0.148544639,-0.443229366
12.5,0.147972361,-0.44395048
12.51,0.147403903,-0.444666209
12.52,0.146852261,-0.445363535
12.53,0.146350349,-0.446009518
12.54,0.14591405,-0.446588245
12.55,0.145523541,-0.447119511
12.56,0.145149203,-0.447632906
12.57,0.144773928,-0.448145516
12.58,0.144373828,-0.448681205
12.59,0.143918745,-0.449270114
12.6,0.143398594,-0.449922312
12.61,0.142825946,-0.450625215
12.62,0.142216086,-0.451363521
12.63,0.141561791,-0.452144434
12.64,0.140858242,-0.452972753
12.65,0.140122722,-0.453831179
12.66,0.13936334,-0.454711585
12.67,0.138587113,-0.45560693
12.68,0.137821236,-0.456490001
12.69,0.137081596,-0.457344891
12.7,0.136362025,-0.458177745
12.71,0.135659897,-0.458991168
12.72,0.134972149,-0.459788207
12.73,0.134295463,-0.46057216
12.74,0.133627441,-0.461345409
12.75,0.132948676,-0.462127344
12.76,0.132243833,-0.462933285
12.77,0.131525036,-0.463751095
12.78,0.130801045,-0.464572001
12.79,0.130056231,-0.465411617
12.8,0.129280246,-0.466280279
12.81,0.128495323,-0.467155743
12.82,0.127717854,-0.468021603
12.83,0.126939653,-0.468886034
12.84,0.126170708,-0.469739037
12.85,0.125425637,-0.470565981
12.86,0.124698392,-0.471372906
12.87,0.123983338,-0.472165434
12.88,0.123267168,-0.472956865
12.89,0.122532604,-0.473764468
12.9,0.121797241,-0.474570642
12.91,0.121090788,-0.47534567
12.92,0.120418713,-0.476084077
12.93,0.119771979,-0.476794893
12.94,0.119151895,-0.477476803
12.95,0.118568503,-0.47811976
12.96,0.1180123,-0.478733261
12.97,0.117477489,-0.479323101
12.98,0.116983138,-0.479870207
12.99,0.116539535,-0.480364288
13,0.116143448,-0.480808573
13.01,0.115794086,-0.481203852
13.02,0.115488216,-0.481553355
13.03,0.11521459,-0.481868331
13.04,0.114959516,-0.482162469
13.05,0.114727991,-0.482430777
13.06,0.114530496,-0.482662774
13.07,0.114352912,-0.482872579
13.08,0.114155593,-0.483099842
13.09,0.113905084,-0.483378023
13.1,0.113614872,-0.483693639
13.11,0.113318281,-0.48401337
13.12,0.113029475,-0.484323056
13.13,0.112736001,-0.484635156
13.14,0.112409721,-0.48497781
13.15,0.112053007,-0.485348652
13.16,0.111695718,-0.485717829
13.17,0.111340575,-0.486082624
13.18,0.110976328,-0.486454292
13.19,0.110613716,-0.486822101
13.2,0.110269777,-0.48716902
13.21,0.109948732,-0.487490835
13.22,0.109644793,-0.487793341
13.23,0.109360335,-0.488074174
13.24,0.109101885,-0.488326815
13.25,0.108859491,-0.488561229
13.26,0.108620028,-0.488790548
13.27,0.108379207,-0.489019074
13.28,0.108134452,-0.489249392
13.29,0.107876355,-0.489490919
13.3,0.107589076,-0.489759503
13.31,0.10726921,-0.490058558
13.32,0.106933221,-0.490371624
13.33,0.106588019,-0.490691799
13.34,0.106209377,-0.491043322
13.35,0.105784973,-0.491438523
13.36,0.10533115,-0.491861064
13.37,0.104863268,-0.492295592
13.38,0.10439322,-0.49273023
13.39,0.103920502,-0.493165495
13.4,0.103426096,-0.493620418
13.41,0.10288845,-0.494116564
13.42,0.102303986,-0.49465752
13.43,0.101690485,-0.495225516
13.44,0.101070672,-0.495797838
13.45,0.100470223,-0.496348827
13.46,9.99101503E-02,-0.496857488
13.47,9.939670914E-02,-0.497317587
13.48,9.894762054E-02,-0.497711421
13.49,9.858204989E-02,-0.498019846
13.5,9.829516666E-02,-0.498247717
13.51,9.808129187E-02,-0.498400738
13.52,9.791490242E-02,-0.498504458
13.53,9.773693986E-02,-0.498617962
13.54,9.750771924E-02,-0.498780953
13.55,9.723501224E-02,-0.498985667
13.56,9.692513964E-02,-0.499225785
13.57,9.655682689E-02,-0.499522588
13.58,9.613022494E-02,-0.499875929
13.59,9.567737414E-02,-0.500253772
13.6,9.52412601E-02,-0.500613142
13.61,9.484828416E-02,-0.500927661
13.62,9.448875055E-02,-0.501207054
13.63,9.41414439E-02,-0.501472561
13.64,9.38025849E-02,-0.501727981
13.65,9.348441157E-02,-0.501961093
13.66,9.318418409E-02,-0.502174658
13.67,9.289201689E-02,-0.502378584
13.68,9.261828982E-02,-0.502562509
13.69,9.237138658E-02,-0.502718072
13.7,9.213761553E-02,-0.502858989
13.71,9.189922529E-02,-0.503003034
13.72,9.163819333E-02,-0.503168246
13.73,9.133475033E-02,-0.503374402
13.74,9.099135439E-02,-0.503619044
13.75,9.062572611E-02,-0.503884453
13.76,9.024805032E-02,-0.504160454
13.77,8.986513397E-02,-0.504440261
13.78,8.947202414E-02,-0.504728846
13.79,8.904754689E-02,-0.5050474
13.8,8.858789259E-02,-0.505399746
13.81,8.812564306E-02,-0.505753313
13.82,8.770738172E-02,-0.506061538
13.83,8.735363091E-02,-0.506303932
13.84,8.70642878E-02,-0.506480634
13.85,8.684484008E-02,-0.506586195
13.86,8.668615127E-02,-0.506629789
13.87,8.657607752E-02,-0.5066236
13.88,8.651084721E-02,-0.506571442
13.89,8.64655329E-02,-0.506498291
13.9,8.640160802E-02,-0.506442722
13.91,8.629372704E-02,-0.506430106
13.92,8.614544089E-02,-0.506456877
13.93,8.596744895E-02,-0.506512303
13.94,8.575520258E-02,-0.506600913
13.95,8.552370051E-02,-0.506707696
13.96,8.531044501E-02,-0.50679515
13.97,8.51392184E-02,-0.506839534
13.98,8.501904037E-02,-0.506831894
13.99,8.496232566E-02,-0.506759889
14,8.498441108E-02,-0.506608287
14.01,8.507444845E-02,-0.506388156
14.02,8.518644106E-02,-0.506146856
14.03,8.528150943E-02,-0.505923564
14.04,8.535427157E-02,-0.505721946
14.05,8.541614544E-02,-0.505529995
14.06,8.547715715E-02,-0.505337393
14.07,8.555557298E-02,-0.505125567
14.08,8.567035697E-02,-0.504875901
14.09,8.579768923E-02,-0.504612398
14.1,8.589981283E-02,-0.50437293
14.11,8.596669824E-02,-0.504167693
14.12,8.60006184E-02,-0.503994531
14.13,8.601690587E-02,-0.503838182
14.14,8.603159076E-02,-0.50368267
14.15,8.605463649E-02,-0.503518059
14.16,8.611872077E-02,-0.503311682
14.17,8.624104053E-02,-0.503046316
14.18,8.639142758E-02,-0.502752082
14.19,8.655188844E-02,-0.502446993
14.2,8.673220616E-02,-0.502121331
14.21,8.694218071E-02,-0.501765336
14.22,8.717918696E-02,-0.501381653
14.23,8.742148366E-02,-0.500992049
14.24,8.764084115E-02,-0.50062479
14.25,8.782078994E-02,-0.500296393
14.26,8.795312735E-02,-0.500015107
14.27,8.80243474E-02,-0.499794483
14.28,8.803323235E-02,-0.499635785
14.29,8.799632182E-02,-0.499522524
14.3,8.790967031E-02,-0.499458694
14.31,8.775948583E-02,-0.499458142
14.32,8.753978875E-02,-0.499526931
14.33,8.725598477E-02,-0.4996598
14.34,8.695314581E-02,-0.499812046
14.35,8.666721687E-02,-0.499948414
14.36,8.638639824E-02,-0.500080674
14.37,8.611225319E-02,-0.500206415
14.38,8.587214342E-02,-0.500297711
14.39,8.56890194E-02,-0.500331301
14.4,8.55766526E-02,-0.500293599
14.41,8.551565883E-02,-0.500205456
14.42,8.547935272E-02,-0.50009398
14.43,8.547724825E-02,-0.499948337
14.44,8.553317009E-02,-0.499744327
14.45,8.565479656E-02,-0.499474211
14.46,8.581884007E-02,-0.499160166
14.47,8.600081648E-02,-0.498826367
14.48,8.62083625E-02,-0.498466245
14.49,8.644914646E-02,-0.498072511
14.5,8.670480376E-02,-0.497663484
14.51,8.694943639E-02,-0.497265169
14.52,8.717222453E-02,-0.496888448
14.53,8.738701768E-02,-0.496519557
14.54,8.761154831E-02,-0.496140813
14.55,8.78432341E-02,-0.495754848
14.56,8.807451687E-02,-0.495369256
14.57,8.830652292E-02,-0.494982956
14.58,8.853547917E-02,-0.494599761
14.59,8.876229512E-02,-0.494218799
14.6,8.899173456E-02,-0.493835342
14.61,8.922634185E-02,-0.493446876
14.62,8.945285472E-02,-0.493066691
14.63,8.964547702E-02,-0.492720614
14.64,8.980831704E-02,-0.492404568
14.65,8.995461143E-02,-0.492105353
14.66,9.009401869E-02,-0.491813333
14.67,9.023983688E-02,-0.491515233
14.68,9.040134166E-02,-0.491201795
14.69,9.05897E-02,-0.490861865
14.7,9.08170385E-02,-0.490483329
14.71,9.107996469E-02,-0.490069586
14.72,9.136797867E-02,-0.489631148
14.73,9.168726379E-02,-0.489161844
14.74,9.204591903E-02,-0.488653591
14.75,9.244148362E-02,-0.488108863
14.76,9.285545102E-02,-0.48754618
14.77,9.327182697E-02,-0.486981556
14.78,9.367378337E-02,-0.486431838
14.79,9.403476593E-02,-0.485923605
14.8,9.435735232E-02,-0.485454303
14.81,9.464904589E-02,-0.485016455
14.82,9.488680448E-02,-0.484633123
14.83,9.505624249E-02,-0.484318718
14.84,9.518106376E-02,-0.484049563
14.85,9.529212512E-02,-0.48379483
14.86,9.541179896E-02,-0.483532163
14.87,9.555533017E-02,-0.483246336
14.88,9.572617412E-02,-0.482933902
14.89,9.593618964E-02,-0.482583016
14.9,9.619924303E-02,-0.48217982
14.91,9.651641772E-02,-0.481723238
14.92,9.687893942E-02,-0.481222055
14.93,9.726164403E-02,-0.480701447
14.94,9.763319005E-02,-0.480192777
14.95,9.797224485E-02,-0.4797174
14.96,9.827321945E-02,-0.479280933
14.97,9.855412646E-02,-0.478865389
14.98,9.882294506E-02,-0.478462811
14.99,9.906245231E-02,-0.478090442
15,9.92715865E-02,-0.477749365
15.01,9.946306018E-02,-0.477426892
15.02,9.964435619E-02,-0.477115561
15.03,9.981233146E-02,-0.476818533
15.04,9.997638086E-02,-0.476526435
15.05,0.100164637,-0.47621115
15.06,0.100389947,-0.475859845
15.07,0.100641369,-0.475483471
15.08,0.100894891,-0.475106052
15.09,0.101146152,-0.474731966
15.1,0.101414022,-0.474342362
15.11,0.10171276,-0.473922997
15.12,0.102056934,-0.473459313
15.13,0.102467526,-0.472930339
15.14,0.102950594,-0.472330025
15.15,0.103502507,-0.471662014
15.16,0.104119368,-0.470930213
15.17,0.104791932,-0.470143884
15.18,0.105507001,-0.46931624
15.19,0.106244592,-0.468467282
15.2,0.106988811,-0.467612921
15.21,0.10773474,-0.466758092
15.22,0.108475494,-0.465909699
15.23,0.109193786,-0.465085042
15.24,0.109870549,-0.464303206
15.25,0.110503748,-0.463566242
15.26,0.111106721,-0.462860828
15.27,0.111693892,-0.462172553
15.28,0.112276897,-0.461489796
15.29,0.112857003,-0.4608113
15.3,0.113425405,-0.460145881
15.31,0.113968252,-0.459507403
15.32,0.114476001,-0.458905421
15.33,0.114946351,-0.458342247
15.34,0.115386061,-0.457811132
15.35,0.115827226,-0.457279994
15.36,0.116300307,-0.45671838
15.37,0.116794575,-0.456137024
15.38,0.117282698,-0.455563269
15.39,0.117756724,-0.455005072
15.4,0.118235226,-0.454443869
15.41,0.118754618,-0.453843256
15.42,0.119336933,-0.453181203
15.43,0.119972671,-0.452467215
15.44,0.120629497,-0.451733634
15.45,0.121266709,-0.451021166
15.46,0.121871024,-0.450343103
15.47,0.122454383,-0.449687512
15.48,0.123010763,-0.449060423
15.49,0.123523763,-0.448478245
15.5,0.123975417,-0.447958948
15.51,0.124338866,-0.447529401
15.52,0.124607994,-0.447195725
15.53,0.124811103,-0.446929627
15.54,0.124977475,-0.446701832
15.55,0.125115966,-0.446503489
15.56,0.125235471,-0.446325706
15.57,0.125354829,-0.446149651
15.58,0.125490368,-0.445958996
15.59,0.125658941,-0.445736891
15.6,0.125883205,-0.44546068
15.61,0.126173059,-0.445120461
15.62,0.126517137,-0.444727598
15.63,0.126907116,-0.444290414
15.64,0.127345619,-0.443806287
15.65,0.127840998,-0.443266865
15.66,0.128391446,-0.442673955
15.67,0.128961181,-0.442063342
15.68,0.129518287,-0.441466943
15.69,0.130061196,-0.44088633
15.7,0.130584206,-0.440327206
15.71,0.131088111,-0.43978878
15.72,0.131599766,-0.439244199
15.73,0.132143037,-0.438669595
15.74,0.132720373,-0.438062521
15.75,0.133310714,-0.437444037
15.76,0.133895326,-0.436832875
15.77,0.134477243,-0.436226002
15.78,0.135072328,-0.435607555
15.79,0.135690103,-0.434968012
15.8,0.136314419,-0.43432352
15.81,0.136926851,-0.433692503
15.82,0.137530213,-0.433072148
15.83,0.138118252,-0.432468703
15.84,0.138670991,-0.431902146
15.85,0.139195443,-0.431365462
15.86,0.139711021,-0.430839236
15.87,0.140216591,-0.430324598
15.88,0.140707907,-0.429825793
15.89,0.141187461,-0.429340326
15.9,0.141645175,-0.428878273
15.91,0.142074669,-0.428446008
15.92,0.142478524,-0.42804095
15.93,0.142852322,-0.427667509
15.94,0.143195445,-0.427326304
15.95,0.143507893,-0.427017328
15.96,0.143775747,-0.426754496
15.97,0.143980145,-0.426556666
15.98,0.144116115,-0.426428804
15.99,0.144203171,-0.426351392
16,0.144281541,-0.426284193
16.01,0.144381331,-0.426197097
16.02,0.144518054,-0.426074583
16.03,0.14469966,-0.425908698
16.04,0.14492303,-0.425702556
16.05,0.145175512,-0.425468804
16.06,0.145439595,-0.42522495
16.07,0.145727865,-0.424958401
16.08,0.146055236,-0.424654239
16.09,0.146397269,-0.424336899
16.1,0.146721384,-0.424038955
16.11,0.147005698,-0.423782282
16.12,0.147246379,-0.423570705
16.13,0.147459459,-0.423388182
16.14,0.147660355,-0.423219288
16.15,0.147848567,-0.423064514
16.16,0.148026563,-0.422921384
16.17,0.148218018,-0.422766215
16.18,0.148438666,-0.422583267
16.19,0.148687313,-0.422373728
16.2,0.148976698,-0.422124856
16.21,0.149320216,-0.421823253
16.22,0.149698204,-0.421488576
16.23,0.150073324,-0.421158161
16.24,0.15043817,-0.420839404
16.25,0.150804132,-0.420520902
16.26,0.151172654,-0.420201204
16.27,0.151559534,-0.419864503
16.28,0.151973538,-0.419502025
16.29,0.152378168,-0.419150261
16.3,0.152736726,-0.418845898
16.31,0.1530556,-0.418582539
16.32,0.153372461,-0.418322495
16.33,0.153724543,-0.418028524
16.34,0.154117592,-0.417694872
16.35,0.154537438,-0.417335705
16.36,0.154975785,-0.416959313
16.37,0.155426966,-0.416571351
16.38,0.155881827,-0.416180965
16.39,0.156343803,-0.415784708
16.4,0.156824008,-0.415371457
16.41,0.157320358,-0.414943285
16.42,0.157829857,-0.414503179
16.43,0.158345493,-0.414058141
16.44,0.158869486,-0.413605939
16.45,0.159433755,-0.413114644
16.46,0.160060832,-0.412561714
16.47,0.160743562,-0.411954297
16.48,0.161452611,-0.411321719
16.49,0.162154145,-0.410697801
16.5,0.162832142,-0.410098552
16.51,0.16349238,-0.40951818
16.52,0.164140221,-0.408951309
16.53,0.164762976,-0.408410615
16.54,0.165361473,-0.407895258
16.55,0.165945341,-0.407395595
16.56,0.166513339,-0.406912852
16.57,0.16705796,-0.406454525
16.58,0.167567766,-0.406032038
16.59,0.16805362,-0.405634512
16.6,0.168547506,-0.405229951
16.61,0.16908662,-0.404781145
16.62,0.169699195,-0.404259852
16.63,0.170386986,-0.40366431
16.64,0.171139411,-0.403005091
16.65,0.171946635,-0.402292022
16.66,0.172802834,-0.401530914
16.67,0.173698266,-0.400731497
16.68,0.174610564,-0.399916122
16.69,0.175528008,-0.399096498
16.7,0.176459376,-0.398263832
16.71,0.17741003,-0.397412745
16.72,0.178367307,-0.396555888
16.73,0.179309361,-0.395715092
16.74,0.180227973,-0.394898559
16.75,0.181137466,-0.394091953
16.76,0.18203376,-0.393299335
16.77,0.182878721,-0.392558826
16.78,0.183664602,-0.391878156
16.79,0.184431679,-0.391217032
16.8,0.18519999,-0.3905554
16.81,0.185951293,-0.389911486
16.82,0.186669944,-0.389300921
16.83,0.187353838,-0.388725792
16.84,0.188017847,-0.388171211
16.85,0.188676498,-0.387622635
16.86,0.189324402,-0.387085438
16.87,0.189958476,-0.386562686
16.88,0.190574756,-0.38605833
16.89,0.191164633,-0.385580959
16.9,0.191735654,-0.385123013
16.91,0.192294236,-0.384678057
16.92,0.192830166,-0.384256288
16.93,0.193337362,-0.383863773
16.94,0.193818597,-0.383497719
16.95,0.194278064,-0.383153917
16.96,0.194730025,-0.382818087
16.97,0.195203144,-0.382461551
16.98,0.195728159,-0.382053556
16.99,0.196324083,-0.381575078
17,0.19698216,-0.381034861
17.01,0.197687275,-0.380448012
17.02,0.198443223,-0.379810719
17.03,0.199240008,-0.379132967
17.04,0.200051225,-0.378441144
17.05,0.200875248,-0.37773686
17.06,0.201723167,-0.377009006
17.07,0.202586562,-0.376265987
17.08,0.203460541,-0.375512677
17.09,0.204358758,-0.374735406
17.1,0.205293834,-0.373921536
17.11,0.206270723,-0.373066096
17.12,0.207271577,-0.372186918
17.13,0.208262116,-0.371318266
17.14,0.20922928,-0.370473182
17.15,0.210171015,-0.369653698
17.16,0.211079157,-0.368867961
17.17,0.211945544,-0.368124115
17.18,0.212768672,-0.367423643
17.19,0.21355956,-0.366755508
17.2,0.214344604,-0.366093296
17.21,0.215152798,-0.365407996
17.22,0.21598858,-0.364695153
17.23,0.216858464,-0.363948238
17.24,0.217783683,-0.363146004
17.25,0.218764317,-0.362288355
17.26,0.21979696,-0.361378683
17.27,0.220884873,-0.360413713
17.28,0.222010996,-0.359410488
17.29,0.223149835,-0.358394487
17.3,0.224273037,-0.357394045
17.31,0.225338297,-0.356451451
17.32,0.226322865,-0.355589433
17.33,0.22724701,-0.354787704
17.34,0.228132259,-0.354024717
17.35,0.22897945,-0.353299618
17.36,0.229800005,-0.352600966
17.37,0.230617727,-0.351904942
17.38,0.231447439,-0.351196706
17.39,0.232299437,-0.350465947
17.4,0.233185862,-0.349700509
17.41,0.234101183,-0.348905911
17.42,0.23502295,-0.348104584
17.43,0.235947004,-0.347300676
17.44,0.236893814,-0.346473699
17.45,0.237880513,-0.345606506
17.46,0.238903315,-0.344702869
17.47,0.239951305,-0.343773688
17.48,0.241012628,-0.342830803
17.49,0.242060979,-0.341900505
17.5,0.243065004,-0.34101413
17.51,0.244026395,-0.34016997
17.52,0.244965421,-0.339347738
17.53,0.245868316,-0.338561183
17.54,0.246715722,-0.337829647
17.55,0.247516386,-0.337144366
17.56,0.24827685,-0.336498781
17.57,0.24899557,-0.335894422
17.58,0.249671692,-0.335332124
17.59,0.250303324,-0.334813764
17.6,0.250902173,-0.334327618
17.61,0.251487858,-0.333854054
17.62,0.252083526,-0.333369906
17.63,0.252699313,-0.332865028
17.64,0.253321745,-0.332352881
17.65,0.253953594,-0.33183068
17.66,0.254602838,-0.331290434
17.67,0.255255757,-0.330745851
17.68,0.255890497,-0.330218772
17.69,0.256490432,-0.329725809
17.7,0.257057535,-0.329264973
17.71,0.257596572,-0.328831483
17.72,0.258102815,-0.328430052
17.73,0.258588797,-0.328048133
17.74,0.259080022,-0.327660208
17.75,0.25957569,-0.327267064
17.76,0.26004043,-0.326904061
17.77,0.260435528,-0.3266099
17.78,0.260750138,-0.326395408
17.79,0.261004668,-0.326240159
17.8,0.261215975,-0.326127275
17.81,0.26138453,-0.326056268
17.82,0.261523672,-0.326013782
17.83,0.261661065,-0.325972135
17.84,0.261807416,-0.325920606
17.85,0.261955349,-0.325866562
17.86,0.262108775,-0.32580608
17.87,0.262284787,-0.325722058
17.88,0.262497213,-0.325600664
17.89,0.262738912,-0.325449041
17.9,0.262997884,-0.325279192
17.91,0.263280695,-0.325084547
17.92,0.263598148,-0.3248543
17.93,0.263945336,-0.324593355
17.94,0.264305667,-0.324318304
17.95,0.264685586,-0.324022692
17.96,0.265091929,-0.323699673
17.97,0.265515603,-0.323358335
17.98,0.265968995,-0.322986281
17.99,0.2664517,-0.322583908
18,0.266928428,-0.322186499
18.01,0.267384488,-0.321808731
18.02,0.267847891,-0.321422578
18.03,0.268343253,-0.321003409
18.04,0.268881601,-0.320540196
18.05,0.269479812,-0.320016056
18.06,0.270119147,-0.31944972
18.07,0.270747406,-0.318893383
18.08,0.271347501,-0.318364119
18.09,0.271932492,-0.317848854
