Time,Damp2000_UX,Damp2010_UX,Damp3000_UX,Damp3010_UX
22.81,5.089609594E-02,5.09154104E-02,-3.634987694E-02,-3.635723562E-02
22.82,5.098859894E-02,5.100860555E-02,-3.629180011E-02,-3.629849108E-02
22.83,5.109850826E-02,5.111922828E-02,-3.621624165E-02,-3.62222435E-02
22.84,5.121792771E-02,5.123934406E-02,-3.613109283E-02,-3.613642254E-02
22.85,5.133460114E-02,5.135666611E-02,-3.60486048E-02,-3.605330989E-02
22.86,5.145145936E-02,5.147406729E-02,-3.596584159E-02,-3.597002753E-02
22.87,5.157084566E-02,5.159396598E-02,-3.588045464E-02,-3.588415181E-02
22.88,5.168479986E-02,5.170840216E-02,-3.580039895E-02,-3.580363756E-02
22.89,5.179718322E-02,5.182118251E-02,-3.572180803E-02,-3.572467286E-02
22.9,5.19008238E-02,5.192519286E-02,-3.565184854E-02,-3.565436659E-02
22.91,5.198207429E-02,5.200671188E-02,-3.560416248E-02,-3.560643479E-02
22.92,5.20598959E-02,5.208465698E-02,-3.555978314E-02,-3.556195453E-02
22.93,5.216756213E-02,5.21925272E-02,-3.548543162E-02,-3.54874214E-02
22.94,5.23087994E-02,5.233420072E-02,-3.537737669E-02,-3.537895241E-02
22.95,5.246077867E-02,5.248673439E-02,-3.525844296E-02,-3.525948629E-02
22.96,5.261544744E-02,5.264190246E-02,-3.51366783E-02,-3.513724414E-02
22.97,5.277154677E-02,5.279846196E-02,-3.50133368E-02,-3.501346404E-02
22.98,5.291476996E-02,5.294210333E-02,-3.490272025E-02,-3.490245064E-02
22.99,5.30251116E-02,5.305270253E-02,-3.482482903E-02,-3.482432295E-02
23,5.308975406E-02,5.311736225E-02,-3.479247535E-02,-3.479197285E-02
23.01,5.311634917E-02,5.314373032E-02,-3.479800155E-02,-3.479774667E-02
23.02,5.31129859E-02,5.314001417E-02,-3.483331279E-02,-3.483343121E-02
23.03,5.307887842E-02,5.310546896E-02,-3.48991893E-02,-3.489976569E-02
23.04,5.303283246E-02,5.305889909E-02,-3.497681987E-02,-3.497794029E-02
23.05,5.300346959E-02,5.302909952E-02,-3.503757769E-02,-3.503915485E-02
23.06,5.299769383E-02,5.30231054E-02,-3.507455414E-02,-3.507636968E-02
23.07,5.300898854E-02,5.303433284E-02,-3.509426171E-02,-3.509616447E-02
23.08,5.302541279E-02,5.305075782E-02,-3.510863711E-02,-3.511055906E-02
23.09,5.303467384E-02,5.30600071E-02,-3.512996876E-02,-3.513192231E-02
23.1,5.303048556E-02,5.305573261E-02,-3.516453829E-02,-3.516659778E-02
23.11,5.299571556E-02,5.302078526E-02,-3.522947342E-02,-3.523172992E-02
23.12,5.291671106E-02,5.294140586E-02,-3.533842215E-02,-3.534107311E-02
23.13,5.279902346E-02,5.282312749E-02,-3.548582798E-02,-3.54890892E-02
23.14,5.26374442E-02,5.266083616E-02,-3.567689447E-02,-3.56808872E-02
23.15,5.242851276E-02,5.245102028E-02,-3.591507726E-02,-3.591997384E-02
23.16,5.219798287E-02,5.221947226E-02,-3.617461779E-02,-3.618055193E-02
23.17,5.195770705E-02,5.197825638E-02,-3.644365909E-02,-3.645055275E-02
23.18,5.168458141E-02,5.170423154E-02,-3.674530103E-02,-3.67531134E-02
23.19,5.137241602E-02,5.139101204E-02,-3.708572952E-02,-3.709461557E-02
23.2,5.104350997E-02,5.10609686E-02,-3.744264129E-02,-3.745268433E-02
23.21,5.071465728E-02,5.073107824E-02,-3.779923845E-02,-3.781033881E-02
23.22,5.039330091E-02,5.040881975E-02,-3.814807454E-02,-3.816009674E-02
23.23,5.008616048E-02,5.010091722E-02,-3.848242666E-02,-3.849523069E-02
23.24,4.979243653E-02,4.980658247E-02,-3.880309101E-02,-3.881652559E-02
23.25,4.951762647E-02,4.953127729E-02,-3.910456704E-02,-3.911851649E-02
23.26,4.930009609E-02,4.931343685E-02,-3.934848586E-02,-3.936276509E-02
23.27,4.916108918E-02,4.917455006E-02,-3.951360085E-02,-3.95277796E-02
23.28,4.907331657E-02,4.908728895E-02,-3.962719859E-02,-3.964088542E-02
23.29,4.901100732E-02,4.902557492E-02,-3.971504742E-02,-3.972815848E-02
23.3,4.896392887E-02,4.897908206E-02,-3.978737703E-02,-3.979992178E-02
23.31,4.89415905E-02,4.89573279E-02,-3.98346752E-02,-3.984665484E-02
23.32,4.896187408E-02,4.897829711E-02,-3.983905721E-02,-3.985037011E-02
23.33,4.902812021E-02,4.904542918E-02,-3.979717974E-02,-3.980762536E-02
23.34,4.914262371E-02,4.916096936E-02,-3.970674538E-02,-3.971617274E-02
23.35,4.9290151E-02,4.930967325E-02,-3.958298517E-02,-3.959125409E-02
23.36,4.94474663E-02,4.946816202E-02,-3.944913234E-02,-3.945624565E-02
23.37,4.961293605E-02,4.963468479E-02,-3.930681782E-02,-3.931289565E-02
23.38,4.97771257E-02,4.979987553E-02,-3.916547342E-02,-3.917056738E-02
23.39,4.991279913E-02,4.993640375E-02,-3.90523326E-02,-3.905658863E-02
23.4,5.000255805E-02,5.002671588E-02,-3.898479081E-02,-3.898851017E-02
23.41,5.006686236E-02,5.009129381E-02,-3.894238518E-02,-3.894584709E-02
23.42,5.012874346E-02,5.015339555E-02,-3.890208139E-02,-3.890533849E-02
23.43,5.01815934E-02,5.020650824E-02,-3.887048474E-02,-3.887349457E-02
23.44,5.023013978E-02,5.025524558E-02,-3.884286506E-02,-3.88456991E-02
23.45,5.026985031E-02,5.029514125E-02,-3.882375209E-02,-3.882641583E-02
23.46,5.026803619E-02,5.029342271E-02,-3.884583215E-02,-3.884841483E-02
23.47,5.020429929E-02,5.02294592E-02,-3.892950078E-02,-3.893232427E-02
23.48,5.007356616E-02,5.009817374E-02,-3.907982863E-02,-3.908321832E-02
23.49,4.990011933E-02,4.992391498E-02,-3.92725304E-02,-3.927674561E-02
23.5,4.972622784E-02,4.974918957E-02,-3.946533446E-02,-3.947039691E-02
23.51,4.956114661E-02,4.95834824E-02,-3.964898368E-02,-3.965468513E-02
23.52,4.940625312E-02,4.942808442E-02,-3.98220986E-02,-3.982831737E-02
23.53,4.927538139E-02,4.929682588E-02,-3.99708433E-02,-3.997746148E-02
23.54,4.916822799E-02,4.918948245E-02,-4.009551941E-02,-4.010233998E-02
23.55,4.906401171E-02,4.908517236E-02,-4.021690645E-02,-4.022383296E-02
23.56,4.893943589E-02,4.896043505E-02,-4.035829936E-02,-4.036539925E-02
23.57,4.880133118E-02,4.882201742E-02,-4.051286571E-02,-4.052029016E-02
23.58,4.867121357E-02,4.869157981E-02,-4.065908772E-02,-4.066684357E-02
23.59,4.855599438E-02,4.857616316E-02,-4.07900525E-02,-4.079801697E-02
23.6,4.845773464E-02,4.847779826E-02,-4.090369756E-02,-4.091177813E-02
23.61,4.83714745E-02,4.839151856E-02,-4.100498137E-02,-4.10130922E-02
23.62,4.829049296E-02,4.831054794E-02,-4.110062358E-02,-4.110873397E-02
23.63,4.821657836E-02,4.823663983E-02,-4.118883454E-02,-4.119694867E-02
23.64,4.81352819E-02,4.815536553E-02,-4.128406177E-02,-4.129216376E-02
23.65,4.802919942E-02,4.80491954E-02,-4.140370823E-02,-4.141190761E-02
23.66,4.791425599E-02,4.793400885E-02,-4.153184755E-02,-4.154029959E-02
23.67,4.781413556E-02,4.7833692E-02,-4.164479465E-02,-4.165345239E-02
23.68,4.774782278E-02,4.776734961E-02,-4.172356383E-02,-4.173226025E-02
23.69,4.773430276E-02,4.775403144E-02,-4.174916913E-02,-4.175767254E-02
23.7,4.777652301E-02,4.77967529E-02,-4.17186623E-02,-4.172667309E-02
23.71,4.787415523E-02,4.789511783E-02,-4.163237098E-02,-4.163965743E-02
23.72,4.803072004E-02,4.805262419E-02,-4.148677394E-02,-4.149312696E-02
23.73,4.822736949E-02,4.825041142E-02,-4.130071861E-02,-4.130594171E-02
23.74,4.841664888E-02,4.844081461E-02,-4.112165914E-02,-4.112576605E-02
23.75,4.855067062E-02,4.857563983E-02,-4.099748254E-02,-4.100079331E-02
23.76,4.861637348E-02,4.8641662E-02,-4.094124931E-02,-4.094424782E-02
23.77,4.861542048E-02,4.864063479E-02,-4.095129563E-02,-4.095437512E-02
23.78,4.854464466E-02,4.856947033E-02,-4.103078772E-02,-4.103426237E-02
23.79,4.841320908E-02,4.843734054E-02,-4.117056186E-02,-4.117473698E-02
23.8,4.823078034E-02,4.825403402E-02,-4.136095084E-02,-4.136600978E-02
23.81,4.801527555E-02,4.803753825E-02,-4.158403714E-02,-4.159009283E-02
23.82,4.779238282E-02,4.781366661E-02,-4.181413228E-02,-4.182117245E-02
23.83,4.757969757E-02,4.760016003E-02,-4.203364066E-02,-4.204150752E-02
23.84,4.738823863E-02,4.740806484E-02,-4.223154341E-02,-4.224005164E-02
23.85,4.722100078E-02,4.724039382E-02,-4.240484576E-02,-4.241379206E-02
23.86,4.706453801E-02,4.708364876E-02,-4.25669938E-02,-4.257622707E-02
23.87,4.689257306E-02,4.691141116E-02,-4.274426492E-02,-4.275377528E-02
23.88,4.670094163E-02,4.671937255E-02,-4.294082355E-02,-4.295074532E-02
23.89,4.650282402E-02,4.652078413E-02,-4.314348955E-02,-4.315388612E-02
23.9,4.631053428E-02,4.632807704E-02,-4.333994911E-02,-4.335076679E-02
23.91,4.614113821E-02,4.615836522E-02,-4.351313676E-02,-4.352427371E-02
23.92,4.600253221E-02,4.601963563E-02,-4.365515648E-02,-4.366642032E-02
23.93,4.589166461E-02,4.590881621E-02,-4.376906043E-02,-4.378027912E-02
23.94,4.581130872E-02,4.582862657E-02,-4.385207576E-02,-4.386313103E-02
23.95,4.576917176E-02,4.578680344E-02,-4.389649584E-02,-4.390723984E-02
23.96,4.577010575E-02,4.578823012E-02,-4.389746924E-02,-4.390772287E-02
23.97,4.580763858E-02,4.582642168E-02,-4.386146871E-02,-4.387106569E-02
23.98,4.585746624E-02,4.587697979E-02,-4.381279896E-02,-4.382166732E-02
23.99,4.589341759E-02,4.591355726E-02,-4.377763184E-02,-4.378587567E-02
24,4.590588874E-02,4.592644734E-02,-4.3765572E-02,-4.377339823E-02
24.01,4.590354221E-02,4.592435275E-02,-4.376795767E-02,-4.377553305E-02
24.02,4.588548591E-02,4.590647572E-02,-4.378568181E-02,-4.379307875E-02
24.03,4.583224E-02,4.58532953E-02,-4.383822512E-02,-4.384555717E-02
24.04,4.573893755E-02,4.575982399E-02,-4.39304555E-02,-4.393795674E-02
24.05,4.56191338E-02,4.563968454E-02,-4.404881868E-02,-4.405665573E-02
24.06,4.549766742E-02,4.551785707E-02,-4.416847706E-02,-4.417667506E-02
24.07,4.539852709E-02,4.541847809E-02,-4.426544307E-02,-4.427387933E-02
24.08,4.531513836E-02,4.533505098E-02,-4.434629232E-02,-4.435476634E-02
24.09,4.522479556E-02,4.524471176E-02,-4.443373171E-02,-4.444220127E-02
24.1,4.512455734E-02,4.51443844E-02,-4.453070383E-02,-4.453926143E-02
24.11,4.50347735E-02,4.505449541E-02,-4.461686019E-02,-4.462552158E-02
24.12,4.497393563E-02,4.49936899E-02,-4.467371056E-02,-4.4682338E-02
24.13,4.494053596E-02,4.49605099E-02,-4.47027641E-02,-4.471117004E-02
24.14,4.492248951E-02,4.494278003E-02,-4.47161072E-02,-4.472419449E-02
24.15,4.491971847E-02,4.494034354E-02,-4.471381916E-02,-4.47215696E-02
24.16,4.494891298E-02,4.496993953E-02,-4.467921135E-02,-4.468655777E-02
24.17,4.50195214E-02,4.50411283E-02,-4.460283696E-02,-4.460960025E-02
24.18,4.51285353E-02,4.51508959E-02,-4.448770598E-02,-4.449371257E-02
24.19,4.526600789E-02,4.528922481E-02,-4.434376682E-02,-4.434891387E-02
24.2,4.541010961E-02,4.543420223E-02,-4.419285068E-02,-4.419711858E-02
24.21,4.554676398E-02,4.55716142E-02,-4.404903573E-02,-4.405254235E-02
24.22,4.567388667E-02,4.569935516E-02,-4.391440805E-02,-4.391729252E-02
24.23,4.57784129E-02,4.580438649E-02,-4.380203424E-02,-4.380440952E-02
24.24,4.584994252E-02,4.587622114E-02,-4.37223163E-02,-4.372438226E-02
24.25,4.588605563E-02,4.591242846E-02,-4.367767609E-02,-4.367964333E-02
24.26,4.587920766E-02,4.590549232E-02,-4.367566017E-02,-4.367771087E-02
24.27,4.583865084E-02,4.58646409E-02,-4.370701838E-02,-4.370935877E-02
24.28,4.579510304E-02,4.582073275E-02,-4.374103496E-02,-4.37437306E-02
24.29,4.576334922E-02,4.578875113E-02,-4.376292712E-02,-4.376584523E-02
24.3,4.572370164E-02,4.574897904E-02,-4.37923847E-02,-4.379542181E-02
24.31,4.565990626E-02,4.568496876E-02,-4.384566394E-02,-4.384891022E-02
24.32,4.558768514E-02,4.561241777E-02,-4.390704504E-02,-4.391061526E-02
24.33,4.552048931E-02,4.554494833E-02,-4.396307929E-02,-4.3966917E-02
24.34,4.545090375E-02,4.547516558E-02,-4.402118401E-02,-4.402521259E-02
24.35,4.537426704E-02,4.539830993E-02,-4.408602298E-02,-4.409026397E-02
24.36,4.529635614E-02,4.532016506E-02,-4.415182165E-02,-4.415628989E-02
24.37,4.522962159E-02,4.525324219E-02,-4.420613191E-02,-4.421078154E-02
24.38,4.5202185E-02,4.522575197E-02,-4.422083461E-02,-4.422553075E-02
24.39,4.524880279E-02,4.527262974E-02,-4.416117575E-02,-4.416560458E-02
24.4,4.539150414E-02,4.541605212E-02,-4.400512848E-02,-4.400882878E-02
24.41,4.561450513E-02,4.564022167E-02,-4.3768479E-02,-4.377100302E-02
24.42,4.586174027E-02,4.588881202E-02,-4.350729501E-02,-4.350845593E-02
24.43,4.609247188E-02,4.612069716E-02,-4.326231655E-02,-4.326231592E-02
24.44,4.631457238E-02,4.63436698E-02,-4.302567376E-02,-4.30247928E-02
24.45,4.653349035E-02,4.656337201E-02,-4.279192067E-02,-4.279024716E-02
24.46,4.672239971E-02,4.675296233E-02,-4.2587886E-02,-4.258552309E-02
24.47,4.687387699E-02,4.690483262E-02,-4.242099595E-02,-4.241823148E-02
24.48,4.699467021E-02,4.702580486E-02,-4.22845054E-02,-4.228155323E-02
24.49,4.707450426E-02,4.710567692E-02,-4.218869241E-02,-4.218569343E-02
24.5,4.712226874E-02,4.715326156E-02,-4.212467042E-02,-4.212184237E-02
24.51,4.715593855E-02,4.718667622E-02,-4.207446764E-02,-4.207188571E-02
24.52,4.717855452E-02,4.7209063E-02,-4.203504632E-02,-4.203268441E-02
24.53,4.720589761E-02,4.723617672E-02,-4.199062854E-02,-4.198848672E-02
24.54,4.725423731E-02,4.728441327E-02,-4.192494787E-02,-4.192289976E-02
24.55,4.732863646E-02,4.735888695E-02,-4.183294438E-02,-4.183081216E-02
24.56,4.742437869E-02,4.745483927E-02,-4.17193373E-02,-4.171698527E-02
24.57,4.752328985E-02,4.755402898E-02,-4.160230362E-02,-4.15996632E-02
24.58,4.76113557E-02,4.764230258E-02,-4.149586054E-02,-4.149300242E-02
24.59,4.769508326E-02,4.772614334E-02,-4.139350414E-02,-4.139052277E-02
24.6,4.780225932E-02,4.783345557E-02,-4.126745078E-02,-4.126432308E-02
24.61,4.794419262E-02,4.797571967E-02,-4.110639468E-02,-4.110292593E-02
24.62,4.809532882E-02,4.812733469E-02,-4.093589294E-02,-4.093193502E-02
24.63,4.823124368E-02,4.82636345E-02,-4.078037259E-02,-4.077601929E-02
24.64,4.834607813E-02,4.837868267E-02,-4.064569581E-02,-4.064111833E-02
24.65,4.842988869E-02,4.846256369E-02,-4.05418094E-02,-4.053715096E-02
24.66,4.847178951E-02,4.850433621E-02,-4.04796027E-02,-4.047506203E-02
24.67,4.845840981E-02,4.849059096E-02,-4.047245027E-02,-4.046826458E-02
24.68,4.836569028E-02,4.839721151E-02,-4.054441558E-02,-4.054087921E-02
24.69,4.819066485E-02,4.822112674E-02,-4.069846932E-02,-4.069598164E-02
24.7,4.796554407E-02,4.799467231E-02,-4.090240596E-02,-4.090124117E-02
24.71,4.773036571E-02,4.775817392E-02,-4.111619243E-02,-4.111633676E-02
24.72,4.750006048E-02,4.752674353E-02,-4.132490207E-02,-4.132616042E-02
24.73,4.727688859E-02,4.730261798E-02,-4.152627831E-02,-4.152847891E-02
24.74,4.707143741E-02,4.709635367E-02,-4.170973731E-02,-4.171273939E-02
24.75,4.689324132E-02,4.691754939E-02,-4.186574816E-02,-4.186934654E-02
24.76,4.674274942E-02,4.67666562E-02,-4.199386507E-02,-4.199785255E-02
24.77,4.661748449E-02,4.664115216E-02,-4.209656843E-02,-4.210078262E-02
24.78,4.652603529E-02,4.654960287E-02,-4.216527271E-02,-4.216957439E-02
24.79,4.647314449E-02,4.649680539E-02,-4.21952384E-02,-4.219943394E-02
24.8,4.64448037E-02,4.646872534E-02,-4.220047687E-02,-4.220439868E-02
24.81,4.642863861E-02,4.645285031E-02,-4.21933655E-02,-4.21969841E-02
24.82,4.642301812E-02,4.644751051E-02,-4.217553863E-02,-4.217886327E-02
24.83,4.641817589E-02,4.644295137E-02,-4.215676593E-02,-4.215979412E-02
24.84,4.639696941E-02,4.642194908E-02,-4.215419336E-02,-4.215700392E-02
24.85,4.6348187E-02,4.637320377E-02,-4.217903631E-02,-4.218179626E-02
24.86,4.62784348E-02,4.63033243E-02,-4.222469272E-02,-4.222756639E-02
24.87,4.620040118E-02,4.622509854E-02,-4.227847839E-02,-4.22815306E-02
24.88,4.609896762E-02,4.612346581E-02,-4.235551585E-02,-4.235875354E-02
24.89,4.596951295E-02,4.599366388E-02,-4.246043037E-02,-4.246400157E-02
24.9,4.585069437E-02,4.587442202E-02,-4.255456918E-02,-4.255854981E-02
24.91,4.575916324E-02,4.578269139E-02,-4.262128489E-02,-4.262545106E-02
24.92,4.567529513E-02,4.569879132E-02,-4.268020526E-02,-4.268438931E-02
24.93,4.558811768E-02,4.561155048E-02,-4.274230612E-02,-4.274653935E-02
24.94,4.549155891E-02,4.551488941E-02,-4.281366326E-02,-4.281798452E-02
24.95,4.53699088E-02,4.539305995E-02,-4.290999071E-02,-4.291447697E-02
24.96,4.520791027E-02,4.523070478E-02,-4.30465498E-02,-4.305137831E-02
24.97,4.500483779E-02,4.502706148E-02,-4.322407079E-02,-4.322945565E-02
24.98,4.476338896E-02,4.478488483E-02,-4.3439861E-02,-4.344595912E-02
24.99,4.448433957E-02,4.450498495E-02,-4.369314948E-02,-4.370008341E-02
25,4.418432771E-02,4.420402364E-02,-4.396730294E-02,-4.397517147E-02
25.01,4.389176804E-02,4.391056912E-02,-4.423391121E-02,-4.424265954E-02
25.02,4.363111046E-02,4.364923014E-02,-4.446852833E-02,-4.447794277E-02
25.03,4.341962176E-02,4.343735166E-02,-4.46538909E-02,-4.466367958E-02
25.04,4.325696023E-02,4.327461336E-02,-4.479034368E-02,-4.480019335E-02
25.05,4.313695569E-02,4.31547584E-02,-4.488405975E-02,-4.489374388E-02
25.06,4.306754478E-02,4.308566814E-02,-4.492710543E-02,-4.493645281E-02
25.07,4.30412524E-02,4.305991551E-02,-4.492695872E-02,-4.493575014E-02
25.08,4.303161428E-02,4.305090897E-02,-4.491008667E-02,-4.491823024E-02
25.09,4.300962282E-02,4.302944487E-02,-4.490549998E-02,-4.491309991E-02
25.1,4.295489977E-02,4.297502656E-02,-4.493358057E-02,-4.494085952E-02
25.11,4.287322694E-02,4.289339845E-02,-4.498855087E-02,-4.499576893E-02
25.12,4.277708528E-02,4.279718024E-02,-4.50579344E-02,-4.506521288E-02
25.13,4.268064832E-02,4.270063682E-02,-4.512756189E-02,-4.513493075E-02
25.14,4.259468682E-02,4.261461165E-02,-4.518666659E-02,-4.519408304E-02
25.15,4.252708034E-02,4.254703354E-02,-4.522737269E-02,-4.523474469E-02
25.16,4.248983473E-02,4.250992546E-02,-4.523767784E-02,-4.524489622E-02
25.17,4.247808547E-02,4.249847487E-02,-4.522244979E-02,-4.522935343E-02
25.18,4.247215808E-02,4.249289662E-02,-4.520136612E-02,-4.520790459E-02
25.19,4.244663446E-02,4.24676253E-02,-4.519984831E-02,-4.520611852E-02
25.2,4.239102296E-02,4.241205809E-02,-4.522839201E-02,-4.523460208E-02
25.21,4.232144594E-02,4.234234677E-02,-4.527087937E-02,-4.527720801E-02
25.22,4.226229354E-02,4.228306644E-02,-4.530292467E-02,-4.53093656E-02
25.23,4.222947876E-02,4.225025426E-02,-4.530861873E-02,-4.531504149E-02
25.24,4.222203286E-02,4.224297245E-02,-4.528893351E-02,-4.529517663E-02
25.25,4.222324726E-02,4.224443E-02,-4.52605806E-02,-4.526656508E-02
25.26,4.22189651E-02,4.224034081E-02,-4.523772009E-02,-4.52434962E-02
25.27,4.222283516E-02,4.224432552E-02,-4.520670689E-02,-4.521235309E-02
25.28,4.226061247E-02,4.228230185E-02,-4.514178955E-02,-4.51472216E-02
25.29,4.234560533E-02,4.236771501E-02,-4.502966253E-02,-4.503465924E-02
25.3,4.247078127E-02,4.249351659E-02,-4.487736007E-02,-4.488171625E-02
25.31,4.261665067E-02,4.264010368E-02,-4.470437315E-02,-4.470799694E-02
25.32,4.276707493E-02,4.27911987E-02,-4.452684175E-02,-4.452978035E-02
25.33,4.290405524E-02,4.292873724E-02,-4.436276636E-02,-4.436513268E-02
25.34,4.30033705E-02,4.302840276E-02,-4.423637036E-02,-4.423837286E-02
25.35,4.30411455E-02,4.306620147E-02,-4.417153275E-02,-4.417349851E-02
25.36,4.301212397E-02,4.303681546E-02,-4.417351609E-02,-4.417583391E-02
25.37,4.292793455E-02,4.295195129E-02,-4.42307003E-02,-4.423368099E-02
25.38,4.279304445E-02,4.281620449E-02,-4.433862715E-02,-4.434245301E-02
25.39,4.261731001E-02,4.263945281E-02,-4.448744867E-02,-4.449228035E-02
25.4,4.243236951E-02,4.245344318E-02,-4.464553406E-02,-4.465142336E-02
25.41,4.226435966E-02,4.228453068E-02,-4.478675203E-02,-4.479353214E-02
25.42,4.210969903E-02,4.212919173E-02,-4.491468705E-02,-4.492213322E-02
25.43,4.19596794E-02,4.197859204E-02,-4.503804997E-02,-4.50460635E-02
25.44,4.182020487E-02,4.183858853E-02,-4.515093992E-02,-4.515946939E-02
25.45,4.16841738E-02,4.170212786E-02,-4.526046174E-02,-4.526940742E-02
25.46,4.153231352E-02,4.154983455E-02,-4.538589117E-02,-4.539525618E-02
25.47,4.135734742E-02,4.137431627E-02,-4.553450862E-02,-4.554441184E-02
25.48,4.115869793E-02,4.117501888E-02,-4.570689611E-02,-4.571743298E-02
25.49,4.094234181E-02,4.09579431E-02,-4.589708118E-02,-4.590832314E-02
25.5,4.072801425E-02,4.074289485E-02,-4.608533256E-02,-4.609728028E-02
25.51,4.053956829E-02,4.055387185E-02,-4.624780037E-02,-4.62603098E-02
25.52,4.039523818E-02,4.040921618E-02,-4.63662525E-02,-4.637907176E-02
25.53,4.029478338E-02,4.03087194E-02,-4.644093096E-02,-4.645377607E-02
25.54,4.022572213E-02,4.023981127E-02,-4.648431874E-02,-4.64969943E-02
25.55,4.017529612E-02,4.01896178E-02,-4.650917573E-02,-4.652160211E-02
25.56,4.012170317E-02,4.013626025E-02,-4.653730608E-02,-4.65494803E-02
25.57,4.004599088E-02,4.006065098E-02,-4.658766476E-02,-4.659971914E-02
25.58,3.99407355E-02,3.995530722E-02,-4.666767886E-02,-4.667980478E-02
25.59,3.981519919E-02,3.982952827E-02,-4.676808999E-02,-4.67804417E-02
25.6,3.968432895E-02,3.969836759E-02,-4.687395479E-02,-4.688658007E-02
25.61,3.955465061E-02,3.956844476E-02,-4.697875057E-02,-4.699160343E-02
25.62,3.944354915E-02,3.945715701E-02,-4.70650951E-02,-4.707811724E-02
25.63,3.937156196E-02,3.938516468E-02,-4.711245333E-02,-4.712546354E-02
25.64,3.934610802E-02,3.9359965E-02,-4.711340799E-02,-4.712614683E-02
25.65,3.936956821E-02,3.938390365E-02,-4.706557945E-02,-4.707782272E-02
25.66,3.942334977E-02,3.943834965E-02,-4.698756157E-02,-4.699912335E-02
25.67,3.947584034E-02,3.949150657E-02,-4.691096793E-02,-4.692184648E-02
25.68,3.951260553E-02,3.952876343E-02,-4.68502349E-02,-4.686060515E-02
25.69,3.952266518E-02,3.953914367E-02,-4.681634544E-02,-4.682637874E-02
25.7,3.949828219E-02,3.951487701E-02,-4.681703987E-02,-4.682694081E-02
25.71,3.943998641E-02,3.94564912E-02,-4.685179206E-02,-4.68617673E-02
25.72,3.935422032E-02,3.937049008E-02,-4.691416347E-02,-4.692435828E-02
25.73,3.925787256E-02,3.927382782E-02,-4.698726921E-02,-4.699776329E-02
25.74,3.917211541E-02,3.918780857E-02,-4.704994031E-02,-4.706068142E-02
25.75,3.91182836E-02,3.913387518E-02,-4.708084454E-02,-4.709167227E-02
25.76,3.911027251E-02,3.912600627E-02,-4.706608823E-02,-4.707675893E-02
25.77,3.914236922E-02,3.915849347E-02,-4.701138541E-02,-4.702165091E-02
25.78,3.921268779E-02,3.922934728E-02,-4.691862288E-02,-4.692833861E-02
25.79,3.933890146E-02,3.935625055E-02,-4.677012825E-02,-4.677914008E-02
25.8,3.951518812E-02,3.953348248E-02,-4.657172373E-02,-4.65797763E-02
25.81,3.971448933E-02,3.973383588E-02,-4.635046706E-02,-4.635745381E-02
25.82,3.992717018E-02,3.994749339E-02,-4.611599246E-02,-4.612198939E-02
25.83,4.01531392E-02,4.017439362E-02,-4.586839071E-02,-4.587344387E-02
25.84,4.038201317E-02,4.040415907E-02,-4.56180435E-02,-4.56221933E-02
25.85,4.059748543E-02,4.062040129E-02,-4.538125495E-02,-4.538462369E-02
25.86,4.078413964E-02,4.08076232E-02,-4.517343839E-02,-4.517622929E-02
25.87,4.093176424E-02,4.095556502E-02,-4.500480271E-02,-4.50072674E-02
25.88,4.104365252E-02,4.106751888E-02,-4.487205339E-02,-4.487444485E-02
25.89,4.113947226E-02,4.116324857E-02,-4.4755523E-02,-4.475799836E-02
25.9,4.124640775E-02,4.127010273E-02,-4.462802564E-02,-4.463057768E-02
25.91,4.136125735E-02,4.138499936E-02,-4.449275117E-02,-4.449525286E-02
25.92,4.145190957E-02,4.147568408E-02,-4.438178063E-02,-4.438424781E-02
25.93,4.150655113E-02,4.153012385E-02,-4.430687207E-02,-4.430954084E-02
25.94,4.153256741E-02,4.155574965E-02,-4.426050968E-02,-4.426356993E-02
25.95,4.15236479E-02,4.154633004E-02,-4.424887082E-02,-4.4252439E-02
25.96,4.146502402E-02,4.148702097E-02,-4.428678865E-02,-4.42910685E-02
25.97,4.136121201E-02,4.138228734E-02,-4.436994254E-02,-4.437518879E-02
25.98,4.123551211E-02,4.125555412E-02,-4.447576244E-02,-4.448214461E-02
25.99,4.110521425E-02,4.11242863E-02,-4.458727807E-02,-4.459474019E-02
26,4.096674627E-02,4.098495213E-02,-4.470732324E-02,-4.471567949E-02
26.01,4.081279241E-02,4.083014995E-02,-4.484299128E-02,-4.485219649E-02
26.02,4.065246019E-02,4.066895783E-02,-4.498529932E-02,-4.499536495E-02
26.03,4.050196847E-02,4.051769442E-02,-4.511800813E-02,-4.512883832E-02
26.04,4.036587117E-02,4.038098651E-02,-4.523658651E-02,-4.52480183E-02
26.05,4.022491187E-02,4.023952555E-02,-4.5360278E-02,-4.537219831E-02
26.06,4.005306021E-02,4.006710507E-02,-4.5515121E-02,-4.552759523E-02
26.07,3.985228906E-02,3.986558728E-02,-4.569914501E-02,-4.571234854E-02
26.08,3.965404956E-02,3.966656252E-02,-4.588090645E-02,-4.589487616E-02
26.09,3.947727397E-02,3.948918542E-02,-4.604147041E-02,-4.605602013E-02
26.1,3.93176632E-02,3.932917285E-02,-4.618513222E-02,-4.620006028E-02
26.11,3.918088487E-02,3.919210277E-02,-4.630621959E-02,-4.63214141E-02
26.12,3.905674145E-02,3.906781325E-02,-4.641492787E-02,-4.643024191E-02
