Time,Damp2000_UX,Damp2010_UX,Damp3000_UX,Damp3010_UX
8.85,4.78980683E-02,4.792492408E-02,-4.463713931E-02,-4.464202495E-02
8.86,4.809483993E-02,4.812236195E-02,-4.431943088E-02,-4.43235732E-02
8.87,4.829372311E-02,4.832178183E-02,-4.399826083E-02,-4.400178765E-02
8.88,4.849685253E-02,4.852548113E-02,-4.367150883E-02,-4.367438527E-02
8.89,4.869076235E-02,4.871993138E-02,-4.33526551E-02,-4.335490897E-02
8.9,4.887099744E-02,4.890057887E-02,-4.304617037E-02,-4.304792815E-02
8.91,4.902425453E-02,4.905414059E-02,-4.276537508E-02,-4.276674316E-02
8.92,4.913391521E-02,4.916389739E-02,-4.252690665E-02,-4.252809223E-02
8.93,4.919972722E-02,4.922954819E-02,-4.233103955E-02,-4.23322988E-02
8.94,4.923843431E-02,4.926792479E-02,-4.216105524E-02,-4.216255628E-02
8.95,4.927530277E-02,4.930444278E-02,-4.199171328E-02,-4.199347482E-02
8.96,4.931710957E-02,4.934600842E-02,-4.181626106E-02,-4.181817235E-02
8.97,4.93410137E-02,4.936972073E-02,-4.165756275E-02,-4.165957299E-02
8.98,4.934277281E-02,4.93711577E-02,-4.151988636E-02,-4.152212455E-02
8.99,4.93422425E-02,4.937024641E-02,-4.138340547E-02,-4.138592922E-02
9,4.935184046E-02,4.937956444E-02,-4.123573091E-02,-4.123843785E-02
9.01,4.935786944E-02,4.93854008E-02,-4.109058612E-02,-4.109338757E-02
9.02,4.932776553E-02,4.935503541E-02,-4.098056256E-02,-4.098352611E-02
9.03,4.924686867E-02,4.927361583E-02,-4.092035431E-02,-4.09237402E-02
9.04,4.911516182E-02,4.914114625E-02,-4.091001965E-02,-4.091406697E-02
9.05,4.892040502E-02,4.894543006E-02,-4.096184241E-02,-4.096674656E-02
9.06,4.864989216E-02,4.867367899E-02,-4.108857368E-02,-4.109461179E-02
9.07,4.83229828E-02,4.834525895E-02,-4.127089979E-02,-4.127834224E-02
9.08,4.798185655E-02,4.800258526E-02,-4.146668316E-02,-4.147556406E-02
9.09,4.764906555E-02,4.766846043E-02,-4.165340651E-02,-4.166350913E-02
9.1,4.732583861E-02,4.734412212E-02,-4.182987252E-02,-4.184097132E-02
9.11,4.702750991E-02,4.704485219E-02,-4.198077968E-02,-4.199270169E-02
9.12,4.677024086E-02,4.678691374E-02,-4.20900002E-02,-4.210247103E-02
9.13,4.657125335E-02,4.658758117E-02,-4.214034538E-02,-4.215303833E-02
9.14,4.645254571E-02,4.646890564E-02,-4.210984988E-02,-4.212238568E-02
9.15,4.639410005E-02,4.64109218E-02,-4.201856413E-02,-4.203051121E-02
9.16,4.636724366E-02,4.638468146E-02,-4.189519389E-02,-4.19063965E-02
9.17,4.637187642E-02,4.638994092E-02,-4.17398746E-02,-4.175032095E-02
9.18,4.640065265E-02,4.641943633E-02,-4.155998848E-02,-4.156958521E-02
9.19,4.643309523E-02,4.645259071E-02,-4.137604945E-02,-4.138480326E-02
9.2,4.644546269E-02,4.646553394E-02,-4.121183732E-02,-4.121988387E-02
9.21,4.643260689E-02,4.645303278E-02,-4.107254139E-02,-4.108010163E-02
9.22,4.641411131E-02,4.64347402E-02,-4.09386216E-02,-4.094584715E-02
9.23,4.639109001E-02,4.641193623E-02,-4.080900723E-02,-4.081588378E-02
9.24,4.6351061E-02,4.637207117E-02,-4.069622306E-02,-4.070280398E-02
9.25,4.629948159E-02,4.632053382E-02,-4.059485608E-02,-4.060126344E-02
9.26,4.624355091E-02,4.626462312E-02,-4.049775269E-02,-4.050400875E-02
9.27,4.618023786E-02,4.620132776E-02,-4.040798882E-02,-4.041409607E-02
9.28,4.609958051E-02,4.612063516E-02,-4.033557151E-02,-4.034158314E-02
9.29,4.600275256E-02,4.602367335E-02,-4.027937374E-02,-4.028538867E-02
9.3,4.591428974E-02,4.593504424E-02,-4.021490749E-02,-4.022095852E-02
9.31,4.583488436E-02,4.585560355E-02,-4.014152621E-02,-4.014748261E-02
9.32,4.57455449E-02,4.57662577E-02,-4.007826512E-02,-4.008409823E-02
9.33,4.564947173E-02,4.567007755E-02,-4.002196964E-02,-4.002778048E-02
9.34,4.554265256E-02,4.556314255E-02,-3.997669957E-02,-3.998249752E-02
9.35,4.541347219E-02,4.543377329E-02,-3.995411745E-02,-3.995997612E-02
9.36,4.526551846E-02,4.528550053E-02,-3.995068475E-02,-3.995673483E-02
9.37,4.509560803E-02,4.5115216E-02,-3.996963516E-02,-3.997593224E-02
9.38,4.490842192E-02,4.492756758E-02,-4.00063377E-02,-4.001297037E-02
9.39,4.472850772E-02,4.474717932E-02,-4.003629462E-02,-4.004327489E-02
9.4,4.454923566E-02,4.456756966E-02,-4.006618262E-02,-4.007337413E-02
9.41,4.434796074E-02,4.436593332E-02,-4.01186918E-02,-4.012611842E-02
9.42,4.413921737E-02,4.415669428E-02,-4.017933575E-02,-4.018713196E-02
9.43,4.394739828E-02,4.396445356E-02,-4.022376996E-02,-4.02318619E-02
9.44,4.377933459E-02,4.379614676E-02,-4.02452073E-02,-4.025341647E-02
9.45,4.36390062E-02,4.365571755E-02,-4.023970938E-02,-4.024789356E-02
9.46,4.35330923E-02,4.354985734E-02,-4.020063792E-02,-4.020864287E-02
9.47,4.345294981E-02,4.346992661E-02,-4.013667565E-02,-4.01443437E-02
9.48,4.337462059E-02,4.33918487E-02,-4.007181989E-02,-4.007911216E-02
9.49,4.328670161E-02,4.330406893E-02,-4.001751484E-02,-4.002454436E-02
9.5,4.317999182E-02,4.319738094E-02,-3.998300516E-02,-3.998989053E-02
9.51,4.304516975E-02,4.306243206E-02,-3.997765732E-02,-3.998454836E-02
9.52,4.291119379E-02,4.29281855E-02,-3.997255927E-02,-3.997960098E-02
9.53,4.281696777E-02,4.283382869E-02,-3.992885137E-02,-3.9935905E-02
9.54,4.276883805E-02,4.278587507E-02,-3.984022469E-02,-3.984698419E-02
9.55,4.277315535E-02,4.279058267E-02,-3.970036142E-02,-3.970661349E-02
9.56,4.283438563E-02,4.285244138E-02,-3.95048263E-02,-3.951033407E-02
9.57,4.292691653E-02,4.294579872E-02,-3.927925821E-02,-3.928382527E-02
9.58,4.301362983E-02,4.303328283E-02,-3.906079947E-02,-3.906448355E-02
9.59,4.307291526E-02,4.309310116E-02,-3.887108749E-02,-3.887412933E-02
9.6,4.310614468E-02,4.312660562E-02,-3.870878345E-02,-3.871144437E-02
9.61,4.31216399E-02,4.314221565E-02,-3.856560267E-02,-3.856804667E-02
9.62,4.312478012E-02,4.314538328E-02,-3.843620317E-02,-3.843852145E-02
9.63,4.311878198E-02,4.313935041E-02,-3.831740433E-02,-3.831966276E-02
9.64,4.309292919E-02,4.311340777E-02,-3.821995761E-02,-3.822221503E-02
9.65,4.303088014E-02,4.305111922E-02,-3.81602442E-02,-3.816265409E-02
9.66,4.29378661E-02,4.295765751E-02,-3.813308598E-02,-3.81358605E-02
9.67,4.282983285E-02,4.284908754E-02,-3.812259767E-02,-3.812582933E-02
9.68,4.27184723E-02,4.273720934E-02,-3.811713833E-02,-3.812081021E-02
9.69,4.260956806E-02,4.262784041E-02,-3.811096333E-02,-3.811502358E-02
9.7,4.249813414E-02,4.251599806E-02,-3.810909178E-02,-3.811348488E-02
9.71,4.237140863E-02,4.238884723E-02,-3.812431854E-02,-3.812906209E-02
9.72,4.221523282E-02,4.223214554E-02,-3.817084087E-02,-3.817603626E-02
9.73,4.202865825E-02,4.204489316E-02,-3.82496519E-02,-3.825545178E-02
9.74,4.18309382E-02,4.184640952E-02,-3.834154226E-02,-3.834803251E-02
9.75,4.16445127E-02,4.165929814E-02,-3.842410468E-02,-3.843120684E-02
9.76,4.148402795E-02,4.149830626E-02,-3.848271303E-02,-3.849024708E-02
9.77,4.136476509E-02,4.137875221E-02,-3.850210003E-02,-3.850984892E-02
9.78,4.131136086E-02,4.132534376E-02,-3.845763926E-02,-3.846531536E-02
9.79,4.134131418E-02,4.135569119E-02,-3.833183538E-02,-3.833904014E-02
9.8,4.14374384E-02,4.14525969E-02,-3.814186887E-02,-3.814821531E-02
9.81,4.156312289E-02,4.157921035E-02,-3.792433602E-02,-3.7929678E-02
9.82,4.169300758E-02,4.170993811E-02,-3.770457822E-02,-3.77090043E-02
9.83,4.181822222E-02,4.183584434E-02,-3.749144123E-02,-3.749510695E-02
9.84,4.193125292E-02,4.19494237E-02,-3.72923978E-02,-3.729545146E-02
9.85,4.202081272E-02,4.203936652E-02,-3.711864948E-02,-3.712126319E-02
9.86,4.20902083E-02,4.210894652E-02,-3.696631125E-02,-3.696868935E-02
9.87,4.215336756E-02,4.217218441E-02,-3.68212251E-02,-3.682351017E-02
9.88,4.220306056E-02,4.222193549E-02,-3.669130854E-02,-3.669357979E-02
9.89,4.221770143E-02,4.223650344E-02,-3.65984671E-02,-3.660087657E-02
9.9,4.219003615E-02,4.220851939E-02,-3.654998486E-02,-3.655278233E-02
9.91,4.213070266E-02,4.21486727E-02,-3.65353136E-02,-3.653869866E-02
9.92,4.206948655E-02,4.208688576E-02,-3.652469162E-02,-3.652872175E-02
9.93,4.202657001E-02,4.204353777E-02,-3.649798542E-02,-3.650252226E-02
9.94,4.1987922E-02,4.20046261E-02,-3.646924987E-02,-3.647412478E-02
9.95,4.193028154E-02,4.194669406E-02,-3.646176562E-02,-3.64670055E-02
9.96,4.184408777E-02,4.186006609E-02,-3.648511967E-02,-3.649086609E-02
9.97,4.173566812E-02,4.175108599E-02,-3.653303197E-02,-3.653941009E-02
9.98,4.162362292E-02,4.163845046E-02,-3.658697873E-02,-3.659401649E-02
9.99,4.152258634E-02,4.153692023E-02,-3.663246364E-02,-3.664006103E-02
10,4.141484386E-02,4.142879875E-02,-3.668744666E-02,-3.669548455E-02
10.01,4.127743727E-02,4.129093575E-02,-3.677503196E-02,-3.678357112E-02
10.02,4.112714721E-02,4.114003526E-02,-3.687835127E-02,-3.688751587E-02
10.03,4.098562393E-02,4.099796644E-02,-3.697563912E-02,-3.698533821E-02
10.04,4.085557347E-02,4.086751844E-02,-3.706408193E-02,-3.707414684E-02
10.05,4.073685512E-02,4.074849264E-02,-3.714373412E-02,-3.715405938E-02
10.06,4.062990893E-02,4.064132695E-02,-3.721410754E-02,-3.722459483E-02
10.07,4.054217956E-02,4.055346124E-02,-3.72677121E-02,-3.72782699E-02
10.08,4.048009789E-02,4.049137391E-02,-3.729807581E-02,-3.730856701E-02
10.09,4.044671912E-02,4.045813411E-02,-3.730210005E-02,-3.731237494E-02
10.1,4.042629233E-02,4.043795762E-02,-3.729549345E-02,-3.730543721E-02
10.11,4.037032057E-02,4.038217795E-02,-3.732671704E-02,-3.733638592E-02
10.12,4.024929549E-02,4.02609759E-02,-3.742526683E-02,-3.743502976E-02
10.13,4.006962692E-02,4.008074927E-02,-3.758474571E-02,-3.759498449E-02
10.14,3.984388851E-02,3.985424637E-02,-3.779258819E-02,-3.780350913E-02
10.15,3.959739615E-02,3.960688459E-02,-3.802346553E-02,-3.803517222E-02
10.16,3.935295332E-02,3.936164761E-02,-3.825454792E-02,-3.826696367E-02
10.17,3.912067433E-02,3.912873849E-02,-3.847568822E-02,-3.848864825E-02
10.18,3.891146841E-02,3.89190597E-02,-3.867594446E-02,-3.868929178E-02
10.19,3.872849037E-02,3.873580875E-02,-3.88521309E-02,-3.886566691E-02
10.2,3.855647552E-02,3.856366606E-02,-3.901948212E-02,-3.903306402E-02
10.21,3.836689621E-02,3.837394831E-02,-3.920649817E-02,-3.92201397E-02
10.22,3.814866046E-02,3.815540676E-02,-3.94242472E-02,-3.943811959E-02
10.23,3.790198219E-02,3.790827339E-02,-3.967249369E-02,-3.96867506E-02
10.24,3.762767438E-02,3.763340934E-02,-3.995040265E-02,-3.996514985E-02
10.25,3.733546141E-02,3.734055329E-02,-4.024822689E-02,-4.026355608E-02
10.26,3.704178324E-02,3.704624673E-02,-4.054950281E-02,-4.056540439E-02
10.27,3.677302704E-02,3.677697868E-02,-4.082781838E-02,-4.084418109E-02
10.28,3.6558641E-02,3.656235064E-02,-4.105369922E-02,-4.107025874E-02
10.29,3.642977686E-02,3.643364495E-02,-4.119596626E-02,-4.121232782E-02
10.3,3.639631661E-02,3.640083763E-02,-4.124470906E-02,-4.126038416E-02
10.31,3.642790089E-02,3.643347425E-02,-4.123025811E-02,-4.12448535E-02
10.32,3.648341118E-02,3.649011897E-02,-4.119370379E-02,-4.120714381E-02
10.33,3.654930203E-02,3.65570268E-02,-4.114856521E-02,-4.11609739E-02
10.34,3.664181183E-02,3.665048434E-02,-4.10785787E-02,-4.109003196E-02
10.35,3.675321113E-02,3.676290042E-02,-4.099144798E-02,-4.100188336E-02
10.36,3.684269602E-02,3.685332389E-02,-4.092795079E-02,-4.093745297E-02
10.37,3.69057661E-02,3.691701352E-02,-4.089256267E-02,-4.09014571E-02
10.38,3.697309064E-02,3.698479975E-02,-4.085459066E-02,-4.086304146E-02
10.39,3.705536173E-02,3.70676094E-02,-4.08033178E-02,-4.081125406E-02
10.4,3.714961341E-02,3.716244147E-02,-4.07416836E-02,-4.074906917E-02
10.41,3.72599072E-02,3.727332401E-02,-4.066559975E-02,-4.067243172E-02
10.42,3.739000505E-02,3.740406132E-02,-4.057127715E-02,-4.057751003E-02
10.43,3.753688595E-02,3.755162971E-02,-4.046170891E-02,-4.046729964E-02
10.44,3.767711635E-02,3.769253551E-02,-4.036030023E-02,-4.036526563E-02
10.45,3.776951674E-02,3.778540915E-02,-4.030820283E-02,-4.031274955E-02
10.46,3.779528172E-02,3.781123392E-02,-4.032419638E-02,-4.032874219E-02
10.47,3.776554441E-02,3.7781186E-02,-4.039712402E-02,-4.040204332E-02
10.48,3.770076494E-02,3.771590441E-02,-4.050650166E-02,-4.051198946E-02
10.49,3.762392268E-02,3.763850807E-02,-4.062932405E-02,-4.063543531E-02
10.5,3.754104336E-02,3.755513653E-02,-4.075953758E-02,-4.076621302E-02
10.51,3.744830863E-02,3.746193817E-02,-4.090093151E-02,-4.090814474E-02
10.52,3.736576061E-02,3.737893004E-02,-4.103343427E-02,-4.104118373E-02
10.53,3.7303422E-02,3.731629172E-02,-4.1146993E-02,-4.115511993E-02
10.54,3.722741641E-02,3.724009616E-02,-4.127545284E-02,-4.128384893E-02
10.55,3.711445712E-02,3.712676293E-02,-4.144206974E-02,-4.14509202E-02
10.56,3.697611872E-02,3.698784766E-02,-4.163523934E-02,-4.164474814E-02
10.57,3.68221904E-02,3.683330594E-02,-4.184514233E-02,-4.185534681E-02
10.58,3.66735061E-02,3.668401664E-02,-4.205091367E-02,-4.2061806E-02
10.59,3.657045801E-02,3.658053368E-02,-4.221212945E-02,-4.222353985E-02
10.6,3.653765989E-02,3.654769811E-02,-4.230414325E-02,-4.231567448E-02
10.61,3.656359487E-02,3.65739833E-02,-4.233843858E-02,-4.234970305E-02
10.62,3.660800214E-02,3.661891174E-02,-4.235524304E-02,-4.236606981E-02
10.63,3.663679159E-02,3.664810889E-02,-4.238861444E-02,-4.239911693E-02
10.64,3.66282381E-02,3.663972085E-02,-4.246024641E-02,-4.247066681E-02
10.65,3.655725452E-02,3.656860569E-02,-4.259519531E-02,-4.260583043E-02
10.66,3.642748846E-02,3.643833013E-02,-4.278978304E-02,-4.280101053E-02
10.67,3.62786612E-02,3.628879667E-02,-4.3004258E-02,-4.301627414E-02
10.68,3.614850209E-02,3.61580507E-02,-4.320085997E-02,-4.321354488E-02
10.69,3.606168737E-02,3.607091608E-02,-4.335488127E-02,-4.336796737E-02
10.7,3.602000903E-02,3.602923031E-02,-4.346449842E-02,-4.347767259E-02
10.71,3.601024521E-02,3.60196769E-02,-4.354290205E-02,-4.355594575E-02
10.72,3.603172248E-02,3.604146417E-02,-4.359073477E-02,-4.360354777E-02
10.73,3.609278937E-02,3.610297861E-02,-4.359961771E-02,-4.361206179E-02
10.74,3.618863764E-02,3.619944247E-02,-4.357432906E-02,-4.358623548E-02
10.75,3.629865536E-02,3.631015062E-02,-4.353545104E-02,-4.35467443E-02
10.76,3.639461816E-02,3.640672194E-02,-4.351117886E-02,-4.352194021E-02
10.77,3.645035687E-02,3.646284112E-02,-4.352765308E-02,-4.353810991E-02
10.78,3.646283083E-02,3.647538939E-02,-4.358788623E-02,-4.359834402E-02
10.79,3.644201043E-02,3.64544297E-02,-4.368188015E-02,-4.369255182E-02
10.8,3.63844646E-02,3.639662236E-02,-4.381303839E-02,-4.382404546E-02
10.81,3.628311267E-02,3.629483658E-02,-4.398841438E-02,-4.399992852E-02
10.82,3.615151044E-02,3.616263103E-02,-4.419442544E-02,-4.420661543E-02
10.83,3.600628004E-02,3.601677063E-02,-4.441442286E-02,-4.442731471E-02
10.84,3.585317908E-02,3.586309061E-02,-4.464262283E-02,-4.465616494E-02
10.85,3.571271847E-02,3.572210697E-02,-4.485848867E-02,-4.487262436E-02
10.86,3.560936698E-02,3.56184368E-02,-4.50375263E-02,-4.505205062E-02
10.87,3.554653931E-02,3.555557971E-02,-4.51762963E-02,-4.519091939E-02
10.88,3.55287956E-02,3.553802189E-02,-4.527021434E-02,-4.528472032E-02
10.89,3.556674182E-02,3.557638904E-02,-4.530865087E-02,-4.532280413E-02
10.9,3.565004558E-02,3.566037133E-02,-4.530191529E-02,-4.531545767E-02
10.91,3.575929203E-02,3.577040392E-02,-4.526940004E-02,-4.528222338E-02
10.92,3.588455401E-02,3.589644437E-02,-4.522101041E-02,-4.523312179E-02
10.93,3.600850005E-02,3.602113531E-02,-4.517405642E-02,-4.518548886E-02
10.94,3.611679142E-02,3.613003245E-02,-4.514285584E-02,-4.515374789E-02
10.95,3.621652604E-02,3.62302106E-02,-4.512029012E-02,-4.513080341E-02
10.96,3.632765362E-02,3.634175088E-02,-4.508638939E-02,-4.509655415E-02
10.97,3.648342031E-02,3.649804527E-02,-4.500788796E-02,-4.501758859E-02
10.98,3.669360586E-02,3.670904165E-02,-4.487498734E-02,-4.488394011E-02
10.99,3.692090209E-02,3.69373426E-02,-4.472497788E-02,-4.473298829E-02
11,3.713331944E-02,3.715062766E-02,-4.458983176E-02,-4.459703614E-02
11.01,3.73268843E-02,3.734483736E-02,-4.447350531E-02,-4.448012583E-02
11.02,3.749714824E-02,3.751559491E-02,-4.43804299E-02,-4.438661705E-02
11.03,3.763791272E-02,3.765667986E-02,-4.431678741E-02,-4.432271356E-02
11.04,3.774321128E-02,3.776211277E-02,-4.428852786E-02,-4.429437835E-02
11.05,3.780361069E-02,3.782245032E-02,-4.430506824E-02,-4.431103849E-02
11.06,3.783264753E-02,3.785121181E-02,-4.435285591E-02,-4.435915863E-02
11.07,3.784544215E-02,3.786367194E-02,-4.441675481E-02,-4.442344836E-02
11.08,3.782676546E-02,3.784465237E-02,-4.451197908E-02,-4.451907111E-02
11.09,3.777817988E-02,3.779556589E-02,-4.463695171E-02,-4.464459952E-02
11.1,3.772676743E-02,3.774360309E-02,-4.476457629E-02,-4.477282862E-02
11.11,3.768211095E-02,3.76985325E-02,-4.488525648E-02,-4.489397639E-02
11.12,3.76463186E-02,3.766242493E-02,-4.499687162E-02,-4.500595956E-02
11.13,3.761320414E-02,3.762907411E-02,-4.510559598E-02,-4.511497243E-02
11.14,3.755473178E-02,3.757036143E-02,-4.523945381E-02,-4.524912204E-02
11.15,3.746222875E-02,3.747742556E-02,-4.540710633E-02,-4.541725814E-02
11.16,3.735221272E-02,3.736684678E-02,-4.559202422E-02,-4.560278881E-02
11.17,3.723828273E-02,3.725238143E-02,-4.578059745E-02,-4.579194671E-02
11.18,3.71337817E-02,3.714741672E-02,-4.5959473E-02,-4.597133462E-02
11.19,3.70582838E-02,3.707160318E-02,-4.610906742E-02,-4.61212927E-02
11.2,3.702416944E-02,3.703741223E-02,-4.621699188E-02,-4.622934113E-02
11.21,3.701894178E-02,3.703233678E-02,-4.629573574E-02,-4.630797951E-02
11.22,3.701812096E-02,3.703173214E-02,-4.636977184E-02,-4.638184542E-02
11.23,3.700719892E-02,3.702094327E-02,-4.645360107E-02,-4.646558673E-02
11.24,3.699251139E-02,3.70062951E-02,-4.654088053E-02,-4.655287124E-02
11.25,3.69855053E-02,3.69993311E-02,-4.662015638E-02,-4.66321486E-02
11.26,3.698694958E-02,3.700088172E-02,-4.669065353E-02,-4.67025822E-02
11.27,3.700063523E-02,3.701470803E-02,-4.674857537E-02,-4.676040535E-02
11.28,3.703863024E-02,3.705291995E-02,-4.678184875E-02,-4.679350294E-02
11.29,3.711997219E-02,3.713463824E-02,-4.677143158E-02,-4.678274971E-02
11.3,3.724279188E-02,3.725806557E-02,-4.671918957E-02,-4.672993947E-02
11.31,3.737550596E-02,3.739150305E-02,-4.665670331E-02,-4.666676832E-02
11.32,3.749027501E-02,3.750686243E-02,-4.661180932E-02,-4.662132152E-02
11.33,3.758566481E-02,3.760263606E-02,-4.65859383E-02,-4.659510311E-02
11.34,3.766868615E-02,3.768592096E-02,-4.65720757E-02,-4.658101232E-02
11.35,3.772713463E-02,3.774455924E-02,-4.65824226E-02,-4.659120373E-02
11.36,3.776154336E-02,3.777899171E-02,-4.661644265E-02,-4.662523332E-02
11.37,3.778983135E-02,3.78072157E-02,-4.665621352E-02,-4.666510043E-02
11.38,3.781294686E-02,3.78303108E-02,-4.670078432E-02,-4.67097229E-02
11.39,3.781101042E-02,3.782831309E-02,-4.677003255E-02,-4.677906272E-02
11.4,3.777114185E-02,3.7788211E-02,-4.687683616E-02,-4.688612924E-02
11.41,3.770540433E-02,3.772206381E-02,-4.700912922E-02,-4.701886044E-02
11.42,3.76359304E-02,3.765215933E-02,-4.714477678E-02,-4.715496618E-02
11.43,3.758906282E-02,3.760497627E-02,-4.725743482E-02,-4.726796656E-02
11.44,3.756773595E-02,3.758355367E-02,-4.734416906E-02,-4.73548227E-02
11.45,3.754797016E-02,3.756381693E-02,-4.742896008E-02,-4.743961015E-02
11.46,3.752766419E-02,3.754347713E-02,-4.751390981E-02,-4.752461848E-02
11.47,3.750482411E-02,3.752060592E-02,-4.760101259E-02,-4.761177636E-02
11.48,3.745940779E-02,3.747512211E-02,-4.771031115E-02,-4.772116567E-02
11.49,3.740435163E-02,3.741984331E-02,-4.78288695E-02,-4.783996918E-02
11.5,3.736495048E-02,3.738026273E-02,-4.79313932E-02,-4.794269411E-02
11.51,3.734106876E-02,3.735636435E-02,-4.801801947E-02,-4.80293582E-02
11.52,3.731965265E-02,3.73349839E-02,-4.810180454E-02,-4.811312815E-02
11.53,3.730518629E-02,3.732053859E-02,-4.817826645E-02,-4.818958892E-02
11.54,3.732274522E-02,3.733819089E-02,-4.822233195E-02,-4.823358029E-02
11.55,3.738096842E-02,3.739673679E-02,-4.822536535E-02,-4.823630962E-02
11.56,3.748606682E-02,3.75023543E-02,-4.818116013E-02,-4.819160328E-02
11.57,3.763521612E-02,3.765221842E-02,-4.809254559E-02,-4.810229125E-02
11.58,3.781476529E-02,3.783262076E-02,-4.797317829E-02,-4.798208734E-02
11.59,3.803633695E-02,3.805508545E-02,-4.78114412E-02,-4.781947294E-02
11.6,3.829820107E-02,3.831800884E-02,-4.760907043E-02,-4.761605771E-02
11.61,3.856294689E-02,3.858386939E-02,-4.740348382E-02,-4.740937017E-02
11.62,3.880497939E-02,3.88267952E-02,-4.722028277E-02,-4.722528848E-02
11.63,3.90256549E-02,3.904811635E-02,-4.705811549E-02,-4.706248695E-02
11.64,3.921948139E-02,3.924242876E-02,-4.692247776E-02,-4.692637336E-02
11.65,3.937946782E-02,3.940270513E-02,-4.682036403E-02,-4.682397849E-02
11.66,3.952858848E-02,3.955193614E-02,-4.672880251E-02,-4.673231411E-02
11.67,3.96944174E-02,3.971792279E-02,-4.662022212E-02,-4.662358232E-02
11.68,3.987614094E-02,3.989995698E-02,-4.649544198E-02,-4.649849682E-02
11.69,4.00536898E-02,4.007784954E-02,-4.637453847E-02,-4.637725388E-02
11.7,4.021090457E-02,4.023529886E-02,-4.627367709E-02,-4.627616106E-02
11.71,4.032659829E-02,4.035104937E-02,-4.621404886E-02,-4.621647794E-02
11.72,4.037762653E-02,4.040184872E-02,-4.621879964E-02,-4.622145823E-02
11.73,4.037856811E-02,4.040221772E-02,-4.627334814E-02,-4.627657871E-02
11.74,4.036435539E-02,4.038732537E-02,-4.634275821E-02,-4.634666686E-02
11.75,4.036816619E-02,4.039058201E-02,-4.639385189E-02,-4.639831268E-02
11.76,4.041549745E-02,4.043761516E-02,-4.640113706E-02,-4.640589376E-02
11.77,4.049913078E-02,4.052126559E-02,-4.637184083E-02,-4.637657824E-02
11.78,4.059281086E-02,4.061509201E-02,-4.63322289E-02,-4.633681761E-02
11.79,4.066279318E-02,4.068514915E-02,-4.631605391E-02,-4.632056505E-02
11.8,4.068458136E-02,4.070677151E-02,-4.634781599E-02,-4.635248954E-02
11.81,4.065897881E-02,4.068070403E-02,-4.642671032E-02,-4.643184467E-02
11.82,4.058392886E-02,4.060499568E-02,-4.655478954E-02,-4.656057765E-02
11.83,4.046179842E-02,4.048200988E-02,-4.672968258E-02,-4.673632128E-02
11.84,4.032443498E-02,4.034367294E-02,-4.691953799E-02,-4.692714567E-02
11.85,4.020890913E-02,4.022732041E-02,-4.708728479E-02,-4.709571533E-02
11.86,4.011832795E-02,4.013619623E-02,-4.722982163E-02,-4.723879246E-02
11.87,4.003569883E-02,4.005318323E-02,-4.736414934E-02,-4.737350243E-02
11.88,3.995589953E-02,3.997302117E-02,-4.749539659E-02,-4.750511172E-02
11.89,3.98828834E-02,3.989968251E-02,-4.761961497E-02,-4.762965268E-02
11.9,3.982348064E-02,3.984003077E-02,-4.772997964E-02,-4.774026717E-02
11.91,3.978565905E-02,3.980206905E-02,-4.781852911E-02,-4.782895839E-02
11.92,3.977969885E-02,3.979611636E-02,-4.787499047E-02,-4.788541458E-02
11.93,3.981120769E-02,3.982781725E-02,-4.789376464E-02,-4.790399968E-02
11.94,3.98604123E-02,3.987737124E-02,-4.789463454E-02,-4.790452371E-02
11.95,3.988567282E-02,3.990292993E-02,-4.791924878E-02,-4.792884359E-02
11.96,3.98521225E-02,3.986937587E-02,-4.800247832E-02,-4.801208071E-02
11.97,3.974537351E-02,3.976222109E-02,-4.815870923E-02,-4.816872111E-02
11.98,3.957296676E-02,3.95890508E-02,-4.838039521E-02,-4.839117436E-02
11.99,3.936147466E-02,3.93765873E-02,-4.864095866E-02,-4.865271335E-02
12,3.913053258E-02,3.914466523E-02,-4.892076242E-02,-4.893350212E-02
12.01,3.888578155E-02,3.889899039E-02,-4.921416738E-02,-4.922783712E-02
12.02,3.863947279E-02,3.865180592E-02,-4.950892572E-02,-4.952347869E-02
12.03,3.839618819E-02,3.840776477E-02,-4.980045974E-02,-4.981577808E-02
12.04,3.81423674E-02,3.81532708E-02,-5.010233485E-02,-5.011833646E-02
12.05,3.788055698E-02,3.78907578E-02,-5.041200899E-02,-5.042872442E-02
12.06,3.763480941E-02,3.764436691E-02,-5.070543363E-02,-5.072280471E-02
12.07,3.739675918E-02,3.740586337E-02,-5.099097948E-02,-5.100881726E-02
12.08,3.713369228E-02,3.714235101E-02,-5.13013662E-02,-5.13196638E-02
12.09,3.686255379E-02,3.687060298E-02,-5.16196524E-02,-5.163857471E-02
12.1,3.663061123E-02,3.663816649E-02,-5.189857373E-02,-5.19180059E-02
12.11,3.645233484E-02,3.645976956E-02,-5.212366548E-02,-5.214323492E-02
12.12,3.631866521E-02,3.632626307E-02,-5.230399412E-02,-5.232341786E-02
12.13,3.621326616E-02,3.62211838E-02,-5.245590226E-02,-5.247502416E-02
12.14,3.611799048E-02,3.612626948E-02,-5.25975424E-02,-5.26163212E-02
12.15,3.6029669E-02,3.603826041E-02,-5.273208789E-02,-5.275057271E-02
12.16,3.595367729E-02,3.596257583E-02,-5.285416657E-02,-5.287236275E-02
