Time,Damp2000_FX,Damp2010_FX,Damp3000_FX,Damp3010_FX
19.472,-57863.0586,-57645.8906,-58216.5586,-58001.0234
19.482,-54671.3086,-54517.9961,-55037.2617,-54885.293
19.492,-47681.9727,-47677.0703,-48089.8789,-48085.375
19.502,-35403.5508,-35506.707,-35930.9883,-36033.0898
19.512,16776.668,15648.8057,15702.082,14489.8857
19.522,49196.668,48558.6523,48651.2656,48002.4492
19.532,70367.5078,70079.7031,69978.1484,69689.3516
19.542,86250.9609,86099.5625,85996.5391,85846.7031
19.552,98925.7188,98828.5391,98713.2266,98616.4375
19.562,109181.414,109172,109008.242,108999.531
19.572,117833.719,117828.898,117680.742,117676.219
19.582,126096.32,126102.367,125964.5,125970.867
19.592,133561.75,133593.844,133443.719,133476.016
19.602,139776.375,139857.844,139671.922,139753.625
19.612,143893.609,144051.109,143798.156,143955.859
19.622,145976.312,146182.562,145889.531,146096
19.632,146508.906,146757.984,146428.406,146677.703
19.642,144989.906,145320.094,144915.625,145246.062
19.652,140154.109,140604.891,140083.641,140534.719
19.662,131654.188,132205.188,131586.797,132138.141
19.672,120402.086,121008.617,120335.906,120942.828
19.682,107222.609,107868.555,107157.516,107803.906
19.692,92542.0547,93220.2734,92476.4922,93155.2422
19.702,74486.3594,75317.6797,74418.0469,75250.1797
19.712,53944.9453,54712.6016,53867.625,54636.418
19.722,37363.8359,37882.9219,37278.1992,37798.5078
19.732,18954.9258,19929.6602,18835.2637,19815.9219
19.742,-23287.8574,-22779.2637,-23333.8984,-22826.2969
19.752,-31295.0957,-31335.457,-31306.666,-31347.2344
19.762,-24930.5488,-25830.2227,-24919.5859,-25819.9082
19.772,26052.9844,24499.3691,26091.1699,24539.9121
19.782,50040.4961,49125.5078,50076.8477,49162.5586
19.792,69075.4844,68403.9297,69113.7891,68442.6484
19.802,84222.4766,83799.4922,84262.8984,83840.1406
19.812,93997.4531,93782.5078,94041.8594,93827.0625
19.822,99763.7344,99670.1172,99813.0703,99719.5391
19.832,103260.336,103227.789,103315.023,103282.547
19.842,105331.477,105342.867,105391.82,105403.258
19.852,107350.992,107325.633,107416.5,107391.219
19.862,110810.18,110732.656,110879.641,110802.227
19.872,115333.703,115239.109,115405.938,115311.461
19.882,120423.414,120323.805,120497.758,120398.266
19.892,124558.633,124537.219,124635.219,124613.883
19.902,126522.664,126575.195,126602.516,126655.078
19.912,126700.211,126808.078,126784.055,126891.914
19.922,124441.734,124648.508,124531.055,124737.742
19.932,120311.445,120522.18,120407.461,120618.102
19.942,117709.562,117796.914,117811.125,117898.484
19.952,118451.805,118430.992,118555.844,118535.141
19.962,120645.922,120632.289,120750.992,120737.453
19.972,121562.156,121618.656,121668.977,121725.508
19.982,121638.211,121669.062,121747.172,121778.078
19.992,124401.164,124281.578,124509.523,124390.117
20.002,130613.875,130424.211,130718.664,130529.227
20.012,137409.766,137260.438,137510.641,137361.484
20.022,142911.453,142823.641,143009.422,142921.734
20.032,147106.109,147059.312,147201.906,147155.203
20.042,150330.016,150314.125,150424.141,150408.312
20.052,153258.062,153230.594,153350.438,153323.047
20.062,157462.781,157365.188,157552.547,157455.047
20.072,163809.547,163644.344,163895.438,163730.359
20.082,172123.922,171907.609,172205.141,171988.953
20.092,181617.047,181386.641,181693.297,181463.016
20.102,191940.875,191692.891,192012.203,191764.344
20.112,202252.781,202048.703,202319.531,202115.531
20.122,210676.156,210570.703,210739.188,210633.797
20.132,216685.125,216655.156,216745.234,216715.281
20.142,220948.578,220967.344,221006.219,221025
20.152,223798.734,223861.562,223854.234,223917.031
20.162,225581.984,225665.609,225635.5,225719.109
20.172,226837.766,226930.875,226889.344,226982.422
20.182,227219.969,227345.797,227269.703,227395.516
20.192,227415.484,227506.047,227463.312,227553.859
20.202,228820.188,228859.281,228865.797,228904.875
20.212,230734.344,230781.531,230777.578,230824.766
20.222,232110.016,232172.641,232150.969,232213.578
20.232,233599.609,233633.859,233638.203,233672.438
20.242,235487.438,235520.406,235523.594,235556.531
20.252,236698.797,236769.312,236732.609,236803.094
20.262,236839.797,236940.594,236871.406,236972.172
20.272,235244.047,235417.969,235273.641,235447.531
20.282,231611.562,231826.562,231639.328,231854.297
20.292,227253.094,227453.031,227279.031,227478.922
20.302,223198.422,223367.875,223222.406,223391.828
20.312,219794.984,219930.781,219816.891,219952.641
20.322,216597.688,216731.578,216617.453,216751.281
20.332,213448.578,213556.531,213466.125,213574.031
20.342,211736.469,211758.109,211751.609,211773.234
20.352,212466.328,212404.672,212478.938,212417.234
20.362,215099.906,214993.906,215109.938,215003.922
20.372,218911.219,218779.078,218918.766,218786.578
20.382,223347.859,223214.859,223353.031,223219.984
20.392,227506.203,227407.906,227509.156,227410.828
20.402,230467.656,230427.703,230468.547,230428.562
20.412,231623.641,231651.953,231622.578,231650.859
20.422,231028.062,231102.953,231025.094,231099.969
20.432,229440.25,229529.875,229435.422,229525.016
20.442,227244.656,227345.562,227238,227338.859
20.452,225423.359,225471.812,225414.875,225463.281
20.462,225690.172,225647.406,225680,225637.203
20.472,228036.953,227944.188,228025.312,227932.484
20.482,231966.234,231828.172,231953.297,231815.188
20.492,236656.172,236526.125,236642.141,236512.047
20.502,241196.969,241079.672,241181.938,241064.594
20.512,246088.75,245951.562,246072.828,245935.594
20.522,251611.438,251470.875,251594.812,251454.219
20.532,256779.062,256679.375,256761.828,256662.094
20.542,261093.109,261015.438,261075.266,260997.562
20.552,266075.656,265944.562,266057.344,265926.219
20.562,272548.469,272388.625,272529.875,272370
20.572,279190.375,279064.219,279171.594,279045.406
20.582,284501.594,284442.125,284482.688,284423.156
20.592,288322.875,288307.719,288303.75,288288.562
20.602,290665.594,290708.812,290646.281,290689.469
20.612,291391,291479.531,291371.438,291459.969
20.622,290977.625,291092.688,290957.812,291072.875
20.632,289267.344,289427.438,289247.25,289407.344
20.642,286652.406,286808.312,286632.031,286787.938
20.652,284560.188,284670.969,284539.594,284650.375
20.662,283274.188,283362.344,283253.5,283341.688
20.672,282304.938,282377.625,282284.281,282356.938
20.682,282328.25,282343.938,282307.75,282323.438
20.692,283428.125,283427.344,283407.906,283407.094
20.702,284446.438,284462.938,284426.531,284443.062
20.712,285158.562,285175.688,285139.031,285156.156
20.722,286040.188,286042.562,286021.062,286023.438
20.732,287555.281,287528.688,287536.688,287510.062
20.742,289996.25,289938.562,289978.25,289920.562
20.752,293337.938,293254.594,293320.656,293237.281
20.762,297664.938,297552.094,297648.438,297535.562
20.772,302455,302357.406,302439.344,302341.75
20.782,305905.625,305890.75,305890.781,305875.906
20.792,307181.375,307230.875,307167.281,307216.781
20.802,307125.938,307200,307112.531,307186.625
20.812,306157.5,306260.625,306144.812,306247.938
20.822,304316.969,304436.156,304304.969,304424.188
20.832,302182.719,302294.281,302171.469,302283.031
20.842,299878.312,299993.625,299867.812,299983.156
20.852,297573.625,297670.938,297563.906,297661.219
20.862,295632.469,295713.75,295623.594,295704.906
20.872,293621.344,293709.594,293613.344,293701.594
20.882,291585.188,291657.219,291578.062,291650.125
20.892,289859.188,289919.312,289852.969,289913.125
20.902,288063.875,288127.438,288058.625,288122.188
20.912,286686.719,286712.25,286682.375,286707.938
20.922,286055.312,286068.656,286051.938,286065.312
20.932,284935.062,284989.094,284932.688,284986.719
20.942,282447.094,282542.844,282445.688,282541.469
20.952,279131.031,279228.531,279130.594,279228.125
20.962,275944.062,276022.188,275944.594,276022.75
20.972,272719.875,272805.406,272721.406,272806.969
20.982,269497.031,269561.5,269499.531,269564.031
20.992,266982.406,267009.688,266985.875,267013.188
21.002,265712.125,265687.156,265716.531,265691.594
21.012,265851.594,265787.156,265856.844,265792.438
21.022,266732.25,266660.25,266738.344,266666.344
21.032,268205.219,268109.719,268212.031,268116.594
21.042,270369.281,270266.375,270376.812,270273.938
21.052,272203.812,272141.812,272211.969,272150
21.062,272933.656,272911.719,272942.469,272920.562
21.072,272919.844,272913.344,272929.219,272922.781
21.082,272536.938,272539.906,272546.844,272549.875
21.092,272228.594,272217.5,272238.938,272227.906
21.102,272344.469,272320.125,272355.219,272330.938
21.112,272940.344,272895.906,272951.406,272907
21.122,274717.156,274621.125,274728.375,274632.375
21.132,277805.531,277684.125,277816.781,277695.438
21.142,281645.406,281508.625,281656.594,281519.875
21.152,286625.5,286447.688,286636.531,286458.75
21.162,292555.125,292377.719,292565.906,292388.531
21.172,298224,298079.25,298234.469,298089.75
21.182,303849.406,303692.031,303859.531,303702.188
21.192,310480.969,310291.969,310490.625,310301.688
21.202,317704.594,317527.812,317713.75,317537
21.212,324618.031,324468,324626.656,324476.656
21.222,331086.5,330957.812,331094.594,330965.906
21.232,337070.25,336967.281,337077.781,336974.844
21.242,342486.688,342406.438,342493.594,342413.375
21.252,347520.781,347454.188,347527.094,347460.531
21.262,351897.906,351872.375,351903.594,351878.125
21.272,354409.812,354465.906,354414.938,354471.031
21.282,355171.656,355256.562,355176.156,355261.125
21.292,355491.188,355570.656,355495.031,355574.531
21.302,355679.25,355761.344,355682.438,355764.562
21.312,355759.094,355838.125,355761.625,355840.688
21.322,355243.844,355354.625,355245.656,355356.469
21.332,353664.438,353800.625,353665.562,353801.75
21.342,351218.938,351373.938,351219.312,351374.344
21.352,347800.938,347979.625,347800.531,347979.281
21.362,344049.875,344207.219,344048.688,344206.062
21.372,340490.156,340637.406,340488.156,340635.469
21.382,336756.156,336901.594,336753.344,336898.812
21.392,333334.938,333441.562,333331.281,333437.938
21.402,331014.812,331071.75,331010.312,331067.281
21.412,329848.875,329871.938,329843.531,329866.625
21.422,328783.844,328825.125,328777.688,328818.969
21.432,327401.062,327437.25,327394.062,327430.281
21.442,326327.062,326346.719,326319.25,326338.938
21.452,325124.312,325159,325115.688,325150.406
21.462,324235.969,324228.188,324226.562,324218.781
21.472,324842.438,324778.031,324832.281,324767.938
21.482,326983.25,326875.969,326972.469,326865.188
21.492,330515.406,330373.594,330504.031,330362.25
21.502,334329.344,334217.875,334317.438,334206
21.512,337326.594,337249.344,337314.156,337236.969
21.522,339980.75,339906.906,339967.844,339894.031
21.532,342233.625,342191.938,342220.219,342178.562
21.542,343671.781,343656.031,343657.906,343642.188
21.552,344712.875,344699.438,344698.531,344685.094
21.562,346064.656,346029.5,346049.875,346014.719
21.572,348168.875,348112.125,348153.688,348096.938
21.582,350356.062,350319.344,350340.531,350303.812
21.592,352066.75,352045.469,352050.875,352029.594
21.602,353443.531,353433.25,353427.312,353417.062
21.612,354449.5,354452.531,354432.938,354436
21.622,355337.312,355335.719,355320.469,355318.906
21.632,356244.719,356246.531,356227.594,356229.406
21.642,357024.031,357026.875,357006.625,357009.469
21.652,358277.125,358248.312,358259.469,358230.656
21.662,360252.188,360211.875,360234.344,360194.062
21.672,362053.656,362038.062,362035.656,362020.094
21.682,363221.312,363227.281,363203.156,363209.125
21.692,363437.75,363485.938,363419.375,363467.594
21.702,362324.031,362412.656,362305.406,362394.062
21.712,360132.312,360245.25,360113.406,360226.375
21.722,356846.219,356994.75,356826.969,356975.531
21.732,352384.688,352555.812,352365.031,352536.188
21.742,347576.188,347724.688,347556.094,347704.625
21.752,343797.844,343880.156,343777.406,343859.75
21.762,341939.625,341949.062,341918.969,341928.406
21.772,341689.438,341657.125,341668.625,341636.312
21.782,342829.594,342747.344,342808.75,342726.5
21.792,345439.938,345319.531,345419.125,345298.75
21.802,348977.531,348844.125,348956.844,348823.438
21.812,353237.25,353087.5,353216.75,353067
21.822,357652.375,357525.625,357632.062,357505.312
21.832,361600.875,361498.188,361580.719,361478.062
21.842,364963.125,364889.656,364943.125,364869.656
21.852,367608.688,367562.969,367588.75,367543.062
21.862,369709.25,369677.531,369689.375,369657.688
21.872,371810.312,371767.75,371790.5,371747.969
21.882,374564.906,374497.719,374545.188,374478.031
21.892,377646.625,377587.875,377627,377568.281
21.902,380611.344,380559.312,380591.812,380539.781
21.912,383279.125,383247.812,383259.688,383228.375
21.922,385227.312,385225.812,385207.906,385206.406
21.932,386529.594,386543,386510.156,386523.594
21.942,387370.812,387399.844,387351.344,387380.375
21.952,387594.438,387645.906,387574.875,387626.375
21.962,387039.688,387114.938,387020,387095.281
21.972,385694.188,385789,385674.344,385769.156
21.982,383868.219,383962.812,383848.125,383942.75
21.992,382266.938,382335.344,382246.656,382315.062
22.002,381334.938,381375.875,381314.469,381355.406
22.012,380967.5,380992.312,380946.844,380971.688
22.022,380781.438,380803.375,380760.625,380782.594
22.032,380975.062,380970.062,380954.094,380949.094
22.042,382112.156,382072.719,382091.062,382051.656
22.052,383935.5,383887.125,383914.344,383865.969
22.062,385945.688,385900.125,385924.469,385878.906
22.072,387543.188,387526.906,387521.875,387505.562
22.082,388353.469,388359.781,388331.969,388338.312
22.092,389007.688,389002.281,388986.031,388980.625
22.102,390041.844,390024.406,390020.031,390002.594
22.112,391166.656,391157.219,391144.688,391135.25
22.122,391762.719,391780.438,391740.562,391758.312
22.132,391598.5,391636.938,391576.125,391614.562
22.142,391001.531,391044.125,390978.875,391021.5
22.152,390274.375,390317.562,390251.406,390294.625
22.162,389216.344,389276.375,389193.094,389253.125
22.172,387329.844,387419.562,387306.219,387395.969
22.182,384605.281,384711.125,384581.219,384687.062
22.192,381253.281,381371.375,381228.719,381346.844
22.202,377546.656,377659.625,377521.594,377634.594
22.212,374078.5,374167.312,374052.906,374141.75
22.222,370940.281,371017.719,370914.156,370991.625
22.232,368036.625,368096.219,368010,368069.594
22.242,365821.344,365845.219,365794.219,365818.125
22.252,364368.969,364371.312,364341.406,364343.781
22.262,363614.219,363588.125,363586.281,363560.219
22.272,363776.531,363722.156,363748.25,363693.906
22.282,364292.719,364248.656,364264.156,364220.094
22.292,364302.219,364284.375,364273.344,364255.469
22.302,363893.75,363878.031,363864.469,363848.781
22.312,363919.219,363876.531,363889.594,363846.906
22.322,364506.844,364459.656,364476.938,364429.75
22.332,364897.469,364870.344,364867.25,364840.125
22.342,365020.281,364994.125,364989.75,364963.594
22.352,365299.25,365266.219,365268.406,365235.375
22.362,365693.781,365663.594,365662.625,365632.438
22.372,365965.156,365944.719,365933.688,365913.219
22.382,365761.594,365768.25,365729.75,365736.438
22.392,364277.062,364342.625,364244.75,364310.312
22.402,360782.188,360916.75,360749.219,360883.781
22.412,355104.344,355297.625,355070.5,355263.812
22.422,348152.781,348345.812,348117.938,348311
22.432,341628.969,341770.844,341593.094,341735.031
22.442,335960.062,336076.438,335923.281,336039.656
22.452,330274.344,330394.531,330236.562,330356.781
22.462,324688.281,324776.906,324649.531,324738.156
22.472,320231.781,320265.844,320192.156,320226.25
22.482,316566,316589.312,316525.562,316548.906
22.492,313431.094,313420.969,313389.969,313379.844
22.502,311374.312,311328.062,311332.594,311286.375
22.512,309671.906,309637.344,309629.688,309595.156
22.522,307880.875,307842.562,307838.156,307799.844
22.532,306197.625,306162.656,306154.438,306119.438
22.542,303901.062,303903.812,303857.281,303860.031
22.552,300722.312,300745.781,300677.844,300701.344
22.562,296771.156,296819.688,296725.938,296774.469
22.572,292303.375,292351,292257.281,292304.906
22.582,288061.875,288087.312,288014.938,288040.406
22.592,284202.625,284218.312,284154.938,284170.656
22.602,280158.531,280192.906,280110.062,280144.438
22.612,274863,274950.031,274813.531,274900.594
22.622,268454.469,268545.5,268403.812,268494.844
22.632,262284.75,262340.219,262232.906,262288.375
22.642,256815.75,256844.25,256762.844,256791.344
22.652,251935.703,251936.594,251881.859,251882.75
22.662,248127.938,248077.328,248073.375,248022.766
22.672,245701.922,245606.266,245647,245551.312
22.682,245132.172,244960.828,245077.312,244905.938
22.692,247301.125,247044.469,247246.984,246990.266
22.702,251509.766,251233.625,251456.812,251180.625
22.712,256034.484,255791.938,255982.797,255740.203
22.722,259765.266,259573.031,259714.688,259522.422
22.732,262877.719,262706.844,262828.156,262657.25
22.742,265514.094,265379.031,265465.5,265330.406
22.752,267230.938,267139.594,267183.125,267091.781
22.762,267979.594,267923.062,267932.5,267875.938
22.772,267951.625,267921.094,267905.125,267874.625
22.782,267258.719,267254.094,267212.812,267208.156
22.792,265461.688,265503.781,265416.188,265458.281
22.802,262622.469,262681.5,262577.281,262636.344
22.812,259506.344,259560.734,259461.5,259515.906
22.822,256289.062,256345.938,256244.625,256301.531
22.832,252851.453,252908.234,252807.469,252864.266
22.842,249709.109,249735.906,249665.703,249692.516
22.852,247449.406,247439.922,247406.828,247397.344
22.862,246166.188,246126.609,246124.672,246085.094
22.872,245281.484,245245.469,245241.172,245205.172
22.882,244386.031,244343.312,244347,244304.281
22.892,244547.547,244450.875,244510.031,244413.359
22.902,245352.562,245279.031,245316.734,245243.203
22.912,244786.547,244781.438,244752.25,244747.141
22.922,243226.188,243220.938,243193.344,243188.109
22.932,241885.156,241867,241853.875,241835.734
22.942,240732.078,240710.625,240702.469,240681.016
22.952,240041.344,239990.969,240013.5,239963.125
22.962,240498.891,240403.688,240473,240377.797
22.972,242421.109,242282.875,242397.344,242259.094
22.982,245454.672,245297.406,245433.141,245275.875
22.992,249440.547,249257.031,249421.297,249237.766
23.002,254295.219,254104.531,254278.281,254087.578
23.012,259073.203,258917.625,259058.484,258902.922
23.022,262851.594,262748.406,262839,262735.812
23.032,265160.031,265118.094,265149.469,265107.531
23.042,265770.906,265786.688,265762.312,265778.094
23.052,265133.094,265176.562,265126.406,265169.906
23.062,263489.594,263570.469,263484.844,263565.719
23.072,260361.25,260489.656,260358.391,260486.812
23.082,256434.906,256553.797,256434.016,256552.922
23.092,252796.031,252887.078,252797.141,252888.203
23.102,250223.031,250255.922,250226.172,250259.078
23.112,249112.766,249100.797,249117.938,249105.984
23.122,248643.344,248627.672,248650.516,248634.859
23.132,248388.203,248364.125,248397.328,248373.281
23.142,247862.031,247863.578,247873.109,247874.672
23.152,246782.469,246795.547,246795.484,246808.578
23.162,245011.922,245058.031,245026.891,245073.016
23.172,242076.047,242155.938,242093,242172.906
23.182,238642.562,238711.047,238661.547,238730.031
23.192,235569.047,235610.047,235590.016,235631.016
23.202,233709.281,233690.203,233732.094,233713.031
23.212,232976.922,232941.688,233001.406,232966.188
23.222,232214.125,232197.641,232240.203,232223.734
23.232,230618.344,230639.328,230646.047,230667.031
23.242,227884.547,227938.609,227913.938,227968.016
23.252,224472.359,224529.109,224503.469,224560.234
23.262,221233.062,221266.062,221265.828,221298.844
23.272,218452.625,218475.062,218486.906,218509.359
23.282,214952.719,215025.891,214988.547,215061.734
23.292,209680.469,209809.312,209718.094,209846.922
23.302,202500.922,202679.891,202540.672,202719.625
23.312,193999.641,194186.266,194041.828,194228.422
23.322,185110.625,185280.984,185155.406,185325.75
23.332,176273.859,176415.328,176321.344,176462.797
23.342,168434.969,168498.641,168484.969,168548.656
23.352,162943.312,162895.828,162995.172,162947.734
23.362,160877.578,160702.672,160930.141,160755.312
23.372,161812.703,161572.797,161864.859,161625.047
23.382,164654.078,164372.422,164705.109,164423.547
23.392,169370.562,169046.406,169419.812,169095.75
23.402,174980.078,174685.375,175027.281,174732.672
23.412,179519.781,179306.953,179565.172,179352.406
23.422,182511.297,182351.969,182555.219,182395.922
23.432,185057.641,184904.469,185100.109,184946.969
23.442,187491.234,187363.5,187532.203,187404.5
23.452,189286.406,189189.297,189325.906,189228.812
23.462,191321.891,191195,191359.812,191232.953
23.472,194515.422,194359.703,194551.484,194395.781
23.482,198631.484,198461.141,198665.469,198495.141
23.492,203543.578,203359.578,203575.375,203391.391
23.502,208729.344,208566.844,208758.938,208596.438
23.512,213127.688,213019.531,213155.188,213047.016
23.522,215978.438,215937.984,216004.047,215963.578
23.532,216964.562,216989.141,216988.453,217013
23.542,216642.625,216692.438,216664.891,216714.672
23.552,215725.203,215786.797,215745.844,215807.406
23.562,214641.109,214692.75,214660.094,214711.703
23.572,214417.594,214417.844,214434.781,214435
23.582,215489.094,215451.719,215504.359,215466.969
23.592,217705.5,217634.875,217718.766,217648.109
23.602,220323.344,220265.094,220334.594,220276.328
23.612,222707.656,222659.266,222716.953,222668.531
23.622,224863.062,224831.906,224870.438,224839.25
23.632,225853.75,225886.281,225859.234,225891.734
23.642,225114.375,225198.484,225118.031,225202.109
23.652,222780.391,222913.969,222782.219,222915.75
23.662,218861.969,219033.406,218861.938,219033.328
23.672,214564.562,214704.109,214562.625,214702.125
23.682,211163.266,211258.203,211159.375,211254.266
23.692,208637.484,208698.953,208631.625,208693.047
23.702,207425.422,207423.531,207417.625,207415.688
23.712,207620.625,207582.938,207610.984,207573.25
23.722,208882.281,208810.906,208870.891,208799.453
23.732,210822.688,210747.812,210809.641,210734.703
23.742,212491.266,212445.734,212476.609,212431.031
23.752,213144.062,213145.297,213127.812,213129
23.762,212088.281,212157.562,212070.344,212139.578
23.772,209134.562,209254.484,209114.797,209234.672
23.782,204948.797,205091.031,204927.094,205069.297
23.792,199294.859,199498.016,199271.016,199474.156
23.802,190987.25,191273.516,190960.859,191247.109
23.812,180920.641,181203.312,180891.312,181173.969
23.822,170384.359,170660.766,170351.719,170628.125
23.832,158913.578,159206.547,158877.109,159170.062
23.842,146252.094,146546.625,146210.984,146505.531
23.852,133031.75,133290.078,132985.094,133243.422
23.862,120151.984,120341.867,120098.875,120288.75
23.872,108554.391,108639.836,108494.211,108579.609
23.882,98979.8984,98955.4766,98912.5703,98888.0234
23.892,90717.4766,90647.1328,90642.8047,90572.2734
23.902,81360.1562,81339.9844,81275.8281,81255.4922
23.912,67561.3984,67655.6406,67459.1172,67553.3359
23.922,50126.8828,50063.3828,49989.1328,49925.2266
23.932,34011.207,33502.0547,33810.5273,33297.9531
23.942,18503.1875,17258.6621,18144.7891,16873.1309
23.952,-11646.2402,-13868.7393,-12126.626,-14274.9609
23.962,-7110.05029,-11534.6611,-7813.76465,-11983.6123
23.972,25093.623,22897.8867,25100.4883,22899.3203
23.982,42054.2305,40786.6836,42051.2656,40778.3711
23.992,54583.8672,53745.0352,54521.25,53677.8477
24.002,63646.1797,62992.4297,63586.5742,62930.5859
24.012,72490.9062,71886.8906,72424.5234,71818.8438
24.022,81680.3828,81158.1719,81619.2812,81096.1328
24.032,89469.7188,89080.6953,89409.0547,89019.4531
24.042,94947.3516,94670.0391,94889.875,94612.25
24.052,99086.1328,98846.4688,99029.4297,98789.5859
24.062,104584.953,104269.875,104531.969,104216.766
24.072,112896.508,112529.148,112847.375,112479.945
24.082,121839.18,121537.961,121794.93,121493.719
24.092,128640.266,128462.141,128599.195,128421.156
24.102,133413.297,133289.188,133375.438,133251.453
24.112,137345.25,137259.438,137309.938,137224.281
24.122,139742.969,139729.406,139710.375,139697
24.132,142205.641,142125.828,142175.547,142095.922
24.142,147386.391,147211.812,147359.719,147185.312
24.152,154413.125,154221.844,154389.812,154198.703
24.162,162357.281,162142.266,162337.516,162122.688
24.172,171202.734,170980.953,171186.203,170964.609
24.182,179633.969,179470.016,179620.594,179456.812
24.192,186551.641,186446.719,186540.984,186436.266
24.202,192804.672,192707.875,192796.75,192700.125
24.212,198128.031,198096.672,198122.562,198091.375
24.222,201646.219,201671.109,201643.234,201668.281
24.232,204328.281,204359.562,204327.625,204359.062
24.242,206288.453,206354.422,206290.188,206356.312
24.252,207989.953,208032,207993.984,208036.188
24.262,210458.469,210472.828,210464.844,210479.344
24.272,212986.094,213016.562,212994.656,213025.266
24.282,215239.391,215269.469,215250.188,215280.406
24.292,217192.5,217236.734,217205.422,217249.797
24.302,219030.875,219061.25,219045.938,219076.438
24.312,221424.859,221429.203,221441.906,221446.375
24.322,224164.625,224167.062,224183.594,224186.141
24.332,226887.672,226889.094,226908.453,226909.969
24.342,229723.391,229713.359,229745.922,229735.984
24.352,233231.188,233188.344,233255.281,233212.531
24.362,237287.391,237240.234,237312.906,237265.828
24.372,241537.953,241479.734,241564.734,241506.594
24.382,246643.625,246544.719,246671.531,246572.703
24.392,252688.812,252573.312,252717.594,252602.156
24.402,259184.031,259063.625,259213.547,259093.203
24.412,265578.875,265482.781,265609,265512.969
24.422,270674,270646,270704.781,270676.812
24.432,274016.688,274039.5,274048.219,274071.062
24.442,276116.469,276168.781,276148.812,276201.156
24.452,277519.406,277580.375,277552.562,277613.531
24.462,278893.938,278940.375,278927.844,278974.312
24.472,280488.719,280527.156,280523.219,280561.688
24.482,282090.906,282129.375,282125.969,282164.438
24.492,283505.875,283550.188,283541.375,283585.688
24.502,284594.094,284645.219,284630,284681.125
24.512,285726.812,285758.562,285763.062,285794.781
24.522,287692.438,287683.125,287728.844,287719.531
24.532,290580.656,290547.719,290617,290584.062
24.542,294022.031,293975.312,294058.156,294011.438
24.552,297808.906,297754.906,297844.719,297790.75
24.562,301831.844,301772.156,301867.25,301807.562
24.572,306099.281,306035.094,306134.156,306070
24.582,310216.688,310172.031,310251.031,310206.375
24.592,313691.812,313672.344,313725.625,313706.156
24.602,316702.594,316689.75,316735.844,316723.031
24.612,319710,319692,319742.656,319724.656
24.622,322730.656,322718.812,322762.688,322750.812
24.632,325272.438,325282.375,325303.812,325313.719
24.642,327732.938,327723.562,327763.625,327754.25
24.652,330962.188,330927.094,330992.062,330956.969
24.662,333859.594,333873.844,333888.656,333902.875
24.672,334991.625,335069.469,335019.938,335097.781
24.682,334638.5,334744.969,334666.156,334772.625
24.692,333555.375,333671.156,333582.406,333698.156
24.702,332096.656,332215.219,332123.031,332241.562
24.712,330336.625,330456.844,330362.344,330482.531
24.722,328581.5,328685.656,328606.5,328710.625
24.732,327101.656,327189.5,327125.875,327213.688
24.742,326144.562,326199.719,326167.969,326223.125
24.752,326398.031,326401.5,326420.5,326423.938
24.762,327389.875,327394,327411.312,327415.406
24.772,327992.906,328018.312,328013.312,328038.688
24.782,328199.812,328229.438,328219.219,328248.844
24.792,328122.469,328165.281,328140.875,328183.688
24.802,327341.156,327414.469,327358.594,327431.906
24.812,325309.094,325426.719,325325.625,325443.219
24.822,322066,322206.031,322081.688,322221.719
24.832,318430.188,318558.094,318445.062,318572.938
24.842,315225.219,315319,315239.281,315333.062
24.852,313217.75,313253.844,313230.969,313267.031
24.862,312656.5,312648.281,312668.812,312660.594
24.872,313120.375,313085.438,313131.781,313096.812
24.882,314526.312,314459.531,314536.812,314470.031
24.892,316773.125,316691.125,316782.719,316700.719
24.902,319268.344,319195.406,319277.094,319204.156
24.912,321413.5,321364.531,321421.469,321372.5
24.922,322961.281,322935.875,322968.562,322943.156
24.932,323946.031,323940,323952.688,323946.656
24.942,324411.969,324424.469,324418.031,324430.562
24.952,324233.219,324271.156,324238.812,324276.75
24.962,323162.969,323232,323168.156,323237.188
24.972,321175.062,321267.125,321179.906,321271.969
24.982,318606.188,318705.25,318610.781,318709.812
24.992,315678.062,315783.75,315682.469,315788.156
25.002,312359.438,312468.781,312363.75,312473.094
25.012,309347.75,309420.469,309352.062,309424.781
25.022,307230.5,307274,307234.875,307278.375
25.032,305244.844,305300.875,305249.344,305305.375
25.042,302795.625,302860.75,302800.375,302865.469
25.052,300358.781,300407.344,300363.875,300412.406
25.062,298267.719,298303.312,298273.25,298308.844
25.072,296447.312,296471.781,296453.375,296477.875
25.082,294928.688,294940.219,294935.438,294946.969
25.092,293790.281,293784.938,293797.812,293792.438
25.102,293465.562,293424.781,293473.969,293433.156
25.112,293872.406,293822.312,293881.75,293831.625
25.122,294478.656,294429.312,294489.062,294439.688
25.132,295156.969,295108.812,295168.531,295120.375
25.142,295820.188,295781.25,295833.031,295794.094
25.152,295723.406,295732.719,295737.656,295746.969
25.162,293920.969,293996.5,293936.812,294012.344
25.172,290044.844,290189,290062.594,290206.75
25.182,283639.562,283863.844,283659.531,283883.812
25.192,275409.469,275649.625,275432.094,275672.219
25.202,266345.75,266593.406,266371.406,266619
25.212,256864.641,257091.609,256893.719,257120.656
25.222,248206.422,248364.594,248239.25,248397.391
25.232,240940.906,241041.891,240977.688,241078.656
25.242,235304.828,235331.719,235345.688,235372.562
