Time,Damp2000_FX,Damp2010_FX,Damp3000_FX,Damp3010_FX
9.122,262307.812,262247.031,262307.406,262246.625
9.132,263794.344,263755.5,263794.344,263755.531
9.142,265337.375,265275.938,265337.781,265276.344
9.152,268130.281,268020.406,268131,268021.156
9.162,271772.875,271665.25,271773.938,271666.281
9.172,275401.406,275304.562,275402.75,275305.875
9.182,278816.875,278737.812,278818.438,278739.375
9.192,281581.969,281540,281583.688,281541.719
9.202,283155.281,283162.031,283157.188,283163.938
9.212,283495.188,283534.375,283497.219,283536.406
9.222,283458.125,283487.594,283460.281,283489.75
9.232,283813,283823.031,283815.219,283825.25
9.242,284659,284655.531,284661.25,284657.781
9.252,285467.344,285478.438,285469.562,285480.656
9.262,285908.219,285927.406,285910.406,285929.594
9.272,286171.75,286194.938,286173.875,286197.062
9.282,285997.781,286043.781,285999.781,286045.781
9.292,284941.25,285020.688,284943.125,285022.562
9.302,282463.375,282591.969,282465.094,282593.688
9.312,279099.062,279221.75,279100.562,279223.281
9.322,276204.375,276287.906,276205.688,276289.219
9.332,274237.188,274286.969,274238.25,274288
9.342,272768.094,272808.75,272768.875,272809.5
9.352,271543.5,271566.75,271543.938,271567.188
9.362,271246.25,271226.062,271246.344,271226.156
9.372,271413.656,271404.75,271413.344,271404.469
9.382,271302.531,271298.594,271301.844,271297.906
9.392,271400.281,271376.5,271399.156,271375.375
9.402,272490.781,272423.812,272489.25,272422.25
9.412,274663.125,274575.625,274661.156,274573.656
9.422,277057.531,276984.25,277055.125,276981.844
9.432,278989.406,278944.688,278986.562,278941.812
9.442,279761.781,279767.938,279758.469,279764.625
9.452,279875.469,279875.594,279871.688,279871.812
9.462,280401.156,280385,280396.906,280380.75
9.472,280846.688,280847.938,280841.969,280843.219
9.482,281481.531,281452.625,281476.344,281447.469
9.492,283074.25,283020.812,283068.625,283015.188
9.502,284455.438,284442.156,284449.375,284436.125
9.512,284996.562,285000.719,284990.062,284994.219
9.522,285272.781,285278.031,285265.875,285271.094
9.532,285659.094,285658.219,285651.719,285650.875
9.542,285687.406,285718.031,285679.625,285710.25
9.552,284409.344,284489.219,284401.125,284481
9.562,282032.094,282132.844,282023.375,282124.156
9.572,278347.344,278499.344,278338.156,278490.188
9.582,273609.25,273763.812,273599.562,273754.125
9.592,268348.812,268521.438,268338.594,268511.219
9.602,261589.344,261814.609,261578.547,261803.828
9.612,253885.172,254089.594,253873.781,254078.219
9.622,246913.062,247062.266,246901.141,247050.328
9.632,240935.75,241048.594,240923.344,241036.172
9.642,235481.297,235570.109,235468.438,235557.25
9.652,230982.281,231015.312,230969.078,231002.109
9.662,227522.453,227535.625,227509,227522.172
9.672,223570.734,223626.219,223557.047,223612.531
9.682,218348.906,218432.797,218334.984,218418.875
9.692,212588.844,212662.891,212574.703,212648.734
9.702,207290.688,207326.594,207276.438,207312.328
9.712,202964.156,202954.328,202949.938,202940.094
9.722,200622.875,200517.75,200608.922,200503.781
9.732,201037.844,200857.062,201024.422,200843.625
9.742,202450.672,202293.75,202437.922,202280.984
9.752,203251.188,203134.266,203239.141,203122.203
9.762,202404.969,202374.656,202393.625,202363.297
9.772,199227.062,199266.078,199216.391,199255.406
9.782,195010.141,195045.031,195000.219,195035.094
9.792,191117.906,191121.25,191108.891,191112.234
9.802,189042.469,188951.281,189034.578,188943.375
9.812,189432.438,189277.984,189425.875,189271.422
9.822,191462.797,191271.75,191457.719,191266.656
9.832,195363.422,195112.812,195359.906,195109.281
9.842,200552.938,200311.594,200551.031,200309.703
9.852,204968.844,204801.641,204968.547,204801.359
9.862,207555.781,207459.297,207557.141,207460.656
9.872,209246.078,209158.312,209249.156,209161.391
9.882,211007.078,210922.125,211011.922,210926.969
9.892,212632.297,212564.797,212638.969,212571.484
9.902,213906.609,213857.141,213915.203,213865.734
9.912,214540.078,214523.859,214550.656,214534.438
9.922,214241.125,214260.594,214253.797,214273.281
9.932,212640.781,212711.125,212655.734,212726.078
9.942,209754.453,209849.281,209771.906,209866.734
9.952,207011.781,207059.281,207031.859,207079.375
9.962,206321.234,206271.328,206343.891,206294
9.972,208547.172,208401.516,208572.125,208426.5
9.982,213483.25,213267.344,213510.188,213294.312
9.992,220092.156,219859.594,220120.797,219888.281
10.002,226932.984,226725.984,226963.266,226756.312
10.012,233620.797,233425.656,233652.703,233457.594
10.022,240246,240070.391,240279.453,240103.875
10.032,246269.266,246132.438,246304.328,246167.531
10.042,251930.453,251795.969,251967.109,251832.672
10.052,257974.766,257832.625,258012.938,257870.828
10.062,263828.156,263722.094,263867.781,263761.781
10.072,268624.656,268558.781,268665.875,268600.031
10.082,273474.219,273374.688,273516.969,273417.469
10.092,279433.625,279311.5,279477.656,279355.562
10.102,284855.25,284800.188,284900.594,284845.594
10.112,288341.938,288353.031,288388.844,288399.938
10.122,290386.156,290429.781,290434.812,290478.406
10.132,291543.781,291608.406,291594.281,291658.906
10.142,292382.438,292439.938,292434.781,292492.281
10.152,293388.625,293436.125,293442.781,293490.281
10.162,294305.969,294361.25,294361.844,294417.156
10.172,294936.562,294993.969,294994.156,295051.594
10.182,295668.469,295708.406,295727.75,295767.688
10.192,297002.125,297013.938,297062.844,297074.688
10.202,298833.812,298839.594,298895.844,298901.625
10.212,300105.688,300150.625,300169,300213.938
10.222,300215.625,300289.375,300280.406,300354.156
10.232,300073.219,300126.906,300139.406,300193.094
10.242,300530.562,300558.219,300597.969,300625.625
10.252,301251.469,301286.719,301319.906,301355.156
10.262,300614.156,300722.812,300683.812,300792.438
10.272,298152.656,298294.75,298223.875,298365.906
10.282,295120.938,295255.625,295193.75,295328.406
10.292,291738.062,291882.844,291812.5,291957.219
10.302,288311.438,288427.844,288387.406,288503.781
10.312,285839.906,285907.344,285917.031,285984.469
10.322,284201.469,284248.469,284279.438,284326.438
10.332,283171.938,283186.875,283250.469,283265.406
10.342,283392.844,283353.562,283471.438,283432.188
10.352,284895.75,284828.188,284973.906,284906.406
10.362,286737.75,286684.906,286815.281,286762.438
10.372,287337.781,287358.25,287414.781,287435.25
10.382,285756.812,285843.562,285833.781,285920.5
10.392,283108.062,283192.438,283185.156,283269.5
10.402,280508,280584.844,280585.031,280661.844
10.412,277433.438,277531.906,277510.406,277608.875
10.422,274450.469,274507.656,274527.219,274584.375
10.432,272663.906,272675.938,272739.938,272751.969
10.442,271718.781,271714.281,271793.719,271789.219
10.452,271028.844,271023.25,271102.438,271096.875
10.462,270093.25,270104.281,270165.469,270176.469
10.472,268643.875,268671.844,268714.656,268742.594
10.482,266528.469,266579.125,266597.844,266648.469
10.492,263892.312,263948.531,263960.281,264016.438
10.502,261068.984,261122.734,261135.406,261189.141
10.512,258527.453,258557.344,258592.141,258622
10.522,256422.266,256444.922,256484.922,256507.562
10.532,253715.25,253781.734,253775.875,253842.328
10.542,249231.688,249361.188,249290.531,249419.984
10.552,243274.781,243420.109,243332.016,243477.312
10.562,237378.656,237484.219,237434.125,237539.641
10.572,232479.031,232539.422,232532.297,232592.656
10.582,228671.844,228685.641,228722.516,228736.281
10.592,226801,226724.625,226848.5,226772.094
10.602,227561.562,227406.891,227605.25,227450.578
10.612,230154.938,229972.172,230194.453,230011.703
10.622,233381.469,233205.75,233416.766,233241.031
10.632,236715.5,236544.969,236746.625,236576.078
10.642,240870.609,240668.578,240897.547,240695.516
10.652,245627.391,245443.844,245650.203,245466.641
10.662,249888.781,249740.562,249907.625,249759.391
10.672,253884.578,253744.859,253899.578,253759.844
10.682,257379,257286.219,257390.297,257297.469
10.692,259314.359,259289.5,259322.078,259297.172
10.702,259979.719,259979.5,259983.922,259983.672
10.712,260199.875,260210.125,260200.609,260210.812
10.722,259957.625,259986.484,259954.906,259983.719
10.732,259477.469,259503.234,259471.297,259497.016
10.742,258892.156,258925.031,258882.562,258915.406
10.752,258267.656,258289.047,258254.656,258276.016
10.762,258531.656,258506.266,258515.344,258489.922
10.772,259692.953,259658.359,259673.438,259638.797
10.782,260663.312,260650.328,260640.672,260627.641
10.792,261488.703,261464.422,261463,261438.656
10.802,263086.562,263028.25,263057.969,262999.594
10.812,265280.781,265225.938,265249.438,265194.531
10.822,266728.531,266721.438,266694.469,266687.312
10.832,267428.219,267425.406,267391.438,267388.594
10.842,268185.031,268181.062,268145.625,268141.594
10.852,268199.219,268242.188,268157.188,268200.125
10.862,267274.25,267328,267229.5,267283.219
10.872,266201.938,266251.062,266154.531,266203.656
10.882,265040.781,265089.781,264990.812,265039.75
10.892,264379.219,264389.469,264326.812,264337.031
10.902,264570.875,264565.5,264516.344,264510.906
10.912,264155.156,264201.719,264098.406,264144.906
10.922,262365.031,262444.531,262305.875,262385.312
10.932,259870.984,259956.266,259809.312,259894.578
10.942,257166.703,257250.984,257102.562,257186.812
10.952,253984.25,254089.422,253917.547,254022.703
10.962,249986.188,250105.938,249916.781,250036.531
10.972,246020.625,246111.734,245948.547,246039.641
10.982,241982.625,242094.234,241907.875,242019.469
10.992,236709.891,236862.375,236632.109,236784.594
11.002,230407.766,230567.438,230326.578,230486.266
11.012,223491.547,223660.578,223406.688,223575.734
11.022,215872.266,216048.953,215783.344,215960.062
11.032,207812.938,207978.516,207719.641,207885.234
11.042,199885.969,200020.25,199788.156,199922.453
11.052,192478.047,192581.844,192375.766,192479.594
11.062,184700.594,184827.688,184593.469,184720.594
11.072,176084.797,176204.688,175972.047,176091.969
11.082,168195.453,168232.453,168077.219,168114.203
11.092,163314.453,163205.906,163192.688,163084.016
11.102,162086.734,161882.75,161964.156,161759.969
11.112,161685.141,161527.938,161562.5,161405.141
11.122,160168.172,160049.625,160044.797,159926.125
11.132,158001.281,157892.5,157876.859,157767.953
11.142,156678.859,156507.188,156554.25,156382.391
11.152,157749.391,157505.953,157626.625,157382.953
11.162,159399.969,159212.688,159279.594,159092.125
11.172,159571.125,159441.797,159452.172,159322.734
11.182,159634.125,159477.172,159516.734,159359.641
11.192,160290,160143.719,160174.734,160028.344
11.202,160100.938,160014.875,159987.344,159901.219
11.212,158525.422,158482.469,158412.719,158369.719
11.222,156085.344,156060.812,155973.109,155948.562
11.232,153397.219,153374.578,153285.469,153262.797
11.242,150028.375,150045.406,149916.781,149933.812
11.252,145693.609,145722.688,145581.625,145610.734
11.262,141693.891,141679.828,141581.953,141567.875
11.272,138565.094,138527.078,138454.031,138416
11.282,136019.5,135959.938,135909.984,135850.391
11.292,134173.844,134085.359,134066.625,133978.094
11.302,133693.328,133544.578,133589.672,133440.828
11.312,135350.469,135137.609,135252.062,135039.078
11.322,138218.406,138014.641,138126.031,137922.156
11.332,140548.203,140392.469,140461.375,140305.578
11.342,142779.016,142600.531,142697.609,142519.062
11.352,147172.578,146908.375,147097.641,146833.344
11.362,153012,152769.203,152943.828,152700.969
11.372,158235.266,158043.359,158173.203,157981.266
11.382,162603.656,162452.781,162547.062,162396.188
11.392,165870.469,165771.984,165818.781,165720.328
11.402,168803.859,168692.047,168756.875,168645.078
11.412,172865.625,172708.656,172823.5,172666.547
11.422,178541.688,178344.125,178504.531,178306.984
11.432,184956.844,184775.141,184924.5,184742.812
11.442,190645.031,190518.594,190617.062,190490.656
11.452,194877.344,194815.75,194853.312,194791.766
11.462,196970.5,196998.734,196950,196978.297
11.472,196782.969,196876.656,196765.734,196859.484
11.482,194874.641,195019.938,194860.516,195005.891
11.492,190409.109,190659.641,190397.984,190648.578
11.502,183015.203,183330.516,183007.062,183322.453
11.512,173870.625,174210.188,173865.641,174205.266
11.522,163076.734,163451.406,163075.188,163449.938
11.532,152600.203,152858.891,152602.547,152861.312
11.542,146328.312,146383.859,146334.859,146390.469
11.552,144526.641,144466.859,144537.281,144477.578
11.562,144520.281,144439.234,144534.828,144453.859
11.572,146111.188,145943.953,146129.344,145962.203
11.582,150851.25,150587.219,150872.391,150608.469
11.592,156793.781,156571.578,156817.406,156595.297
11.602,161232.344,161100.938,161258.375,161127.062
11.612,162584.812,162587.766,162613.531,162616.547
11.622,161007.031,161073.891,161038.875,161105.766
11.632,158735.281,158782.906,158770.328,158818.016
11.642,156942.156,156971.969,156980.266,157010.141
11.652,155052.297,155101.156,155093.391,155142.297
11.662,152118.078,152203.109,152162.391,152247.453
11.672,149056.812,149105.891,149104.359,149153.469
11.682,146419.422,146471.125,146470,146521.75
11.692,142740.828,142843.172,142794.781,142897.141
11.702,138099.234,138195.953,138156.953,138253.688
11.712,134166,134203.688,134227.266,134264.984
11.722,131793.938,131767.703,131858.031,131831.859
11.732,131772.938,131645.484,131838.625,131711.281
11.742,134721.844,134512.469,134787.469,134578.25
11.752,138801.75,138615.812,138866.641,138680.812
11.762,142427.359,142271.141,142491.562,142335.453
11.772,145623.016,145491.328,145686.594,145555
11.782,148235.734,148132.453,148298.812,148195.609
11.792,151173.391,151033.875,151235.734,151096.297
11.802,155815.312,155622.922,155876.109,155683.828
11.812,161027.781,160876.391,161086.766,160935.438
11.822,164066.703,164041.688,164124.531,164099.547
11.832,163237.719,163353.094,163295.609,163410.953
11.842,159286,159469.422,159344.953,159528.297
11.852,153143.547,153394.344,153204.281,153454.984
11.862,144361.688,144687.75,144425.328,144751.25
11.872,134121.75,134435.031,134189.234,134502.344
11.882,122883.023,123230.547,122955.352,123302.656
11.892,110163.445,110504.422,110242.43,110583.148
11.902,98780.875,98962.4063,98866.875,99048.2344
11.912,91981.2734,91951.9922,92071.2422,92041.9766
11.922,90468.3359,90270.5547,90557.2969,90359.6953
11.932,91624.2578,91408.0312,91709.5391,91493.4922
11.942,93960.0312,93697.5625,94040.625,93778.3516
11.952,98325.1875,98023.7344,98399.6484,98098.3984
11.962,101661.977,101506.594,101731.352,101576.039
11.972,100757.648,100768.562,100824.773,100835.633
11.982,95763.7891,95894.9375,95831.1875,95962.1875
11.992,86716.7812,86987.6328,86787.4297,87057.9922
12.002,71394.625,71907.1016,71475.4688,71987.2812
12.012,43222.5156,44283.7891,43346.6836,44404.8281
12.022,-38112.0039,-37135.8789,-37987.207,-37008.0156
12.032,-61798.9492,-61580.6914,-61723.8398,-61505.3047
12.042,-72578.5547,-72637.4141,-72516.5625,-72575.5078
12.052,-79240.8203,-79383.5625,-79189.1641,-79332.1172
12.062,-84508.5469,-84658.7812,-84463.6328,-84614.0469
12.072,-89746.2812,-89871.1562,-89707.9531,-89832.9844
12.082,-96720.5078,-96732.3047,-96688.2422,-96700.1484
12.092,-105708.555,-105686.18,-105682.219,-105659.945
12.102,-112113.891,-112264.164,-112091.875,-112242.281
12.112,-114203.977,-114461.156,-114185.266,-114442.594
12.122,-113851.539,-114160.219,-113835.57,-114144.398
12.132,-111893.68,-112234.633,-111880.336,-112221.445
12.142,-110227.188,-110498.5,-110216.477,-110487.93
12.152,-109762.43,-109995.219,-109754.5,-109987.43
12.162,-110685.539,-110821.625,-110680.383,-110816.602
12.172,-115869.094,-115804.477,-115866.711,-115802.219
12.182,-123870.836,-123797.32,-123870.82,-123797.422
12.192,-130202.508,-130220.234,-130204.523,-130222.367
12.202,-135424.312,-135420.25,-135428.109,-135424.172
12.212,-141216.641,-141187,-141222,-141192.469
12.222,-147582.969,-147531.688,-147589.625,-147538.438
12.232,-153809.828,-153786.188,-153817.562,-153794.031
12.242,-158245.234,-158306.859,-158253.938,-158315.672
12.252,-160008.875,-160155.891,-160018.547,-160165.656
12.262,-159368.094,-159579.266,-159378.75,-159590
12.272,-156544.609,-156822.656,-156556.297,-156834.422
12.282,-151003,-151366.766,-151015.859,-151379.688
12.292,-143479.781,-143856.219,-143493.953,-143870.438
12.302,-135392.047,-135765.734,-135407.578,-135781.312
12.312,-125255.492,-125727.555,-125272.633,-125744.742
12.322,-111660.555,-112218.719,-111679.969,-112238.164
12.332,-93873.6016,-94567.3594,-93896.6875,-94590.4219
12.342,-70732.3047,-71533.4766,-70762.6016,-71563.6172
12.352,-46219.7812,-46808.5547,-46265,-46853.4844
12.362,-17114.8926,-18084.3242,-17230.1113,-18194.1191
12.372,35516.9453,35084.9297,35482.5781,35049.8594
12.382,49061.3047,49143.543,49037.0508,49118.8242
12.392,52073.5195,52534.7109,52045.1758,52506.0742
12.402,45237.2188,46148.7891,45206.7148,46118.4844
12.412,22819.9277,25040.5859,22761.5078,24986.6191
12.422,-31815.8086,-30415.1504,-31847.3809,-30448.6426
12.432,-47340.4609,-46459.6094,-47360.5625,-46480.4805
12.442,-62660.4297,-61855.5547,-62675.1836,-61870.7656
12.452,-79744.3047,-79020.4453,-79754.1484,-79030.5391
12.462,-96542.9375,-95944.6094,-96549.4766,-95951.3047
12.472,-110116.844,-109724.164,-110120.875,-109728.289
12.482,-120558.625,-120255.812,-120560.641,-120257.906
12.492,-130641.602,-130341.836,-130641.844,-130342.125
12.502,-140415.125,-140180.109,-140413.734,-140178.75
12.512,-148076.016,-147952.578,-148073.094,-147949.672
12.522,-153003.078,-152977.016,-152998.609,-152972.578
12.532,-156023.266,-156039.938,-156017.297,-156033.984
12.542,-158975.016,-158964.594,-158967.547,-158957.156
12.552,-162571.781,-162554.25,-162562.906,-162545.391
12.562,-165813.094,-165828.359,-165802.812,-165818.078
12.572,-168439.562,-168466.531,-168427.891,-168454.875
12.582,-170867.266,-170901.031,-170854.234,-170887.984
12.592,-172735.5,-172796.141,-172721.109,-172781.734
12.602,-174380.359,-174428.875,-174364.625,-174413.141
12.612,-176138.828,-176188.969,-176121.812,-176171.953
12.622,-177847.344,-177900.516,-177829.078,-177882.25
12.632,-178510.484,-178628.797,-178490.922,-178609.219
12.642,-176990.719,-177173.688,-176969.609,-177152.594
12.652,-174898.875,-175048.844,-174876.203,-175026.172
12.662,-172930.141,-173087,-172905.922,-173062.766
12.672,-171267.578,-171380.422,-171241.875,-171354.703
12.682,-170663.625,-170737.922,-170636.609,-170710.906
12.692,-171030.75,-171064.734,-171002.656,-171036.609
12.702,-172817.922,-172792.344,-172789.031,-172763.422
12.712,-176116.953,-176051.594,-176087.578,-176022.203
12.722,-179954.281,-179895.219,-179924.594,-179865.5
12.732,-183693.672,-183635.484,-183663.719,-183605.5
12.742,-188153.078,-188055.75,-188123.047,-188025.688
12.752,-193361.891,-193260.672,-193331.969,-193230.703
12.762,-198687.547,-198595.109,-198657.781,-198565.297
12.772,-203103.438,-203068.719,-203073.734,-203038.984
12.782,-206330.438,-206326.766,-206300.688,-206297
12.792,-208039.359,-208110.031,-208009.391,-208080.047
12.802,-207379.391,-207521,-207348.938,-207490.547
12.812,-205789.406,-205917.438,-205758.406,-205886.422
12.822,-203537.266,-203713.047,-203505.641,-203681.422
12.832,-199007.312,-199263.891,-198974.734,-199231.344
12.842,-192535.781,-192810.734,-192501.969,-192776.953
12.852,-186218.016,-186434.453,-186183.016,-186399.453
12.862,-181192.797,-181349.625,-181156.828,-181313.672
12.872,-177857.375,-177935,-177820.828,-177898.438
12.882,-176401.562,-176417.5,-176364.859,-176380.766
12.892,-176263.531,-176237.469,-176227.031,-176200.922
12.902,-178032.375,-177921.328,-177996.516,-177885.422
12.912,-181825.844,-181671.531,-181791.078,-181636.703
12.922,-186752.547,-186579.641,-186719.078,-186546.109
12.932,-191980.969,-191828.625,-191948.828,-191796.438
12.942,-196020.781,-195944.109,-195989.75,-195913.031
12.952,-197959.844,-197960.062,-197929.625,-197929.812
12.962,-197841.953,-197905.562,-197812.266,-197875.859
12.972,-196317.047,-196402.719,-196287.766,-196373.438
12.982,-194880.859,-194935.469,-194852.062,-194906.672
12.992,-193351.578,-193436.828,-193323.297,-193408.531
13.002,-190436.875,-190566.703,-190408.953,-190538.781
13.012,-186994.625,-187103.031,-186967.062,-187075.469
13.022,-183814.109,-183911.172,-183787.016,-183884.062
13.032,-180836.406,-180918.328,-180809.859,-180891.781
13.042,-177712.719,-177800.422,-177686.781,-177774.469
13.052,-175280.25,-175299.609,-175255.109,-175274.438
13.062,-175114.406,-175048.781,-175090.438,-175024.766
13.072,-176571.312,-176483.703,-176548.75,-176461.094
13.082,-178243.484,-178173.703,-178222.344,-178152.531
13.092,-178897.641,-178879.312,-178877.828,-178859.484
13.102,-179282.188,-179234.484,-179263.734,-179216
13.112,-180845.266,-180755.297,-180828.312,-180738.312
13.122,-183626.406,-183501.391,-183611.062,-183486.016
13.132,-188073.047,-187884.656,-188059.422,-187871
13.142,-194680.188,-194434.703,-194668.375,-194422.859
13.152,-202600.953,-202349.062,-202590.891,-202338.984
13.162,-211133.766,-210877.344,-211125.375,-210868.938
13.172,-219989.203,-219747.375,-219982.375,-219740.531
13.182,-228557.562,-228348.453,-228552.188,-228343.062
13.192,-236429.594,-236262.047,-236425.562,-236258
13.202,-243027.422,-242922.094,-243024.641,-242919.297
13.212,-248342.141,-248275.203,-248340.531,-248273.594
13.222,-252760.016,-252725.797,-252759.547,-252725.312
13.232,-256153.891,-256162.156,-256154.516,-256162.781
13.242,-258051.672,-258118.344,-258053.375,-258120.031
13.252,-258251.219,-258366.156,-258254,-258368.922
13.262,-257407.859,-257533.969,-257411.719,-257537.828
13.272,-256336.266,-256453.828,-256341.219,-256458.766
13.282,-255422.641,-255524.234,-255428.688,-255530.25
13.292,-254872.75,-254955.5,-254879.859,-254962.594
13.302,-254379.859,-254467.375,-254388,-254475.516
13.312,-253441.094,-253544.188,-253450.297,-253553.359
13.322,-251654.531,-251786.5,-251664.797,-251796.75
13.332,-248962.031,-249111.141,-248973.406,-249122.484
13.342,-245607.531,-245765.688,-245620.031,-245778.172
13.352,-242103.812,-242238.469,-242117.469,-242252.094
13.362,-239996.422,-240046.75,-240011.156,-240061.484
13.372,-239709.078,-239716.719,-239724.766,-239732.391
13.382,-239571.422,-239604.766,-239588,-239621.328
13.392,-238582.469,-238640.172,-238599.953,-238657.641
13.402,-237208.938,-237258.703,-237227.344,-237277.094
13.412,-236654,-236647.531,-236673.25,-236666.781
13.422,-238199.438,-238109.984,-238219.312,-238129.859
13.432,-241627.891,-241503.781,-241648.203,-241524.094
13.442,-245532.531,-245424.906,-245553.156,-245445.531
13.452,-248462.859,-248418.031,-248483.828,-248438.984
13.462,-249384.906,-249414.469,-249406.328,-249435.875
13.472,-249018.531,-249060.562,-249040.484,-249082.484
13.482,-248380.797,-248429.703,-248403.266,-248452.156
13.492,-246809.531,-246906.062,-246832.562,-246929.062
13.502,-243844.328,-243978.812,-243868,-244002.469
13.512,-239118.094,-239320.328,-239142.578,-239344.766
13.522,-231788.391,-232069.484,-231813.938,-232094.984
13.532,-222567.453,-222859.688,-222594.328,-222886.5
13.542,-213261.797,-213510.781,-213290.078,-213539.016
13.552,-204598.219,-204810.188,-204627.922,-204839.844
13.562,-196205.875,-196396.219,-196237.031,-196427.312
13.572,-188448.797,-188581.219,-188481.391,-188613.766
13.582,-182197.797,-182257.594,-182231.625,-182291.391
13.592,-177747.281,-177734.359,-177782.062,-177769.141
13.602,-175631.484,-175522.047,-175666.781,-175557.344
13.612,-176546.219,-176338.125,-176581.422,-176373.344
13.622,-179797.188,-179552.812,-179831.797,-179587.453
13.632,-183870.234,-183632.391,-183904.094,-183666.266
13.642,-188518.75,-188268.641,-188551.781,-188301.703
13.652,-194026.203,-193764,-194058.297,-193796.109
13.662,-200548.531,-200269.375,-200579.562,-200300.438
13.672,-207400.516,-207159.812,-207430.484,-207189.797
13.682,-212437.484,-212307.297,-212466.672,-212336.484
13.692,-215386.812,-215309.094,-215415.547,-215337.812
13.702,-217420.438,-217372.375,-217448.828,-217400.75
13.712,-218285.781,-218290.297,-218314,-218318.484
13.722,-218580.172,-218571.234,-218608.297,-218599.344
13.732,-219953.562,-219891.906,-219981.469,-219919.812
13.742,-222664.781,-222574.016,-222692.312,-222601.547
13.752,-225949.5,-225863.172,-225976.594,-225890.25
13.762,-228532.859,-228497.406,-228559.609,-228524.141
13.772,-230131.328,-230116.828,-230157.859,-230143.344
13.782,-231604.297,-231581.703,-231630.641,-231608.031
13.792,-233617.609,-233571.766,-233643.734,-233597.875
13.802,-236125.891,-236079.781,-236151.75,-236105.625
13.812,-237934.531,-237937.672,-237960.203,-237963.328
13.822,-238730.141,-238752.578,-238755.766,-238778.172
13.832,-239250.75,-239276.844,-239276.344,-239302.406
13.842,-238985.297,-239057.859,-239010.953,-239083.484
13.852,-237273.641,-237384.109,-237299.531,-237409.953
13.862,-235313.391,-235394.734,-235339.562,-235420.859
13.872,-233825.875,-233897.219,-233852.266,-233923.578
13.882,-232119.5,-232203.203,-232146.156,-232229.828
13.892,-230163.656,-230242.25,-230190.609,-230269.172
13.902,-228156.531,-228237.219,-228183.797,-228264.438
13.912,-225422.078,-225535.562,-225449.75,-225563.203
13.922,-222021.266,-222133.844,-222049.438,-222161.969
13.932,-218329.406,-218450.016,-218358.125,-218478.688
13.942,-213943.688,-214083.312,-213973.078,-214112.656
13.952,-209101.344,-209236.141,-209131.484,-209266.234
13.962,-203744.5,-203901.312,-203775.5,-203932.266
13.972,-196955.734,-197163.766,-196987.859,-197195.828
13.982,-188081.891,-188346.031,-188115.578,-188379.641
13.992,-177493.328,-177771.406,-177529.078,-177807.078
14.002,-166766.422,-166985.438,-166804.531,-167023.484
14.012,-158157.125,-158247.453,-158197.391,-158287.672
14.022,-152366.844,-152359.406,-152408.75,-152401.266
14.032,-149317.047,-149203.766,-149359.906,-149246.625
14.042,-148825.672,-148647.547,-148868.781,-148690.672
14.052,-149790.453,-149592.578,-149833.391,-149635.547
14.062,-151097.609,-150918.891,-151140.266,-150961.578
14.072,-151866.25,-151713.734,-151908.797,-151756.297
14.082,-153963.719,-153725.438,-154005.828,-153767.594
14.092,-157594.828,-157373.906,-157636.078,-157415.188
14.102,-159852.359,-159730.094,-159893.109,-159770.859
14.112,-159740.219,-159702.656,-159781.062,-159743.484
14.122,-157108.828,-157160.031,-157150.422,-157201.594
14.132,-152810.781,-152877.562,-152853.609,-152920.344
14.142,-148503.484,-148544.781,-148547.609,-148588.891
14.152,-144684.562,-144708.547,-144729.922,-144753.875
14.162,-140701.25,-140737.516,-140747.938,-140784.172
14.172,-136990.812,-136978.062,-137038.828,-137026.062
14.182,-135562.328,-135445.125,-135610.922,-135493.734
14.192,-136281.609,-136129.281,-136330.031,-136177.734
14.202,-138140.719,-137954.078,-138188.578,-138001.984
14.212,-142244.312,-141970.922,-142290.891,-142017.578
14.222,-148391.031,-148108.312,-148435.766,-148153.125
14.232,-153797.609,-153609.984,-153840.828,-153653.234
14.242,-156707.844,-156616.578,-156750.297,-156659.016
14.252,-158550.828,-158459.047,-158592.812,-158501.031
14.262,-160509.625,-160427.953,-160551.109,-160469.453
14.272,-162235.359,-162162.438,-162276.422,-162203.5
14.282,-165090.047,-164953.453,-165130.406,-164993.828
14.292,-168658.094,-168561.016,-168697.562,-168600.484
14.302,-169748.609,-169785.672,-169787.734,-169824.781
14.312,-167773.859,-167881.641,-167813.344,-167921.062
14.322,-165015.922,-165095.891,-165055.953,-165135.875
14.332,-164007.391,-163989.125,-164047.531,-164029.25
14.342,-165834.156,-165728.641,-165873.719,-165768.203
14.352,-169055.266,-168949.312,-169093.891,-168987.938
14.362,-172290.312,-172194.594,-172328,-172232.281
14.372,-175470.594,-175383.562,-175507.344,-175420.312
14.382,-178339.969,-178277.438,-178375.844,-178313.328
14.392,-180561.188,-180523.156,-180596.328,-180558.297
14.402,-182846.234,-182787.406,-182880.609,-182821.766
14.412,-185751.188,-185681.828,-185784.656,-185715.281
14.422,-188606.906,-188555.469,-188639.469,-188588.031
14.432,-191371.953,-191319.703,-191403.609,-191351.359
14.442,-193723.516,-193701.25,-193754.328,-193732.047
14.452,-196173.859,-196113.938,-196203.797,-196143.875
14.462,-200679.234,-200532.266,-200708,-200561.016
14.472,-206996,-206827.172,-207023.344,-206854.531
14.482,-213629.594,-213480.469,-213655.516,-213506.391
14.492,-219087.609,-219013.484,-219112.266,-219038.141
14.502,-222502.531,-222499.188,-222526.156,-222522.797
