Time,Tower_FX,Tower_FY,Tower_MY,Tower_MZ
12.38,-48173.8617,29713308.7,-1.294333856E-03,3929975.75
12.39,-601413.605,29711571.9,-1.621523875E-03,10080183
12.4,-444956.18,29709952.6,-1.43802672E-03,10273751.8
12.41,-88108.7384,29708368.2,-1.073655629E-03,8091994.79
12.42,-73890.1569,29706926.8,-9.101843227E-04,8234889.44
12.43,-63277.4444,29705589.4,-7.563292547E-04,8268847.04
12.44,-311457.033,29704311.6,-8.023448697E-04,10826691.2
12.45,-297578.135,29703048.7,-7.127393589E-04,11295712
12.46,-567612.08,29701801.6,-8.178917351E-04,14523918.4
12.47,-499845.936,29700566.9,-7.418980695E-04,14927293.7
12.48,-608382.968,29699353.5,-7.677188865E-04,16869810.4
12.49,-450019.004,29698169.6,-6.492031186E-04,16273133.6
12.5,-347297.195,29697034.3,-5.509940881E-04,15763199.4
12.51,-393480.838,29695927.4,-5.267210076E-04,16371955.3
12.52,-909652.862,29694787.5,-7.434735031E-04,21750219.6
12.53,-1072398.45,29693603.5,-8.328344495E-04,24823115.9
12.54,-927461.044,29692419.3,-7.951434788E-04,25166801.7
12.55,-514535.283,29691282.2,-6.345506886E-04,22296893.4
12.56,-554678.611,29690188.1,-6.257548887E-04,22797877.3
12.57,-314795.364,29689144.4,-5.221622204E-04,20478954.5
12.58,140020.412,29688199,-3.46484108E-04,15374875.3
12.59,170230.188,29687240.6,-2.933479162E-04,13302148.9
12.6,187010.223,29686222.9,-2.514911218E-04,11262117.9
12.61,-106246.54,29685112.4,-2.952922276E-04,12358447
12.62,119050.345,29683996.1,-2.269039362E-04,9019098.75
12.63,399614.213,29682914.4,-1.45278418E-04,4626820.98
12.64,-34183.4544,29681690.9,-1.968239412E-04,6697232.6
12.65,132674.31,29680467.8,-1.472831093E-04,3915120.67
12.66,134596.247,29679270.3,-1.20895341E-04,2519161.33
12.67,-144214.57,29677994.5,-1.316517265E-04,3947230.68
12.68,-448118.406,29676713.8,-1.449618084E-04,6445186.09
12.69,-54065.7396,29675510.9,-7.886077744E-05,2803306.16
12.7,-296693.198,29674256.3,-7.516677113E-05,4612245.72
12.71,-98714.6511,29672951.7,-3.018428671E-05,2598418.63
12.72,-102015.094,29671623.7,-1.335444336E-06,2235369.11
12.73,-135683.521,29670229,2.460746353E-05,2184489.78
12.74,61499.9223,29668821.9,6.754020111E-05,-17183.0791
12.75,459734.654,29667388,1.285775515E-04,-4682679.66
12.76,103998.679,29665872.5,1.3337403E-04,-2745822.89
12.77,103899.288,29664337.8,1.549053662E-04,-3416571.7
12.78,265710.873,29662841.7,1.840514526E-04,-5556412.98
12.79,591424.964,29661346.6,2.301157322E-04,-9727148.33
12.8,250150.155,29659827.4,2.080644923E-04,-7954198.37
12.81,-64286.9544,29658338.2,1.606395762E-04,-5507712.36
12.82,417054.643,29656933.7,1.926940891E-04,-10101072.2
12.83,104253.258,29655560.5,1.231466294E-04,-7883368.01
12.84,-91872.3517,29654236.4,4.283830929E-05,-6054201.94
12.85,114588.637,29652970.5,1.296213355E-05,-7615051.4
12.86,102539.629,29651746.3,-5.033689781E-05,-7483891.5
12.87,88606.3151,29650563.1,-1.176308183E-04,-7300955.27
12.88,608892.506,29649399.4,-4.638390036E-05,-12378563.1
12.89,230398.379,29648288.2,-1.846076806E-04,-9712079.04
12.9,-125339.664,29647266.1,-3.715994589E-04,-6318883.82
12.91,-78590.8649,29646312.2,-4.769471051E-04,-5924738.57
12.92,-67809.1153,29645424.8,-5.844485134E-04,-5287211.26
12.93,85800.2975,29644588,-6.169121713E-04,-6147455.95
12.94,-363420.125,29643835.9,-8.885813706E-04,-1335147.48
12.95,-60174.918,29643130,-8.599825226E-04,-2964623.16
12.96,28734.6705,29642464.8,-8.730107863E-04,-3170819.51
12.97,-350939.949,29641907.2,-1.105922656E-03,988384.851
12.98,-461925.142,29641409.3,-1.245804143E-03,3414922.27
12.99,-346004.799,29640946.2,-1.247172397E-03,3840047.76
13,-520840.426,29640550,-1.380147752E-03,6790671.4
13.01,-432842.073,29640216.1,-1.336363311E-03,7453141.4
13.02,-474901.876,29639947.1,-1.337443142E-03,9149255.12
13.03,-226419.221,29639755.8,-1.093157406E-03,7914944.98
13.04,-316100.329,29639662.2,-1.032187284E-03,9376280.9
13.05,-664383.029,29639650.3,-1.189491509E-03,13547328.1
13.06,-349367.946,29639687.2,-8.61437436E-04,11895084.2
13.07,-230970.182,29639806.1,-6.054853039E-04,11346971.4
13.08,561162.647,29640061.8,3.116383797E-04,3577524.58
13.09,83762.1526,29640425.8,2.418291562E-04,6520006.68
13.1,-129585.701,29640798.3,2.571560794E-04,7923108.82
13.11,-310010.679,29641184.5,1.905197874E-04,9658761.68
13.12,-213801.218,29641593.6,3.359558612E-04,9000638.71
13.13,202127.413,29642061.1,8.231643824E-04,4859481.72
13.14,308689.325,29642559.2,1.097507163E-03,2723002.45
13.15,-324127.438,29643011.4,6.085478165E-04,7714163.11
13.16,-134566.367,29643467.4,7.643630368E-04,6100732.07
13.17,77336.4658,29643944.3,9.727672598E-04,3855716.77
13.18,-123417.874,29644369.2,8.06865294E-04,5124644.25
13.19,-288034.1,29644755.3,6.110759402E-04,6562831.08
13.2,-332508.474,29645111.9,4.869768472E-04,7263533.05
13.21,-243388.283,29645433.3,4.961964506E-04,6724852.22
13.22,-204154.409,29645703.6,4.84502393E-04,6444590.04
13.23,-482642.931,29645899.6,1.637475234E-04,9238609.88
13.24,-220399.492,29646054.5,3.297240887E-04,7308859.18
13.25,-136050.796,29646161.7,3.815944304E-04,6518860.75
13.26,-117266.689,29646199.8,3.946707016E-04,6103396.41
13.27,-67457.0499,29646188.8,4.331891091E-04,5354111.44
13.28,-50671.035,29646124.6,4.419184133E-04,4817743.01
13.29,252698.31,29646029.2,7.047938997E-04,1366397.8
13.3,273477.727,29645884.5,7.56534863E-04,6926.79162
13.31,159948.841,29645677,6.798783205E-04,-51194.7185
13.32,-100157.159,29645430.9,4.45407209E-04,1729337.94
13.33,387714.567,29645200.2,7.599658875E-04,-3287439.55
13.34,626922.907,29644952.7,9.430173346E-04,-6986382.32
13.35,218977.861,29644631.4,6.742436558E-04,-4809679.2
13.36,374031.854,29644309.6,7.377023623E-04,-7135992.04
13.37,68145.3035,29644002.9,5.026882534E-04,-5088094.77
13.38,177187.415,29643721.7,5.049507414E-04,-6426571.88
13.39,339694.394,29643458.7,5.518112098E-04,-8456128.4
13.4,649214.515,29643181.5,6.996476461E-04,-12358740.6
13.41,739974.032,29642877.1,7.526920234E-04,-14772700.2
13.42,531620.151,29642561.6,6.603560876E-04,-14335501.1
13.43,383998.394,29642282.4,5.812709551E-04,-13854499
13.44,193152.138,29642074.1,4.780277926E-04,-12442569.9
13.45,-156647.906,29641959.2,3.116779187E-04,-8880031.44
13.46,-48764.1371,29641902.5,3.069525192E-04,-8959995.07
13.47,-224962.402,29641879.8,2.213354149E-04,-6408859.66
13.48,-752697.096,29641921.9,3.805463369E-05,86429.0998
13.49,-381064.244,29641939.6,9.543083287E-05,-1083668.94
13.5,-643135.935,29641954,1.110078568E-05,3158130.54
13.51,-537654.624,29641991.8,8.32802351E-06,4217946.56
13.52,221870.529,29642011.6,1.296595082E-04,-1549641.59
13.53,579030.363,29642157.3,1.824110546E-04,-5320877.74
13.54,505761.717,29642479.4,1.70529596E-04,-5777460.91
13.55,115390.673,29642917.1,1.194420352E-04,-2823195.63
13.56,861663.012,29643409.3,1.879978635E-04,-10255794.2
13.57,616518.137,29644030.1,1.617299721E-04,-9594393.18
13.58,464310.166,29644788.7,1.437042784E-04,-9338009.11
13.59,2468.09785,29645671.5,1.090579123E-04,-5428472.19
13.6,-400247.256,29646718,8.039738938E-05,-938948.133
13.61,-136047.17,29647873.8,7.899293475E-05,-2087933.42
13.62,-33585.2128,29649130.7,6.854517932E-05,-2313126.26
13.63,140582.979,29650498.1,5.82832086E-05,-3610484.87
13.64,-235639.957,29651988.4,3.708045581E-05,183493.754
13.65,-137881.586,29653568.3,2.510719428E-05,140596.961
13.66,80051.9771,29655215.5,1.519095835E-05,-1330403.51
13.67,-176390.101,29656971.2,4.358244343E-07,1318093.03
13.68,-319735.949,29658811.1,-1.215084541E-05,3444608.59
13.69,-138932.655,29660707.9,-1.939269564E-05,2690363.13
13.7,47095.0281,29662678.5,-2.304488813E-05,1357712.55
13.71,61628.2473,29664743.1,-2.562207969E-05,1200080.23
13.72,488088.785,29666889.1,-1.506330311E-05,-3158931.45
13.73,381760.229,29669119.2,-1.212558117E-05,-3250294.58
13.74,166670.888,29671413.9,-1.431597108E-05,-2023611.45
13.75,167759.376,29673758,-1.29782151E-05,-2350557.86
13.76,79281.9959,29676162.4,-1.6899919E-05,-1769789.93
13.77,31004.3853,29678626.4,-2.116930804E-05,-1385402.01
13.78,412689.156,29681140.9,1.324532132E-06,-5177785.99
13.79,495326.041,29683701.9,1.393324636E-05,-6931106.48
13.8,156883.758,29686305.5,-7.019013733E-06,-4684261.43
13.81,-331545.243,29688956.1,-5.890043553E-05,-2841.89649
13.82,-674028.637,29691662.9,-1.184451652E-04,4507495.91
13.83,-344371.827,29694385.1,-1.15442704E-04,3132677.99
13.84,-844012.02,29697112,-1.913383144E-04,9192863.95
13.85,-572715.041,29699830,-1.824788696E-04,8658278.35
13.86,-472773.921,29702536.7,-1.771588328E-04,9180007.57
13.87,-695781.157,29705264,-2.046831567E-04,12518688.3
13.88,-375129.377,29708011.1,-1.502162359E-04,10911162.3
13.89,-16880.251,29710813.5,-6.284046839E-05,8057085.01
13.9,254601.638,29713708.1,3.845488931E-05,5030136.54
13.91,290355.198,29716681.4,1.120903142E-04,3638051.26
13.92,-73714.5156,29719673.3,1.010714612E-04,6156014.2
13.93,352284.285,29722704.5,2.27622364E-04,1676413.15
13.94,125364.301,29725775,2.318768894E-04,2705719.23
13.95,-308489.147,29728857.4,1.64904833E-04,6308808.33
13.96,-501034.233,29731995.5,1.147451521E-04,8675599.49
13.97,-553807.675,29735190.2,8.554374047E-05,10126475.7
13.98,-687257.666,29738421.8,3.700474956E-05,12463542.4
13.99,-952746.931,29741671.4,-5.260387015E-05,16410700.7
14,-1003643.85,29744935.7,-9.04421783E-05,18825311.7
14.01,-438588.693,29748248.5,8.07136422E-05,15115158.9
14.02,-36731.9858,29751645,2.773985417E-04,11500872.7
14.03,-82186.5744,29755105.6,3.742893533E-04,11234179.7
14.04,-155266.661,29758596.5,4.520183593E-04,11348025.8
14.05,-291246.217,29762094.9,4.881118153E-04,12297030.8
14.06,-269798.415,29765613.5,5.649655954E-04,11984878.4
14.07,-830640.286,29769111,3.995471719E-04,17450293.6
14.08,-425316.652,29772672,5.788839519E-04,14591499.6
14.09,144228.888,29776348.9,8.955282596E-04,9079762.75
14.1,-52874.6454,29780006.6,9.451446228E-04,9687906.38
14.11,227202.185,29783696.3,1.187289828E-03,6004950.17
14.12,-55033.6456,29787372.9,1.163317403E-03,7358436.05
14.13,-187010.347,29791019.9,1.1558591E-03,7888366.29
14.14,-113280.092,29794718.5,1.217840332E-03,6785255.98
14.15,-425444.274,29798397.6,1.062720496E-03,9374359.11
14.16,-1043094.81,29802044.4,6.638465454E-04,15827188.8
14.17,-155064.411,29805811.4,1.075782162E-03,8774292.11
14.18,-317100.306,29809553.5,1.007044487E-03,10024494.7
14.19,-296230.102,29813222.1,1.04515658E-03,9685772.13
14.2,-505686.02,29816889.4,9.170852128E-04,11742387.5
14.21,-446935.4,29820532.7,9.342472986E-04,11600889.8
14.22,-293868.814,29824188,1.03378264E-03,10382827.7
14.23,102973.547,29827844.5,1.352923974E-03,6291011.94
14.24,203584.778,29831479.2,1.529835736E-03,4167283.45
14.25,308035.635,29835067.4,1.712470486E-03,1753578.21
14.26,463405.406,29838631.3,1.923262518E-03,-1354589.51
14.27,734770.833,29842161.4,2.225789534E-03,-5960468.62
14.28,302298.424,29845600.6,1.962971751E-03,-4104763.14
14.29,536316.793,29849037.2,2.113780607E-03,-7752131.57
14.3,865633.298,29852500,2.356251812E-03,-12768322.2
14.31,675829.19,29855882.6,2.193079506E-03,-13366984.2
14.32,1187279.57,29859233.2,2.561960852E-03,-20386262.4
14.33,441420.867,29862524.4,1.867565545E-03,-15870481
14.34,46466.7197,29865886,1.275329372E-03,-12907573.2
14.35,469502.696,29869369.8,1.313111136E-03,-16876814.7
14.36,491179.513,29872834.4,1.09629845E-03,-17829317.7
14.37,-48133.9568,29876276.9,3.721412936E-04,-13170624.3
14.38,47002.3751,29879713,1.243392973E-04,-13359071.2
14.39,-466214.385,29883159.4,-6.596947464E-04,-7555180.69
14.4,-168552.051,29886551.1,-7.346884682E-04,-8620297.86
14.41,283030.408,29889786.9,-5.393690761E-04,-11894630.4
14.42,-104946.305,29892993.4,-9.967852354E-04,-7967335.11
14.43,-220759.38,29896171.4,-1.255884026E-03,-5781724.36
14.44,-551580.439,29899318,-1.73201357E-03,-1060943.12
14.45,-230765.399,29902397.7,-1.602145122E-03,-2117443.65
14.46,52716.2213,29905417.2,-1.385501852E-03,-3637781.98
14.47,-130962.98,29908502.1,-1.515632926E-03,-1310373.61
14.48,-389580.313,29911636,-1.744249383E-03,2199396.44
14.49,-43372.8744,29914756,-1.429726566E-03,281038.104
14.5,61372.6095,29917922.2,-1.245888221E-03,-158031.185
14.51,345666.113,29921179.2,-8.469547926E-04,-2789872.12
14.52,44660.1972,29924538.6,-9.525471617E-04,-278166.985
14.53,-117665.913,29927968,-1.00299943E-03,1545675.98
14.54,-135954.192,29931431.2,-9.639051013E-04,2358647.85
14.55,105768.311,29934948.3,-6.796645576E-04,537067.796
14.56,-150557.929,29938546.4,-8.00466301E-04,3044524.77
14.57,44731.4464,29942204.1,-5.621429086E-04,1601351.02
14.58,27931.2396,29945912.4,-4.833124739E-04,1806939.48
14.59,-189920.508,29949675.7,-5.851492504E-04,3982948.76
14.6,72981.4104,29953465.1,-3.218099621E-04,1878618.15
14.61,-348940.024,29957285.6,-5.915539039E-04,5965413.74
14.62,682434.858,29961124.3,2.478695167E-04,-3557362.02
14.63,-17422.4261,29964993.7,-1.352601017E-04,1740324.13
14.64,259592.933,29968857.6,1.102924443E-04,-1160375.52
14.65,19757.5029,29972704.2,-1.162644146E-05,628433.343
14.66,-77829.9163,29976529.5,-6.652712502E-05,1470992.05
14.67,-115399.872,29980330.2,-9.9290784E-05,2026352.41
14.68,-286510.551,29984097.5,-2.130771622E-04,3988037
14.69,-358439.376,29987821.7,-2.77680299E-04,5368815.33
14.7,-552743.903,29991490.9,-4.005747279E-04,8150178.38
14.71,-69016.6332,29995103.1,-2.191653263E-04,4566183.19
14.72,-566639.246,29998651.6,-4.233765319E-04,9580234.93
14.73,-364037.262,30002134.2,-3.895279556E-04,8711535.37
14.74,-641309.498,30005545.5,-4.974482452E-04,12208860.8
14.75,-307998.312,30008888.8,-4.76685485E-04,10132537.5
14.76,-133771.859,30012193.8,-5.213337145E-04,8806929.79
14.77,-299430.823,30015444.1,-6.266620239E-04,10328200
14.78,460731.708,30018685.9,-7.421180319E-04,2957127.3
14.79,118840.317,30021875.9,-8.866048336E-04,4729800.81
14.8,45952.1827,30024976.4,-1.023156725E-03,4566346.01
14.81,400564.013,30028052.7,-1.23609244E-03,433430.566
14.82,723094.87,30031080.8,-1.514937582E-03,-4302750.82
14.83,392184.317,30034006.9,-1.57733917E-03,-3291691.1
14.84,86253.4769,30036850.1,-1.51306756E-03,-1616162.99
14.85,97128.6937,30039688.5,-1.492646316E-03,-2213294.94
14.86,-342185.094,30042502.9,-1.133962985E-03,1725049.16
14.87,-12800.0013,30045310.2,-1.209332282E-03,-929529.667
14.88,-377119.421,30048066.7,-7.935566185E-04,2626992.07
14.89,-456926.389,30050763.3,-5.247488176E-04,4184968.34
14.9,-504040.984,30053408.9,-2.603224074E-04,5705801.4
14.91,-478967.388,30055978.5,-1.001453886E-04,6568625.21
14.92,-297553.743,30058479.1,-1.884142418E-04,5774733.17
14.93,122076.927,30060924.3,-7.202344081E-04,2093311.73
14.94,188555.845,30063324.7,-9.901050214E-04,858535.326
14.95,444707.831,30065684.7,-1.564336584E-03,-2472469.93
14.96,173533.893,30067993,-1.396327366E-03,-1100685
14.97,-73089.7708,30070257.1,-1.067978773E-03,717268.524
14.98,495735.006,30072523.8,-1.947912737E-03,-4941030.83
14.99,290014.218,30074767.9,-1.742320288E-03,-4246007.99
15,249489.928,30076989.5,-1.696349471E-03,-4728057.33
15.01,194703.653,30079212.8,-1.523603591E-03,-4822039.48
15.02,162832.483,30081442.1,-1.334996949E-03,-4988910.36
15.03,449475.585,30083675.2,-1.756350598E-03,-8222777.17
15.04,-378422.424,30085910.2,8.721845898E-06,-947034.152
15.05,6013.71304,30088168,-3.203201687E-04,-3734639.29
15.06,-421829.267,30090432.6,8.91076014E-04,800826.298
15.07,358909.656,30092676.8,-4.350728391E-04,-5847893.07
15.08,29379.9861,30094899.1,2.56824912E-04,-3220546.02
15.09,55134.6901,30097117.8,2.884247707E-04,-3448030.78
15.1,-334001.822,30099331.1,1.31011897E-03,572084.983
15.11,-120903.419,30101539.6,1.106694944E-03,-519825.548
15.12,-776953.915,30103747.6,2.806791242E-03,6610211.95
15.13,-569694.047,30105936,2.739936964E-03,6637062.04
15.14,-725913.213,30108086.5,3.341430405E-03,9831466.26
15.15,-707639.049,30110217.7,3.470481762E-03,11494254.4
15.16,-661339.339,30112333.5,3.424413679E-03,12794222.8
15.17,-632436.036,30114457.1,3.292114365E-03,14031763.4
15.18,-440196.545,30116607.8,2.669740771E-03,13455211.2
15.19,-271068.936,30118816.3,1.944243305E-03,12526636.9
15.2,-319803.463,30121082.5,1.633670717E-03,13249900.6
15.21,-256910.775,30123394.3,1.100441799E-03,12902658.2
15.22,-99194.8458,30125753.6,3.392453927E-04,11396023.3
15.23,152488.986,30128170.8,-6.944154435E-04,8472512.27
15.24,231593.495,30130630.5,-1.39315616E-03,6596361.07
15.25,3435.33613,30133079.6,-1.326973604E-03,7580399.61
15.26,31464.4612,30135526.1,-1.637232806E-03,6589377.86
15.27,-208404.712,30137962.6,-1.274244798E-03,8251046.15
15.28,-110672.562,30140403.5,-1.513236646E-03,7106427.5
15.29,-67541.0071,30142855,-1.64627664E-03,6299467.64
15.3,107753.441,30145291.5,-2.075647559E-03,4026305.7
15.31,281322.44,30147706.5,-2.550213765E-03,1355619.38
15.32,211797.911,30150052,-2.543914371E-03,704588.297
15.33,399834.201,30152342.7,-2.986807078E-03,-2306010.91
15.34,-124.326186,30154541.4,-2.242831856E-03,194411.83
15.35,-424930.134,30156667.5,-1.238093027E-03,3991155.27
15.36,-215447.522,30158797.1,-1.296069361E-03,2609568.7
15.37,159396.419,30160871,-1.794024307E-03,-940998.443
15.38,158900.447,30162821.1,-1.758702704E-03,-1709477.98
15.39,118963.932,30164653.4,-1.6432629E-03,-2045527.8
15.4,-386442.34,30166380.6,-6.310984732E-04,2481962.57
15.41,-618450.76,30168040.9,7.611351905E-05,5581810.04
15.42,-505114.472,30169635.9,2.247830973E-04,5862443.35
15.43,-290902.221,30171122.9,8.849319671E-05,4796800.73
15.44,210256.513,30172510.6,-6.73040698E-04,258059.285
15.45,428200.81,30173808.2,-1.155879544E-03,-2719488.67
15.46,32932.5929,30175000.6,-6.862794595E-04,-104180.312
15.47,292376.521,30176118.8,-1.0996697E-03,-2995478.22
15.48,494126.376,30177178.1,-1.471876114E-03,-5873617.77
15.49,514746.091,30178162.1,-1.607410122E-03,-7478102.42
15.5,1064412.44,30179078.6,-2.515835372E-03,-14369510.9
15.51,1126427.78,30179898.5,-2.802598807E-03,-17658068.2
15.52,936566.854,30180617.2,-2.66282194E-03,-18519452
15.53,528100.36,30181304.5,-2.053622639E-03,-16512825.7
15.54,722505.711,30182024.8,-2.124724337E-03,-19373761.5
15.55,575530.467,30182764.5,-1.740174997E-03,-19159089.4
15.56,458627.624,30183513.7,-1.345041917E-03,-18820739.3
15.57,247218.63,30184273.5,-7.737038609E-04,-17082034.8
15.58,239770.921,30185033,-4.278006401E-04,-16769064.2
15.59,-165770.276,30185798.8,4.268624154E-04,-12354061.4
15.6,-245232.548,30186540.4,9.25268168E-04,-10153997.5
15.61,-176863.869,30187180.9,1.200717443E-03,-9169207.56
15.62,-7852.58281,30187712.2,1.256423625E-03,-9409524.52
15.63,-294893.842,30188193.4,1.781811863E-03,-5523968.99
15.64,-139761.067,30188596.3,1.782159527E-03,-5384409.76
15.65,-629500.553,30188970.3,2.490338444E-03,842692.103
15.66,65102.2794,30189232.7,1.827841739E-03,-3693183.74
15.67,270232.769,30189449.7,1.52640738E-03,-5075313.71
15.68,189783.526,30189784.9,1.471025503E-03,-4304151.38
15.69,170485.377,30190141.3,1.372457522E-03,-3920463.69
15.7,505536.334,30190504.7,8.764255321E-04,-7065649.86
15.71,-182109.642,30190961.6,1.474013807E-03,-837249.443
15.72,-123377.469,30191444.1,1.405557055E-03,-425744.279
15.73,-466439.386,30191934.3,1.774606941E-03,3936014.36
15.74,-57231.296,30192441.2,1.365435365E-03,1458772.71
15.75,85686.6043,30192985.7,1.127368085E-03,599906.554
15.76,-26501.8503,30193634.4,1.109609468E-03,1792589.62
15.77,-92888.7347,30194325.3,1.075020127E-03,2795026.22
15.78,-447884.919,30195048.7,1.362299061E-03,6832344.82
15.79,-86828.2567,30195765.9,9.816694529E-04,4510497.27
15.8,36791.1229,30196512.3,7.522280945E-04,3620364.48
15.81,24354.6641,30197309.1,6.216392763E-04,3645378.79
15.82,-187583.076,30198122.5,7.042464306E-04,5693686.19
15.83,490188.011,30198934.9,-3.584155547E-05,-686299.384
15.84,86765.6999,30199757.7,1.456039404E-04,2056153.16
15.85,14188.3104,30200558.5,1.085292829E-04,2390882.2
15.86,-62926.5257,30201325.4,1.221477229E-04,3070675.63
15.87,236936.654,30202063,-2.004938409E-04,96471.089
15.88,-125743.959,30202761.3,4.311155991E-05,3010832.71
15.89,242764.662,30203416.6,-3.108289796E-04,-538241.179
15.9,279811.219,30204022.8,-4.212726193E-04,-1619684.29
15.91,121794.608,30204557.8,-3.542781312E-04,-911337.261
15.92,389745.062,30205026.6,-6.210141956E-04,-4013021.05
15.93,265477.453,30205415.9,-5.704777362E-04,-3815046.18
15.94,355110.128,30205721,-6.724173682E-04,-5461496.52
15.95,404378.164,30205941.1,-7.339074313E-04,-6840775.95
15.96,831468.792,30206065.3,-1.128793232E-03,-12117776.4
15.97,748695.638,30206073,-1.131630753E-03,-13286576.1
15.98,857848.09,30205959.8,-1.255731907E-03,-16126866.4
15.99,231221.235,30205763.7,-6.983545474E-04,-11698984.4
16,87495.621,30205544.5,-4.087971747E-04,-10461390.6
16.01,-19044.9458,30205297.6,-1.062321291E-04,-9077259.67
16.02,-258911.254,30204999.8,3.224771916E-04,-6091854.59
16.03,-50645.5086,30204593.5,3.760268843E-04,-6961125.32
16.04,-222054.995,30204073.1,6.98070105E-04,-4517838.31
16.05,255650.371,30203416.9,4.320844685E-04,-8203221.14
16.06,20769.6677,30202662,6.893725297E-04,-5900662.37
16.07,-501987.425,30201872.2,1.245853431E-03,-185134.694
16.08,174274.353,30200938.5,8.014199839E-04,-5112994.31
16.09,124065.796,30199935.2,8.469554704E-04,-4472288.3
16.1,636923.245,30198893.3,3.461719577E-04,-9507893.62
16.11,474313.69,30197826.8,3.722518151E-04,-8973615.02
16.12,512730.72,30196751.4,2.584786065E-04,-10102821.4
16.13,117086.543,30195663.8,5.800140149E-04,-6870966.06
16.14,380635.433,30194564.9,3.756477244E-04,-9265621.02
16.15,287802.126,30193464.1,4.585290515E-04,-8688321.06
16.16,125761.084,30192400.9,6.254637634E-04,-7240650.82
16.17,-311825.861,30191367.6,1.104729299E-03,-2556875.21
16.18,118025.323,30190314.4,8.301334034E-04,-5475916.07
16.19,-362264.583,30189284,1.319207039E-03,-339563.53
16.2,-416291.838,30188276.2,1.471818485E-03,1612577.22
16.21,-444376.26,30187229.9,1.590194376E-03,3502429.38
16.22,210520.938,30186155.1,9.972250463E-04,-1515864.01
16.23,133467.397,30185128.1,9.393177969E-04,-903643.975
16.24,-153050.079,30184171.3,1.095543908E-03,1892112.01
16.25,87152.9229,30183195.6,8.149686098E-04,172329.919
16.26,-181621.188,30182240.8,9.770314978E-04,2921202.45
16.27,-518452.053,30181303,1.260375502E-03,6934339.29
16.28,35340.0998,30180343.5,7.486956855E-04,2866910.24
16.29,498004.906,30179414.2,1.83180484E-04,-1750904.58
16.3,312360.993,30178555,1.355924197E-04,-1164794.09
16.31,73920.4256,30177704.6,2.112305834E-04,433068.306
16.32,-522719.212,30176837.4,7.133847166E-04,6291192.96
16.33,-436122.091,30175951.6,7.039403869E-04,6776803.59
16.34,-322109.099,30175048.3,6.356782629E-04,6760829.3
16.35,-263621.523,30174137.6,5.657742041E-04,6884077
16.36,-297168.947,30173221.2,5.548057606E-04,7738555.8
16.37,-142497.836,30172291.9,3.723626059E-04,6743488.45
16.38,-132873.698,30171345,2.865904435E-04,6772973.21
16.39,-462837.557,30170360,5.008196964E-04,10124971.7
16.4,-241108.661,30169338.5,2.975767389E-04,8750070.14
16.41,-325489.212,30168279.1,3.15548714E-04,9871521.09
16.42,-331341.975,30167174.6,2.73984324E-04,10309647.3
16.43,-19005.0892,30166050.2,-3.277224958E-05,7563305.05
16.44,-740632.166,30164845.4,4.638601553E-04,14353738.9
16.45,-798785.198,30163565.8,5.446081766E-04,16240744.1
16.46,-859065.479,30162230.6,6.322782004E-04,18348590.4
16.47,-585952.9,30160834,4.363016081E-04,17099180.7
16.48,-169810.299,30159440.3,6.358143661E-05,13649942.4
16.49,-124883.189,30158026.5,-1.002538893E-04,12769340.5
16.5,-32827.4609,30156574.1,-2.965675767E-04,11245436.3
16.51,-390736.517,30155025,-1.511180123E-04,14018406.5
16.52,117517.312,30153447.1,-5.6621317E-04,8971824.73
16.53,-15627.0464,30151809.9,-5.803836763E-04,9111010.4
16.54,-208222.035,30150046.3,-5.200099688E-04,10092256.9
16.55,70383.0477,30148267.8,-7.35468794E-04,6923218.46
16.56,-153341.214,30146394.8,-6.348283671E-04,8103988.94
16.57,369218.491,30144486.3,-9.923099754E-04,2334734.89
16.58,78828.1833,30142475,-8.680961409E-04,3499372.22
16.59,-119260.652,30140329,-7.497138971E-04,4441117.59
16.6,-462603.441,30138132.4,-4.92679962E-04,7492924.8
16.61,-876839.822,30135866.2,-1.454346669E-04,12144137.6
16.62,-791702.066,30133574.9,-6.244395965E-05,12861687.6
16.63,-752114.017,30131193.5,1.470690687E-05,13812009.4
16.64,-704141.142,30128692.6,5.562793679E-05,14495327.6
16.65,-625107.257,30126093.5,5.415184722E-05,14720242.1
16.66,-732661.172,30123386.3,1.349966312E-04,16574536.4
16.67,-341927.504,30120624,-6.134637839E-05,13649885.5
16.68,-278833.214,30117800.4,-1.285441997E-04,12999765.4
16.69,-401920.588,30114880.6,-1.044689565E-04,13972221.3
16.7,-522390.088,30111893.3,-6.147586107E-05,15248322.2
16.71,-342709.546,30108871.3,-1.56880274E-04,13805401.7
16.72,-137247.456,30105828.8,-2.826364368E-04,11619771.7
16.73,74988.1005,30102757,-4.28969927E-04,8799617.3
16.74,-185087.212,30099607.1,-3.571868474E-04,10188678.2
16.75,-287565.185,30096398.5,-3.225553497E-04,10670873.1
16.76,422113.519,30093256.1,-6.42708653E-04,3325055.66
16.77,579472.155,30090067.1,-7.697973572E-04,-269397.98
16.78,-4054.38001,30086701.8,-5.708777742E-04,3155094.1
16.79,-228728.769,30083306.7,-4.559234165E-04,4603366.08
16.8,237690.712,30079998.6,-6.011433198E-04,-183242.843
16.81,254243.652,30076644.5,-5.999180619E-04,-1623232.54
16.82,408642.23,30073211.7,-6.521562651E-04,-4481062.28
16.83,319095.154,30069714.2,-6.119886429E-04,-5137148.28
