time,fy_node_1,fy_node_23,fy_node_43,fy_node_61,fy_node_132,fy_node_114,fy_node_94,fy_node_72
1483,156304.171785,-41022.5814281,151929.211553,236537.722707,150793.848479,92018.7143472,-186237.211723,-338058.25923
1484,28555.6372605,65478.355494,29768.4211451,196155.798231,39017.1090463,-70162.9233454,4971.16732669,-252778.806449
1485,-226467.929614,162740.968876,57169.8521816,364190.475264,-65502.5629409,88091.6043585,56626.1573549,-85683.0941184
1486,-229739.288824,262584.290209,113575.215013,202580.545436,-29222.1115838,-111603.580663,-4383.85507904,-221879.365024
1487,-360199.590881,456201.498934,51319.383755,86518.1523391,-223383.575621,-174540.757389,306731.872683,-367081.774032
1488,-368913.120307,536132.76294,-56234.9075844,34441.6131586,-277830.298265,-200167.647316,263022.382088,-259592.017977
1489,-389958.272362,504705.766862,4424.65077298,85241.1921508,-139816.605046,-266658.348693,226479.054938,-148985.566298
1490,-354902.895123,446768.296116,173184.489617,18639.3323786,-27976.9695574,-248467.083811,231150.372181,-3934.85611395
1491,-435879.740687,312215.711802,51015.0312046,89430.1827623,34065.3096963,-183366.179169,210525.363473,-28146.5908104
1492,-475798.164881,280512.250529,-164306.564018,-3764.74207466,35041.4031734,-224129.55282,181467.280429,-77733.9937112
1493,-471504.845324,456059.841178,-55463.2188613,-118190.306195,155532.387623,-136530.703882,145555.937432,-257889.20368
1494,-467812.566435,450260.114928,146208.714078,-44313.7650589,108505.068657,-211688.226589,157072.177925,-388369.920339
1495,-605176.388285,352543.180795,226018.622715,89218.470998,78107.656948,-213909.04747,228765.943377,-460456.558852
1496,-494308.959784,276318.627932,279335.538219,62697.7733778,77003.7540685,-23781.7767075,141352.824973,-431325.217812
1497,-456434.634441,381837.189337,103060.781947,-212140.72025,218562.162746,25583.7356965,73873.9101345,-440768.338679
1498,-434000.376066,371779.698094,-143359.808905,-239901.083766,285411.977639,-177288.931192,9407.9170572,-254200.857608
1499,-375729.443566,401171.210859,15439.7036931,-139761.123591,217243.29986,-198130.48856,-15176.9500944,-297869.813409
1500,-461861.529315,498626.401005,63500.5852555,114164.96245,18708.0295881,-170445.68195,-51638.1379165,-432011.716204
1501,-391884.860525,315647.190209,58836.946795,184141.427797,62694.3159756,-290296.939063,-165656.364403,-60776.2190967
1502,-285202.156364,166599.398379,279511.774478,386494.201266,41163.135958,-119898.833464,-324400.374996,73032.4702728
1503,-322378.375152,351122.239688,298027.431125,333303.99685,-53711.0142335,-8875.56614811,-182049.723074,-80635.1000071
1504,-462092.220539,492517.716873,286435.533435,155611.531244,-8739.48682389,152084.488896,29980.0544618,32631.1289223
1505,-456598.309591,477996.851346,30588.5322776,262064.730125,-165990.445713,8689.02446848,-80711.4989089,122540.321445
1506,-385574.032983,350381.055629,132608.052301,-29703.2144855,-198051.563551,176012.468548,-278241.024086,169577.026445
1507,-336775.396282,365179.201303,194324.73424,30779.6570975,-239535.391307,217597.63151,-193574.051278,78677.1061395
1508,-169559.695427,581658.19266,227414.803951,86200.1419765,-120254.978961,277635.17755,-344109.575106,98363.5617279
1509,-262908.088642,480148.479626,206447.101043,149167.032223,-203318.571704,358520.406216,-330613.607978,64407.9872525
1510,-313961.806924,392636.275469,60126.2554413,253730.583964,-34918.8281398,273994.045702,-226122.54371,14019.4331591
1511,-341625.189428,205215.074544,72570.3726505,-38791.6282883,90255.5538012,184378.479044,-35153.1981664,-76202.1824298
1512,-311950.586228,207446.621157,21876.3286217,46335.2932473,35980.8610032,29306.8686885,22464.1530516,-13192.1402899
1513,-196643.307333,56877.1578719,-1801.56772524,-158802.251173,-160256.180014,46793.5354968,-6282.29492925,181055.016596
1514,-165925.596818,32723.6324006,-105159.821349,-291592.457171,-156346.189581,44333.7555131,-28209.7523717,212343.595808
1515,-304991.988351,3737.33280317,-70653.1511489,-259859.282326,-207411.812481,45457.0335992,-35729.4400868,-50114.5288283
1516,-157395.85181,-167272.813866,65850.9532274,-241907.398313,-275660.151679,13774.6046599,-109749.086903,-33920.8426932
1517,-296068.42321,-135101.310226,246012.143893,-173598.961257,-247181.84065,-132971.770071,71605.0254524,82250.7832662
1518,-130853.689219,-10041.0270101,260920.338769,-64390.9130961,-424567.872541,138128.708034,173052.500973,-26325.3905707
1519,23328.9881826,61576.291597,366833.419698,89488.5696235,-169161.547537,235573.875687,-23615.3208919,-21917.7642402
1520,50162.8453791,-117109.16716,457642.384613,196801.63881,-368941.422747,54617.4582307,138175.32524,127014.003893
1521,-83235.5449129,62097.4334195,247246.131194,165263.832672,-249084.947376,-40883.9062769,328271.05595,258293.684146
1522,-104686.953209,-12583.2875815,145595.282682,200341.536713,-314838.212796,235023.219182,402472.434568,144636.613255
1523,-262813.677241,-53236.8678457,159337.878134,174755.671426,-270014.45922,126745.995166,322929.351919,213020.481944
1524,-431597.261002,16018.0389423,104034.177906,43991.3139081,-380668.902692,101816.481668,339053.023659,275012.94535
1525,-192708.613988,-15562.2134541,152200.403719,306961.174685,-394574.129225,-53185.5851432,184506.092118,244982.91865
1526,-157642.902172,-264180.286999,131992.243279,246005.64238,-382829.456486,-185444.44385,119159.34134,307581.324847
1527,-38602.7678685,7904.65458014,28309.497148,267113.809256,-281768.354266,46816.957037,282853.863927,-14422.0257634
1528,-9650.28439275,-63317.4611111,210319.49139,377291.520644,-159217.69817,-5537.33403312,415400.521852,49282.9685523
1529,241838.433885,-73207.1950109,152379.294189,381737.496119,-133375.575968,114451.142742,461175.454644,6734.98038349
1530,311370.341768,-48262.9604937,123073.92357,300001.35332,-337626.628017,43338.100435,383186.716759,-9297.42431331
1531,203948.239113,-102778.710805,212982.463902,165396.959515,-544997.687034,6740.01295836,298058.650207,-78749.5882506
1532,105121.827973,-47173.8464052,112415.08608,206564.128749,-349005.703238,94639.7279152,189246.167737,-37675.7444749
1533,106694.206127,-80988.9209129,135516.258992,144080.165461,-274646.646614,210445.984452,151538.807027,-2369.29793442
1534,95140.8267788,-117214.288106,-26580.9593488,70977.7458354,-434703.333604,114599.331664,47515.2235354,244762.952356
1535,206706.839104,14753.5067438,-79920.1610592,70250.4839291,-442530.778927,-22870.8574472,36344.4919094,173645.386328
1536,211746.913885,81505.0453396,18979.4155795,-51530.9363788,-387494.707944,31652.6771936,-7899.26215331,121939.962327
1537,-16855.8843362,242985.55637,124250.787557,-97594.9080336,-487374.791301,55632.2348045,-8212.81553575,72630.98765
1538,98942.6284193,111050.715443,401589.891549,-284819.340896,-427449.394626,101081.725186,45834.9741036,145264.506109
1539,96799.0425951,71487.8592201,404691.636643,-134500.602364,-424023.077512,112052.24812,63240.0146953,138407.397228
1540,74184.5801494,16946.3411209,241097.528797,238134.615927,-305509.789509,109603.205481,37257.7240176,167217.727808
1541,91927.3358218,121687.846374,17186.4814595,135855.192098,-49681.0501487,111191.33955,-213003.625544,135157.635151
1542,344269.127113,94473.7865797,5505.58088843,-24113.4790976,77536.3286616,34474.3196431,51511.1606899,100983.485658
1543,445949.817638,3310.34150807,96435.5995459,-41143.1686852,3517.87218909,-75707.3446087,-73202.8446269,63367.5429148
1544,316304.189083,-71352.0353568,446.885246421,-129639.473565,866.699065151,-69232.1937413,9042.81576112,143766.928488
1545,384237.614831,-92820.8745443,112253.791848,-114619.556942,-50373.9809506,-48220.39221,-109621.623735,279177.516778
1546,542922.727867,-151091.295181,10381.311371,-62666.1488686,77204.6186625,65941.1357872,81494.651638,183698.212529
1547,663435.98773,-124032.520256,145180.430593,-217850.126212,82327.7430929,49484.7700679,125198.238549,72879.3184106
1548,660181.70616,-128603.97429,205438.52224,-314025.620366,51404.3679462,82086.3006907,-19398.6658121,-31085.9217286
1549,646036.157947,-148116.338774,384006.49657,-272289.936679,-74530.7710789,140056.319533,-100021.722759,-94160.936303
1550,501465.079121,-172783.127814,240879.412867,-407761.613328,-105777.078237,335056.64003,-285780.195757,-131028.940004
1551,507512.689574,-165587.375586,189017.527301,-370159.938724,161145.501725,349655.851447,-40656.1789746,106706.616119
1552,226838.913367,-236561.054965,109428.211658,-565623.74783,153245.40787,398520.669452,63053.8452639,113937.632363
1553,110699.245602,-221351.542858,44390.4948684,-707519.61524,22517.4810096,359209.296436,20500.2816688,244404.000781
1554,-22081.589074,-107780.260636,172015.095495,-800537.479033,109331.463609,343872.620641,-119965.489374,108174.02779
1555,73266.6926197,-2852.31865216,326487.746328,-751540.663243,51898.3591457,267374.087746,-111837.910692,50872.2283097
1556,-89703.4981525,-26424.4489944,236123.886484,-534084.361141,37187.3760561,275967.981399,75582.7566302,57629.4621528
1557,-56858.7807022,-18221.8431811,66180.6076554,-519062.110526,185478.298023,160760.274666,7808.07459352,259390.257882
1558,-21737.5026795,64032.6627472,-19530.9579162,-343894.880684,187041.232482,111894.802957,79995.7282368,307402.291805
1559,-89478.4425271,117806.553464,-91505.0220337,-304339.411098,59829.8911236,-31427.7695014,207843.743807,265365.820116
1560,-92732.1554606,211668.972142,-98665.8418409,-114643.163837,-16936.6972535,-43598.18613,26976.7082104,164802.354428
1561,-145409.917681,270081.707062,-282833.262349,-230744.445718,249661.593686,-152550.710923,-73470.5213732,121630.531736
1562,-186296.738388,79105.9603061,-547200.225993,-288485.311978,290338.082899,-332351.596549,-63235.2904512,162798.742348
1563,-173755.355705,-171920.837769,-529071.416245,-289775.394739,294123.815137,-315730.204098,-220616.729756,228483.841339
1564,-118733.574665,-217038.181707,-322413.635952,-341064.093042,131617.725287,-311049.725079,-185885.138872,237826.500399
1565,-219685.182314,-100206.354267,-354380.590205,-756581.122382,153591.400899,-350358.641803,-148919.693284,83463.0260279
1566,-328264.269574,-179617.956029,-305713.630872,-503180.417551,127873.883168,-332281.092005,-119579.199702,-89116.4707116
1567,-248432.157549,-279143.994868,-283502.737257,-533690.946009,-8743.47312106,-94462.8695943,-59503.8267928,28937.5365957
1568,-367774.34736,-380944.149731,-378175.192242,-349748.90028,159792.1186,-102964.424134,116850.514643,55693.2727825
1569,-409192.00915,-98788.7094242,-429351.248719,-240706.823469,210359.183913,17739.8505695,34629.6713551,181298.555264
1570,-289384.081338,-312870.005778,-573583.882474,-350979.242568,121370.415925,-200105.121835,-8648.75160395,-14723.3046912
1571,-189820.710307,-382662.762899,-581254.291704,-221588.613439,-130449.020214,-135369.692459,-86277.0513983,20635.4716829
1572,-95496.3205227,-276679.389839,-568432.087294,-121980.62196,-184573.803791,-41276.4705288,-222511.080152,32504.1371318
1573,-127910.574042,-223152.196887,-414170.761977,-1986.76099365,-227062.176693,-56710.9153748,-164258.667091,-162896.499649
1574,-252013.889156,-217733.334511,-335729.888122,40776.8027116,-131165.659352,-121121.587335,-268228.425986,-2727.12203806
1575,-415815.900093,-332564.698033,-183720.473568,-136836.003028,-107346.300083,28422.5079103,-348896.553202,38774.5971431
1576,-375160.873888,-72789.2501597,-290384.174723,1224.09858745,25177.4989564,-67262.8014646,-177246.93593,140947.148514
1577,-207346.728892,12965.6708654,-256148.263718,7569.94039932,-7999.32762135,77341.2406587,-321861.956933,-33256.9778046
1578,-35107.2019517,143976.564607,-36728.4913436,-49144.1094385,109627.667813,166169.739737,4105.19791022,-253286.086711
1579,-163667.576072,388873.546333,29731.6137609,126463.074229,161579.562634,135917.398029,-132360.610837,-95435.3184972
1580,-38796.729214,100626.409637,1470.90329577,41533.2960679,185470.580787,187929.955545,-95355.7563833,28385.2603393
1581,-54160.6644784,65505.7163139,110876.085399,-83097.7319265,32392.620603,15812.6854828,282367.569148,222214.56759
1582,131537.846491,211791.778143,208967.822698,-205161.846868,51551.07464,-93647.8526681,387622.81118,67641.4681567
1583,43757.4753155,136857.369152,182321.187836,6605.12881121,53930.287519,122326.149749,227245.238249,-120468.241102
1584,277167.063815,226425.19712,339862.650164,380163.472243,216333.174357,226211.122473,213548.642617,-209009.181245
1585,277458.05873,255025.744922,459113.919819,401196.705677,366408.196911,233222.681472,253675.416363,-24760.2360075
1586,55472.8720318,157457.439223,391078.084059,161678.105009,320258.382059,99137.5634027,169773.431922,119427.513292
1587,207517.478765,237276.373983,343140.142891,-9207.60217684,189553.982863,-38220.7821277,-9275.00315391,23657.2768667
1588,91435.7431249,29842.0917466,328800.945012,-124930.088165,28760.2354052,96163.1070845,43706.5778952,-123997.64241
1589,25274.603565,160132.224965,373174.723606,118841.458564,-80861.476324,76113.9243618,-157474.215612,-124075.504871
1590,147128.221929,237367.89759,207360.568263,175849.257339,-370867.445948,-18536.3909477,-82111.7829366,-150896.862237
1591,146800.788376,276923.499614,292755.336668,114662.828952,-237396.80684,8041.5138108,-132484.249552,-177818.057368
1592,129221.589384,138679.070997,237776.507634,147867.646491,-388970.073314,-100950.12762,-195446.572269,10002.3435996
1593,76092.366825,128288.179125,287450.536563,373334.61333,-283455.362377,-142644.882776,-305581.13686,240383.404974
1594,-7287.48696724,60809.5841085,221703.311266,277339.013909,-235212.240688,-207863.217653,-191487.932073,182404.922117
1595,59873.8260287,-209732.200314,255256.825257,94961.9221285,45159.1202984,-287409.538109,-231658.743939,74299.8175476
1596,225367.573318,-342234.132185,230757.593812,320501.281679,-50604.8211184,-245922.424092,-65387.25777,-33957.951057
1597,93976.2861399,-355068.945249,149408.576564,142828.608573,-285620.520022,-267456.652244,-121957.000561,-63628.1622173
1598,-42946.2566667,-638025.008453,134120.885094,73252.592266,-123675.228602,-56953.8935315,-206633.287748,-288670.910263
1599,-24522.1199429,-600179.196144,-133819.633765,-12830.4169562,-225987.789625,114669.990477,-428856.716126,-437153.617589
1600,-34415.5831216,-295702.608951,-266608.843166,15301.4753474,-137442.336037,-114291.982688,-236915.524987,-478949.518691
1601,-81752.2515549,-202548.56223,-123925.88853,16691.4344158,-233038.297382,-233781.571532,-198109.463159,-455279.037287
1602,-19820.1000918,-60870.267836,-282049.472197,-239739.745138,-8674.79126229,-243403.091373,-162858.136076,-583620.138673
1603,87015.0769828,-142340.804852,-128100.729237,-272145.776972,-219670.895672,-230032.996728,-151653.154818,-530390.624549
1604,19396.6684953,-217206.04815,-123203.592438,-456572.352472,-322821.102754,-182867.68811,-259330.484712,-481892.924562
1605,-40493.3210115,-197554.481155,-270257.554354,-520682.682692,-355538.587497,-337026.754483,-304858.383933,-564028.599396
1606,-51647.9936546,-223169.291611,-228227.035091,-645344.75399,-456538.651954,-344682.513024,-335158.544769,-441283.573002
1607,37653.7738366,-339789.938298,-198307.46081,-633118.042642,-326202.287436,-336207.43314,-149938.730691,-280309.331684
1608,-55290.1963238,-397410.280896,-281461.038528,-553582.230929,-257861.204873,-322310.347249,-187854.025815,-229596.737874
1609,-43183.0116736,-107022.133383,-183142.080079,-597833.639587,-165407.85141,-525262.958478,-233959.599432,-383304.41561
1610,-24177.2667611,-40009.8337901,-217492.784299,-474716.666348,-243813.891049,-569463.229296,-68545.2235311,-297517.135234
1611,-8400.42085813,25269.7203373,-227752.138987,-379053.135411,-266449.653095,-345065.853104,-127283.785173,-233136.219644
1612,-58367.7607376,170996.693693,-241068.673059,-340705.332184,-313793.227062,-271313.447001,-95067.0201897,1004.26476253
1613,108761.043457,105535.930041,-336900.993492,-462185.004773,-461797.067177,-146932.281302,-252741.506196,-136412.44951
1614,253884.684349,155530.55234,-229696.867071,-432251.269045,-324679.689905,-282060.672588,-73005.0631861,-272653.961497
1615,150035.467238,310626.922127,-232274.136409,-405928.85284,-322243.97199,-254708.086909,-80783.9742059,-238746.008589
1616,277406.68213,132710.126314,-357902.01087,-274794.47509,-436981.327821,-276792.326409,103737.942183,-195380.437811
1617,427541.423066,291165.368056,-411809.440063,-155276.218869,-393090.065688,-320813.878607,-26971.8334465,-22291.1204573
1618,233217.312285,279406.630093,-308017.184581,-271967.226607,-431684.498096,-211961.512928,-4854.5015496,-37412.3119754
1619,119490.299634,181961.860759,-183583.187081,-265140.946743,-439728.841913,-135719.6514,23330.1100743,-194631.567335
1620,8115.00516744,185249.273648,-142392.939029,-105314.352892,-310511.885858,-236337.879872,3961.09419763,34282.2455944
1621,46365.7249654,77369.6233723,-61075.9142521,-196888.395489,-299662.777061,-235105.198711,-170875.916461,234263.612381
1622,72483.3141479,139037.544145,-36431.8812703,-395556.817351,-282759.155948,-128385.165846,-99318.1904293,313349.68827
1623,-3120.57528714,96894.5845469,119147.888678,-424147.069583,-99321.6199378,-274805.577413,-87142.1477858,286380.685947
1624,7649.46271661,-179197.714594,10907.8686412,-463570.010148,63602.8583669,-389241.454201,-126787.90282,32908.1444555
1625,-116545.689865,-88806.6397424,-94382.3564445,-526665.475709,89786.5519113,-381033.104191,-186524.707762,56793.0485943
1626,-250494.482307,120933.436404,-114354.417828,-439913.232803,68028.7232938,-187806.094456,-295785.503621,-13496.4811972
1627,11135.5882802,-148201.64354,-307503.484684,-365410.563238,159574.378311,-33621.937518,-156345.449412,-53911.183116
1628,98525.838647,-40700.1458287,-375877.616658,-373487.590306,312253.754198,35606.8067213,-201092.919887,-249910.772236
1629,52925.4787186,97192.9234989,-327277.850803,-86448.4225046,283721.331669,17771.341975,104086.402091,-389914.246227
1630,89241.7858293,21344.3120769,-304251.033357,-95336.752678,-28790.1591215,-84622.1202844,-4381.09612021,-260869.391839
1631,166370.958323,-90333.3277241,-242398.939568,-8653.88556078,-149836.132428,-154774.164667,61891.086886,-354268.63741
1632,271468.160736,-285225.934839,-186025.605412,-164797.090147,4370.98980241,-113389.783517,110207.236988,-331892.04307
1633,358358.253667,-196745.858232,-153952.005576,-184375.624625,-17090.0558509,-229859.364379,4745.26399552,-196251.203895
1634,274055.203615,-436988.57724,-231128.797997,-437787.403416,-78750.8032551,-253312.073961,128613.178919,-106697.173388
1635,83491.0041904,-410964.554282,-309773.415763,-296900.473175,291552.480442,-160602.614738,-76851.7005314,-119231.607386
1636,234832.27595,-385968.623103,-360189.213115,-254558.686843,267522.076876,-185319.59498,52740.4780088,262622.809302
1637,129581.312511,-157789.134335,-268987.891668,-167615.298408,141561.500539,-216654.233625,159310.970953,252678.118185
1638,-32660.9452812,-206417.714786,-78337.3557855,-55378.7189112,152919.56359,-186786.137379,52874.0235537,265583.762565
1639,115732.683728,-128363.323154,-215034.853135,-356246.340403,67613.9322973,-185943.662819,-102355.504691,514382.316749
1640,-80411.5970386,-110693.294393,-438335.293268,-443405.580315,-36604.3123897,-242552.932334,-112240.804807,608922.432137
1641,77463.4884792,66423.9630571,-338723.50259,-299024.146944,-34137.9842769,-207097.481321,-77097.4593573,377561.006337
1642,115170.892414,275031.766918,-294971.956885,-349764.911421,-215757.774178,-187176.78902,-211692.182927,165518.177569
1643,119344.772903,377013.564406,-362272.799009,-303079.71624,-209016.320189,-205101.693664,-237980.319281,115752.237254
1644,60435.2718515,396325.000847,-283650.521939,-298361.483831,12245.9872736,-318751.112958,-151943.075282,39725.879388
1645,218504.548263,412138.924062,-222243.463096,-302613.404075,-117212.263814,-275201.705623,-53480.4512996,224282.964468
1646,62664.8007825,382937.151711,-92348.0974866,-348854.622977,-273943.015704,-155209.413094,-116571.945849,314806.265576
1647,109891.055419,392942.125486,-99859.1185816,-354868.881361,-150972.68536,-193239.16602,39422.8965771,137952.710902
1648,-102443.767886,464350.107367,-115424.958037,-101783.389601,-479416.845276,-157209.362416,-62596.3966531,41617.0256638
1649,-162754.571305,374139.662753,-24632.7763635,-238865.653345,-518436.023991,-162161.18397,-128738.517479,78896.2352882
1650,170835.937971,348872.024643,73830.9988698,-162467.244401,-391164.487112,-45567.933632,62314.7807321,-3752.28079233
1651,81414.2516098,223260.671241,287919.692353,-107417.20843,-290227.069206,100211.928764,196028.604447,-224344.062818
1652,-104678.487788,119254.952929,241232.08575,10618.8336462,-464253.501659,88859.0924,137617.784102,-206975.84043
1653,-42593.3510919,174811.582908,205040.629884,-63686.2462627,-549136.298527,350222.524674,262171.368487,-273374.732502
1654,9510.86171808,217164.374266,-32249.803104,48697.469883,-581943.148251,423003.913429,212621.729595,-284736.286615
1655,-153896.036824,94640.8916989,-170230.078213,-89095.9541587,-414408.082103,239554.468597,233671.018635,-7488.24228399
1656,-165883.253375,-53676.9056817,-199283.651794,-256095.456366,-357825.942943,339522.022319,161888.93295,90352.9837848
1657,13801.1809865,-218844.060269,-289060.282249,-97516.7643048,-146750.606991,327093.378101,-1662.4848787,99492.5122173
1658,153664.792764,-45736.2162505,-352145.199234,205577.132771,-4101.98566539,434768.39457,87981.7028644,203572.360973
1659,10217.8439027,-242326.287795,-181819.380984,237615.264555,170389.640805,274906.539892,185878.77051,217347.660998
1660,15718.1082484,-379875.98105,-351583.930744,95511.3034676,204807.223965,192182.569772,184779.135133,149750.215146
1661,183566.940311,-293075.559837,-449532.829866,114997.59947,159901.644848,175561.782108,376955.735156,137306.982035
1662,232819.25329,-57642.5369308,-542516.071878,148539.18134,375405.999654,31635.1168691,420512.731805,-27686.6527933
1663,236720.52412,-144507.518682,-545395.642104,194668.897857,297619.583447,38947.3643807,245543.679747,42251.3710279
1664,225041.274564,-157974.940235,-410118.580558,41263.2793831,138421.748241,5539.20056618,268946.01765,10273.6009046
1665,-15374.469409,69129.4885004,-403656.843749,109940.207798,306851.28753,50390.0622678,460203.515174,204543.455666
1666,47784.0005019,186121.189209,-497538.645185,12946.828723,116948.259203,55621.1850016,488200.84658,19426.1801546
1667,133561.924689,18526.370212,-280813.158887,112642.999176,304872.308672,192858.601351,452255.414539,-74321.7002942
1668,102917.359814,152680.887006,-179295.670742,26395.2545645,245637.085631,-120156.868071,341471.522326,-18033.7139128
1669,90174.026998,94952.9846089,128673.578358,51712.1761495,87702.3039733,-94411.8996709,593857.712687,3349.88692149
1670,153679.712319,81766.4267654,80774.479923,173482.391297,-101448.553981,-54077.7113655,410500.865715,258206.717537
1671,-91019.0047767,231680.627466,141199.108597,246228.029443,-160662.235038,-142685.567209,222513.922853,183398.618223
1672,-193426.532076,206870.582081,186494.536424,111966.893988,-30732.3705873,-99303.1559689,176968.816607,135325.470058
1673,2199.86343796,31842.0216201,51977.7645567,49016.3231654,-203038.008714,-47443.3098728,-95108.4925776,227499.658296
1674,125855.504224,153879.197798,-114618.175973,113035.04723,-143106.254769,34635.566452,-138011.516872,49864.1858866
1675,191314.999456,4018.27979315,-48724.6096931,467554.950463,-39875.5789391,129057.857112,-292341.688784,197044.042806
1676,222828.03014,-154762.243734,-188432.606768,409154.08584,44812.7880209,33692.9770214,-241118.031889,145705.295893
1677,267828.786251,-149497.195611,-61651.1499334,355705.732564,140796.543508,-106341.351817,-394290.467895,186075.872446
1678,183943.415905,-82283.8890216,-3659.3415249,364501.645606,186185.171124,-392186.057008,-181686.749469,-36505.2556999
1679,351077.927876,4434.18247183,-5037.48749801,285127.961673,407721.065336,-362900.852887,-217370.576954,-61217.6194269
1680,272932.937147,34947.6137073,12590.6829187,299351.433794,668496.228698,-388500.134601,-276603.827407,53151.8737781
1681,158647.382773,42724.5203929,-151586.057813,351867.807415,539265.014173,-332194.90419,-418882.266796,4635.30662584
1682,-57367.5366141,-119802.44581,-152260.659945,458521.650502,519883.733548,-385390.596695,-313480.713346,-14417.6592461
1683,28346.0922148,-269038.401285,-122158.264523,243210.800714,437072.924936,-420328.660884,-377137.64095,26186.2519006
1684,-17419.2535006,-267573.64506,-180400.244683,66200.5705885,321359.457582,-435100.791327,-270828.909556,-91658.6753362
1685,-191518.307849,-353976.409449,-213198.627168,47289.6976402,445092.887113,-632523.402077,-245624.773677,3685.14146618
1686,-221602.106362,-293295.095871,-32656.5183336,211150.393685,352779.342735,-437126.960694,-93770.646907,230836.406651
1687,-81849.6864573,-276077.928397,-18516.9853207,334650.996334,333261.694671,-130611.870212,-74537.6963727,192230.213434
1688,48978.6089988,-249629.233637,195178.59296,-61700.9542676,448096.910781,-73986.4571007,-161822.626294,126336.770357
1689,-34887.0364071,-382339.014188,6199.28075323,9229.90531869,382602.648199,-108844.254276,-400696.185259,77581.009274
1690,-203903.916222,-398487.222912,-159259.594873,154798.396996,382776.684763,-762.103924142,-581289.614299,29210.3972581
1691,-290621.253704,-482983.336018,-213128.305249,114212.657774,100229.203851,215829.37317,-405583.578035,-125094.745529
1692,-136996.168796,-559741.935996,-158957.002982,206082.571392,68535.6010431,223111.659748,-255930.45092,192452.568762
1693,22056.7109784,-501515.958243,-274100.429726,170372.593021,155604.381302,178364.614473,-214701.088927,213391.689595
1694,13700.0432077,-451638.99974,-195249.047645,-39275.1735274,307850.993158,394338.950766,-134700.314959,15529.8934259
1695,24806.5022257,-372431.894383,-283417.656512,167837.616386,254147.14264,349815.326873,-27272.1982314,-137371.116532
1696,-25424.2849435,-263205.825419,-143724.850642,313364.467763,206275.055025,365322.792549,-144386.838627,-115196.299302
1697,-568.090668498,-172369.031283,-229340.633099,190251.600331,349710.22862,288539.387759,-202637.259136,43166.794694
1698,-113682.773341,-75488.8930064,-287892.148498,-90407.2548747,333983.758001,187870.121474,-250270.390773,-133016.823504
1699,-158298.828226,203790.170016,-205328.504757,202666.254052,251933.550211,299283.411458,-237958.564852,19287.8980952
1700,-28668.0260066,123224.528522,-279896.524952,195754.48395,217672.194763,356942.318753,-151592.546497,-23291.2981251
1701,-27949.82365,59675.0557422,-312985.985891,25782.5333055,308791.404403,404400.610172,18255.3343609,-75257.4347515
1702,28899.5349553,-53305.8165593,-415398.535953,-22690.1753275,85403.0232309,338685.867519,51808.8758472,-199968.346832
1703,-129904.837913,-283044.518154,-481945.598745,-20052.997082,-55337.0172343,400136.14447,-8943.15305462,-321597.213323
1704,-223892.742914,-226174.243668,-360254.083636,-6026.77266489,-3202.14007636,359207.591634,13152.3877141,-356111.163462
1705,-235752.835244,-23521.7067825,-264455.352263,4397.99006815,151380.391248,162507.149477,124206.668447,-384208.769104
1706,-53989.6054976,208316.917638,-184447.694601,-243856.045174,158941.713301,38153.1497716,214683.952629,-562680.168397
1707,-140664.288581,173994.979055,-76328.067565,148062.404042,123419.373696,-118436.811149,54495.2986116,-227642.932826
1708,-267571.514254,234407.980098,-403601.689065,121103.35245,242287.703416,-118041.772775,-17000.9943526,-97733.3623038
1709,-493773.821806,272459.303619,-162165.461197,-17673.8236663,247380.307835,-231927.05013,-86429.4987824,-48019.1156694
1710,-377583.979501,107101.576038,16712.6482504,5815.19049127,300276.902052,18709.0917548,-71136.8588015,35751.6426953
1711,-496981.527759,75263.3631053,20556.6997554,30844.1430437,152045.641493,57122.3800037,38721.8248359,-95636.3974741
1712,-578196.146196,216805.202008,18578.7730897,-159328.269958,229677.068744,-160720.565554,131470.000086,-132730.680813
1713,-655217.635533,300287.59824,-92551.8544211,-138823.862451,287345.351176,-106811.856664,23327.4396563,-230020.91396
1714,-465495.109879,-52580.1119224,-18510.6735844,-193229.163469,5012.39406189,-205370.664898,34066.8062039,-274778.1762
1715,-608869.572277,15617.6691515,8373.38953127,-164141.944754,106400.26625,-87904.4601389,283031.605383,-373351.363095
1716,-486239.801207,-3736.57806478,69231.9966493,-16248.7683345,257468.120522,-298683.306206,263958.390787,-145515.074068
1717,-604586.625423,-163605.898246,72747.2719994,55662.4742098,60052.7728817,-149581.097425,301594.89041,-174559.122923
1718,-643595.487777,-184859.312601,-9031.66883341,-2182.97292617,109833.609764,-182887.819346,67481.7194612,-121155.695593
1719,-492357.472874,-45309.4131783,-82753.4856001,115555.830026,281329.561632,-282568.610959,311340.871827,-129392.758739
1720,-403296.106105,30568.2956108,-31098.8123044,125393.396945,242416.222874,-239212.3265,301832.409862,-128967.245595
1721,-135343.170547,-116314.274038,317451.669914,166639.564046,159136.188361,-103860.468922,106813.711718,-130195.597806
1722,-211011.70961,-264757.833665,554204.652708,26811.4990282,111900.630388,-101204.250377,241918.482882,-66253.4055939
1723,-161521.104514,-197654.28329,571442.690412,-34733.8245542,78234.3238105,139039.025571,263011.026557,-70003.2751074
1724,-323120.823521,-136687.478457,519081.089525,-151983.234525,156716.660458,-38512.0181862,73220.8695712,-183875.930011
