time,fy_node_1,fy_node_23,fy_node_43,fy_node_61,fy_node_132,fy_node_114,fy_node_94,fy_node_72
624,151852.656447,177820.014374,-49927.7781966,223270.510857,768.338550237,-37893.9174194,-55566.6079921,154180.8667
625,14144.8794197,-62731.7253172,-54822.373744,214024.227088,-12210.5053491,-26118.8780552,-49622.0377113,8536.52567317
626,-13451.2064212,-5897.3211816,-257584.598375,242382.991721,-69729.0726039,-50345.8342015,-122588.273548,8122.45979297
627,116588.635411,31146.774928,-274103.417802,142258.275202,-104045.680721,-115487.819267,-250813.473739,-57044.6386397
628,167224.287096,92122.590154,-239019.142608,369421.889609,22558.0277245,-126045.72098,-426107.753787,15465.5394145
629,22709.1257391,36404.5209061,-335687.904993,220537.538458,29606.0718806,-265663.531795,-365283.841064,-143353.005796
630,-13577.5561056,-51908.396194,-131830.675439,220402.776297,-45039.0666179,-160194.537517,-495362.950514,-246213.272309
631,-84513.751734,241748.448716,-150315.581007,3800.18432503,-48213.9346425,-25991.0187825,-444749.868164,-38436.0412593
632,226227.480501,150976.641969,-248824.792585,-130496.295152,-59036.5893777,152030.890357,-100084.144332,15027.218816
633,65236.3139997,184127.552145,-92757.5596935,-160373.564949,-63157.3830584,22517.5595067,-98381.8159486,-3195.21589687
634,-8384.06404575,308178.024636,121900.365884,-141551.334842,72471.4196269,-19349.6689373,-59365.6348983,-31556.0502677
635,124151.957427,214643.949301,41157.5759257,9894.90989151,190535.058756,-45022.4597641,-18391.5155139,-41133.986398
636,48551.4579471,238310.478858,-138184.163131,39814.4653886,376007.843223,125200.327359,-230177.885055,-28124.9136219
637,68131.9551117,173405.006438,-274836.470371,143649.371383,475282.206953,70137.5324967,-131578.15776,-7786.69085703
638,138056.15623,233155.53118,-48753.8780385,166554.106634,386622.538085,72768.1118798,-193613.947379,-176420.297102
639,121929.286762,155800.859342,126775.91864,-50430.0379753,190088.303519,-158453.611959,-190184.84887,-214694.923863
640,374792.86196,337599.545768,-104896.045683,-69572.8557585,111799.517981,-88841.9251369,-165976.429372,-159028.689263
641,295335.69971,219412.353751,-112232.702719,58684.6996226,1993.724131,-93927.7348167,-221560.247324,-129389.687731
642,206893.867557,155347.267072,-138186.947866,174996.809559,-255566.598928,-165680.788394,-121298.6673,-17065.8008603
643,222166.754244,199091.552378,-367399.568925,362025.667383,-285420.095104,-198637.672486,-118149.992611,-34630.6709581
644,204661.319348,269092.828537,-305095.380131,97512.828104,-319125.036793,-148041.365485,-122911.217468,-208304.036441
645,224666.494259,341922.806465,-206318.580808,550.310485051,-111924.633262,-184105.684879,-237331.796998,-326967.585087
646,275164.943844,510815.322023,-243904.211427,99467.5645889,-236051.71455,-307538.282579,-176057.618953,-379857.639472
647,274979.537853,485164.804572,-354024.021504,417473.796613,-96491.362805,-339079.977222,-227959.717435,-292647.312028
648,292659.106652,171460.22099,-331023.555378,421726.459074,-116805.924606,-258609.752089,-309483.872046,-243842.004284
649,157485.446752,87867.9476617,-398542.156343,230107.089341,-168423.98501,-201086.964519,-166972.324815,-206129.133297
650,30232.0219393,345362.695701,-275762.477515,-87854.897976,-85851.4540342,-185330.966228,-171451.00511,-549921.247365
651,44582.4344082,364794.241212,-265781.525221,-126149.89529,-106519.355656,-479470.162349,-124714.807947,-351832.894301
652,117166.108305,411530.054927,-273335.006022,78642.275895,-79208.2421997,-518658.07577,-42030.9667667,-290324.696209
653,273912.328182,120470.917257,-266756.324117,192187.777164,-75015.0892342,-523066.955198,110278.475605,-234034.006266
654,196972.930216,88092.4668705,-234138.908559,126139.081239,-27619.1333917,-539373.616474,125439.464272,-374037.705307
655,77266.3082092,-14305.8546585,-78107.1924319,-103245.060981,-1187.81474449,-641015.746451,147662.008351,-399490.893762
656,-138004.669912,-23149.7750276,-113333.237271,70399.4998839,135806.559331,-545506.895713,102303.849778,-381392.514342
657,-168388.946302,-63194.7026659,-54336.6456148,176188.841805,187153.671969,-262243.407861,-74321.4719137,-363415.522836
658,-29676.5805551,-152782.202779,2037.45181042,-136838.119963,185220.643881,-115224.570375,-152894.916188,-147700.055788
659,104959.336162,-67755.5580183,-177187.086025,-289691.042119,283952.158706,-227963.712658,-225292.488047,-195774.140397
660,72076.4560744,-37398.6257164,-185647.121837,-246228.247756,149670.934621,-140256.206424,-80509.1858141,-109168.512894
661,47533.8524134,-66404.1856091,-158459.9169,-317460.381023,62220.3571429,64610.7501739,-83632.3431471,-44232.6819162
662,-36798.3119012,-274677.491503,-272747.526966,-489026.80285,80105.4531789,127578.196917,208790.136417,159439.20356
663,-53352.8035331,-131240.479543,-172896.183546,-399317.094208,134500.671432,96656.8982349,276169.024567,35042.6048552
664,-43856.9440416,-63110.5835145,-195394.948571,-121083.712077,128105.384892,-122022.623737,45448.975263,43665.6185408
665,-63411.6560198,145637.695845,-253348.880747,-114213.355625,256076.769224,35556.1751933,-81170.623527,48086.4098802
666,-202629.032008,7966.26020942,-267675.50794,-185048.375963,324003.511152,-84116.0846072,-127104.656317,-186024.522584
667,-84802.1388658,79279.8411932,-354849.59914,-145410.99533,250976.647307,-288279.444441,-178135.670728,-172963.248688
668,-78430.639976,106178.85232,7143.5723647,-64313.9165579,240106.871377,-199554.525332,-368341.812272,-206894.906822
669,-191643.722184,3712.01841156,8394.0593683,44137.4655506,290148.682213,-286314.901296,-357097.682187,-57135.540226
670,-57516.5611062,43701.3377548,-316751.44749,119878.24628,256058.800139,-262989.082862,-104241.059643,-112916.214599
671,-183740.624687,6119.99961459,-147564.266405,179500.237382,253760.514987,-264106.393817,245955.432933,-210796.407566
672,-148919.653638,-46595.1967733,9865.14185414,16929.4246891,86640.7787611,-177830.995938,178459.429346,-338116.334207
673,-146423.543199,-244671.089165,162031.264636,-144516.372823,68849.7521677,-10564.6957679,445778.665664,-320353.621881
674,-139538.645002,-222709.791331,224120.281511,-3126.30950898,125923.822785,40843.4580239,541110.760938,-173442.001689
675,-189832.522756,-82983.8127157,176898.61752,-202007.59955,303029.592764,23504.2023729,505583.393536,-63940.3586415
676,-222949.205083,-231416.123793,360073.595434,-148734.809442,96628.7937129,83880.7247278,412134.277395,19806.1446793
677,-52251.923304,-160375.413411,423602.382243,392.454690179,-57856.6781106,237642.104623,219886.339996,-86113.0251445
678,-172437.049771,-247906.793366,408728.560466,6347.39945356,-28907.3031268,250343.585746,367216.404008,-83168.3149588
679,-33786.428346,-210020.596632,409089.097102,-47265.6486429,-137754.085688,267633.979246,578297.907944,-23126.9953969
680,66156.9756245,-215102.549207,89924.5852423,-25988.1666614,14602.8258327,207028.703219,471871.983438,56006.0965337
681,-349816.832991,-397994.013024,165441.467589,194924.282083,90510.8888328,104523.808514,468157.942398,261289.611937
682,-288244.610862,-459813.819505,-155606.355068,192024.764061,21681.664195,-40660.9526516,552457.782258,37124.6000589
683,-58398.8081732,-228311.601378,-163646.131281,335754.864924,-87925.9832073,103314.862619,472058.84313,22932.4181519
684,-78347.6739269,-343570.291484,-54232.4020549,196646.243908,-183496.006403,89096.3568498,424317.851588,138350.84077
685,188220.811696,-180407.922811,-39751.0491557,19947.4674495,-154432.394153,-74642.9602694,490999.555745,41280.2812938
686,63225.9032993,-215982.970861,-85719.011509,112299.379424,-104454.238238,-152671.21088,372901.193757,79687.9046057
687,-162179.796488,-84508.549047,-271969.441804,-89306.1969899,-294785.075234,-166655.290654,351038.319205,219432.164809
688,-140236.031583,302906.154358,-239374.826985,-149145.80539,-187415.022048,-43597.6581424,182525.118981,339018.446692
689,20708.0732179,398582.487507,-128380.189909,-9012.24416022,-327771.257212,-68713.2853933,31645.1661084,251596.737106
690,-256995.238729,177130.064635,-133522.609862,64847.7072485,-93490.9176885,-233718.606363,101552.574172,308177.13675
691,-172031.945173,74738.5414214,9735.64633816,-73966.3172843,-153949.806528,-330072.788793,93133.5379752,264291.931341
692,-189488.183321,184577.334464,-113913.883794,-32814.7744661,-287710.198373,-321795.43481,37955.7795989,229658.740592
693,-376978.150501,170682.10727,72908.4051875,306612.784909,-98129.1822699,-276344.018425,246004.760357,108637.285497
694,-457850.451218,280521.308618,159898.234725,135618.599084,-44577.1798883,-154302.273908,292509.132556,-51596.1151706
695,-307179.265079,367301.880877,92094.9802551,161280.858358,-211171.392893,-43919.1658293,270183.940048,-114871.725057
696,-225162.241766,313176.574171,-28067.8065621,120151.680065,-234808.794977,-140438.923433,68659.0084424,-75961.9485374
697,-264530.666593,374548.423934,52981.024435,191026.515459,-188179.51267,-194323.138173,67597.980496,215489.128441
698,-195191.163739,324248.431152,-130057.295271,234619.296751,60276.8414315,-191765.902785,-43274.8741945,188753.941339
699,-233790.380239,321928.209867,-106185.633895,177687.938853,165696.883168,-289551.614182,62496.2498667,126066.695301
700,-206732.060426,156213.419382,121337.51168,268658.196904,239421.09987,-290412.527935,-93901.0523747,-71279.8170025
701,-120406.449229,-90009.9212608,99910.5668325,295610.918702,259880.362402,-219832.502619,-338069.590724,82084.7258603
702,-152324.420699,-99673.8226208,66145.0974746,301319.218716,178463.362568,-246439.525092,-64270.5588109,-41011.7914518
703,-249994.390017,118636.25109,233918.431219,436080.710958,172263.737453,-244694.724752,54155.9740991,-40643.3142122
704,-42079.0062389,-65678.6963858,41274.259302,340377.443745,12198.2539959,-139587.854625,113725.772529,-8556.65038741
705,179553.150564,-7642.79424091,128446.145988,142399.791565,15691.2571883,-139948.509027,25246.887925,94957.6622639
706,131978.778155,6314.93059619,33850.2455629,175217.62534,-190298.979235,-13055.9644588,24555.7809257,69757.6825168
707,42327.0033653,78484.7405632,-31738.5242408,362647.966114,-94042.4077964,57383.5998524,236836.061424,236859.309525
708,6385.34254105,323067.584846,-106957.22898,455257.646721,-94568.8512484,10990.5238372,423374.162655,111911.48391
709,61183.1420833,309972.81633,88210.7550619,367365.783178,43512.586142,20714.1706784,449062.803441,-99670.8682534
710,50590.1127205,350864.944835,9911.58480011,309689.7403,150690.201677,227407.47737,584124.75035,-32983.0193942
711,15721.5065795,220813.264826,97537.9362045,81229.9848945,106700.717979,417649.748475,506792.064124,-66109.9446247
712,-11996.8443676,125781.998914,609.251888675,134750.229999,157260.88769,431929.761164,376243.80374,-187680.776898
713,-40184.8452608,394041.50291,39963.1754554,295254.97917,237926.308693,259305.22847,278344.21317,48449.5262677
714,-283474.955144,29461.6106419,328182.726767,435497.968194,294079.438849,271329.593376,226394.291339,43623.9534346
715,-432269.840219,83277.8234249,368067.928832,303929.781961,202826.892735,176906.58332,325501.795814,-123474.176941
716,-368344.394065,71349.9359068,401464.753381,188058.342843,50184.9780699,309705.263078,175563.199653,71823.5555645
717,-229935.864949,266853.374908,277278.285321,31456.5792661,142720.545529,328305.259529,195887.319397,107875.925647
718,-100684.670074,367937.712441,216279.342009,39352.3573611,430236.080098,529271.371519,-34269.9322348,84060.1767049
719,32821.9312248,297938.21642,141770.528601,-99903.0295092,580627.465048,521142.388314,-3095.98659801,62014.8708883
720,126430.941783,547310.294484,119856.186397,107843.125898,383408.634351,352900.813184,130232.809336,-22545.9473252
721,-117571.69497,601310.550897,40262.0788519,100437.856962,460961.207292,613254.502248,169961.327785,-68923.2658819
722,-150853.635844,556216.848206,-74836.303065,36934.2835513,454690.454483,625065.014198,236071.556284,43959.4803111
723,167913.577158,380346.876633,-78487.8560931,119600.410962,394200.398916,630921.966278,-60771.3112685,-195154.193614
724,390573.995213,307616.586647,-8431.05398046,159321.981669,235312.976147,645509.413231,-42381.2757576,-128702.839436
725,241285.551241,348000.036457,-115113.411441,280578.627351,153169.681991,617682.554505,147914.487616,42281.8636768
726,154848.95909,576347.910151,94620.3367344,357374.959076,174984.757755,554370.192091,247910.050559,207505.349101
727,233773.014063,417217.344025,76464.369206,355829.09831,-79537.0638441,749716.160842,-40986.5530808,277693.423506
728,217955.02456,48446.1290963,-30595.7977131,445367.249008,-38080.7778483,524716.623944,-171459.715523,21322.4889726
729,184631.395081,154359.036116,1141.32818119,492571.140772,231733.596325,616315.441699,-272822.807755,117215.108706
730,251197.355312,217594.318846,-181314.021364,301205.632034,298834.337056,701002.233202,-289385.44681,291030.749043
731,359068.091569,213693.639274,-288771.117355,250965.475548,200591.369107,573959.469592,-186534.760567,192971.675515
732,444214.060519,422407.147537,-163692.180946,169954.786071,275120.1426,506900.011337,-283843.229661,229613.669618
733,587950.87332,212538.473759,59204.9207757,215565.438617,363330.466317,666302.049304,-226402.127764,204755.811115
734,406866.074859,184901.485428,125469.94402,160031.460158,183594.577349,617660.59665,-159492.049768,167649.217361
735,249133.547387,209148.480548,158853.124297,-17576.6966241,225423.791364,547266.310987,-313235.468954,248901.771906
736,63745.6977417,266121.841055,343984.256563,107157.034632,358161.61928,314752.254787,-251067.524341,81926.5687281
737,25285.0289885,34991.1428089,251661.509372,65391.3288055,402922.37725,324252.00964,-208174.436502,252641.510221
738,300303.397669,-40949.0381029,281464.94895,19722.3962272,247117.756502,423093.486215,-151701.521647,107522.342054
739,262915.871459,85388.7530266,268727.640389,-29079.7416775,405091.387263,558268.441036,-247850.56945,121761.216174
740,271274.39041,33371.7603533,264462.430854,-318361.770635,528499.532751,586280.314734,-152693.750268,73416.9907543
741,140604.705098,170928.983301,383100.118402,-367007.151211,588682.341609,507798.084311,-77153.0125665,113005.65419
742,17778.3053194,326429.918753,421327.393772,-201320.408608,307072.0178,409770.740645,207820.918227,205298.389858
743,-250135.990826,193116.512338,180642.094713,-132814.01836,206756.863398,362998.443145,67322.5338639,154191.089286
744,-136320.3267,140195.091779,235161.840444,-90674.9235766,256960.237164,476862.642623,136541.131051,161224.627958
745,-5739.31510714,106528.850198,361881.663632,-3136.43328942,256845.144209,544467.984562,-48312.1505308,251810.365945
746,-80124.3401357,-39664.6880696,465170.34267,-216714.606036,176849.770592,500948.632242,-55619.9273195,172049.912992
747,-221874.602141,-85446.2902448,438967.176357,-404289.378406,211513.289356,469402.093085,51503.1520184,-7420.90594232
748,-250643.053232,20312.1221205,413145.498053,-181226.962518,204935.682443,250174.924097,-130474.382023,-47167.0535682
749,-290845.795047,-233027.866353,314828.970505,-281092.248773,-132268.642296,240438.867787,-11573.1054493,113653.079515
750,-84897.9530273,-51076.2868092,169194.666446,-73758.5168963,-136144.322672,328512.708337,241817.307952,234247.793115
751,120422.582343,-67427.4343826,3585.51367925,-71945.7120155,-41474.5640513,543042.290262,166631.849655,355015.480422
752,154824.785522,-262625.742192,45985.1185711,19919.7245388,-37271.8679864,350620.149039,139191.5047,306317.835305
753,134060.394971,-354952.065617,-200704.043754,-66992.1135276,98047.779938,241443.330103,323163.410287,406540.176224
754,154861.919603,-247602.507717,-83604.1972,168623.977253,145643.326038,343778.842267,350664.179069,302112.165027
755,79396.6762977,-295495.908474,167316.931955,324748.893131,187645.567339,239503.884199,266075.70187,302366.756774
756,-20074.994935,-182769.184329,267457.160844,274848.046802,80104.5026399,153112.619573,67261.1871652,285260.82566
757,-24805.9588295,-255262.487424,363772.450293,137861.78608,16715.6340367,330975.454123,-1728.61542539,99304.3790791
758,-96971.744619,-180091.544258,214513.461233,-60593.638964,-104032.729122,379875.26927,232185.886881,179901.457112
759,-208140.43746,-245145.922297,154555.128827,-326979.608077,15119.2490076,210035.776066,211486.213304,95877.0866854
760,-224323.17554,-140802.816376,80956.0032067,-236791.678111,-39604.3557035,271894.642837,227122.705915,146716.922275
761,-321582.737349,-67531.6958988,106908.542951,-281937.18466,37619.9152829,114370.295706,298564.372383,161275.690245
762,-114900.725951,34434.178176,44575.0948236,-64695.426503,-37259.3162124,82494.8485252,406955.686161,289072.353416
763,-138858.950716,111408.337853,57309.2618502,122569.038566,-9740.20263783,59795.9036619,245672.511833,327457.749288
764,-24656.2044754,74218.9299508,47777.4787996,-94484.5030105,75508.4454346,360788.551845,57479.3201642,334576.582449
765,136301.514485,83229.3694676,226158.907856,-144774.280575,-32373.7131964,173323.268228,158938.933104,393770.008746
766,132610.030461,-104955.002402,204247.853029,-29007.3511337,218805.065273,245536.85926,185431.908396,33546.5287511
767,-30504.5505532,-41381.2122364,153126.918894,-155963.466961,173459.049649,206072.254608,81925.6733773,121689.790558
768,83368.1258043,-284916.377686,40762.7655549,-122924.491382,330230.89334,111651.64933,185722.692574,150850.062503
769,-229063.560963,-212810.33079,43317.3115026,-90552.8957674,304410.099431,224830.14026,314849.394963,159140.802229
770,-201685.519857,-230134.098653,54746.7101923,-139640.661215,259179.297301,15113.2906292,309099.795637,78783.1028564
771,-253904.78069,-40039.7648132,-24958.7179659,-105661.820699,176870.176141,-2369.10676777,281860.207029,337454.386338
772,-184612.162585,69904.6207778,2257.07357777,-200729.058822,307267.508526,91654.1227363,546991.253624,274666.808894
773,-318707.599986,3857.90231231,89856.0554599,-288725.952393,497333.403582,-18370.4402579,536430.465952,547541.179939
774,-629555.737544,19897.3494474,46100.0196598,-169720.85501,579449.671834,-249796.693638,672185.793205,404390.887459
775,-505942.785973,-162749.906886,43199.1500605,-13476.4426296,461914.544243,-150142.853558,641264.991012,239632.976397
776,-445817.916856,-201423.682924,74389.0305752,100062.979709,387935.693536,-264863.111342,682034.858831,330661.616268
777,-296385.737844,21864.9234051,251968.119726,197154.679084,298097.844439,-132252.387023,535919.851226,269217.793633
778,-286984.924975,-6412.17942271,48989.3904674,109094.531015,319539.302039,-14454.9400683,658447.635729,189632.958208
779,-389314.938076,-128049.15023,-40044.8196578,86417.9728232,253746.16559,157787.73013,418850.973435,-16457.4859355
780,-110904.389723,-31522.5734102,116025.598993,130932.539312,294817.305687,-3719.61955715,531886.505437,15092.4799723
781,-101350.403296,135340.857454,44503.9000476,137773.912087,105313.632287,-108834.70307,388817.117998,-43721.5540605
782,-242810.476153,-257919.874276,-50360.6532933,171746.888137,129112.831893,-2099.98187345,490496.610303,67686.1437351
783,-428652.822804,-236631.218529,-230383.466226,193461.931173,59258.9169144,218983.583096,448929.288796,94976.7797139
784,-462170.00848,-301208.689642,-300580.056038,246481.322999,76108.4464355,182444.111757,352267.284378,53873.2328366
785,-219633.477841,-399780.559153,-21679.3380585,271644.819786,134881.783769,145872.06363,476700.3218,-88387.4184705
786,-118214.864993,-348688.226362,-26302.0517217,37017.8416607,115847.20864,260755.564354,401215.739717,-124880.382794
787,-143590.293117,-324638.069261,58564.3676616,-111130.896748,170216.711407,247903.626607,172305.494098,22992.044662
788,-57298.1212226,-241306.335526,40764.0324367,-359409.613621,802.951476201,407281.007487,235977.12258,64724.855209
789,37732.039126,-349779.16723,-37409.2905251,-255877.497652,12302.3949684,182638.605419,279262.512222,143580.148953
790,108959.439725,-211034.423025,-200566.397588,-210092.715172,56008.895655,65753.5052943,47403.5892588,124430.730807
791,50786.999507,-107358.532653,-297869.117812,-181940.307012,-6749.77325191,-18336.9208291,245283.639544,62848.8408026
792,-148447.598938,-143992.081869,-405259.649178,-343.930084869,-21478.4864128,-114592.768024,-2707.20878329,63568.9547735
793,-12047.0283313,-169776.190409,-562310.301607,-92726.8404473,-5671.40176297,22107.7194436,56226.1816077,23914.0367606
794,-274557.820493,-149076.209815,-366812.480932,-172146.896361,-87188.4323182,-169207.250157,5585.33156159,-10000.9814586
795,-228044.206142,111696.241456,-342782.521128,-144634.701068,290757.815859,-81668.6168118,-36181.713849,172275.285754
796,-243151.708506,135751.943453,-274793.65698,-7006.12736132,94604.3940177,-195533.153454,-1690.7000395,249284.830506
797,-273955.690456,64521.7604468,-255412.598403,70062.6090827,237907.187238,-169659.784835,7432.68947417,199960.495099
798,-277429.418514,341807.875742,-254779.43542,-164915.089314,217376.707363,-177735.154007,133497.801491,113936.919333
799,-245950.058002,240251.307476,-264829.109706,-232170.898854,89896.3756435,-184315.599044,52885.5698816,45310.0918003
800,-92401.4773677,27958.8231488,-12686.426066,-162004.778717,245664.968144,-192535.578302,67488.0211177,59346.8735611
801,-197662.862973,-2320.57091793,12030.1831187,24251.8050053,53071.2537087,-123853.040982,54711.9685911,244574.732721
802,1311.97224757,137066.917273,-89426.9977945,215612.628179,-23344.9704509,-78690.8668953,160324.58833,135907.276969
803,-48629.5144523,146728.795369,-140907.75469,403893.27633,266149.615085,43035.1832096,71110.7975482,247186.59576
804,-31353.5194136,186309.666438,25833.2832499,522219.240555,207047.603767,-110448.301374,-40520.4536552,389121.288951
805,13354.7901944,50998.5234416,63170.7117425,504546.065066,33218.7038467,-75308.6978714,-23358.9602082,494919.732563
806,80968.5527576,-15003.9601989,-158949.394246,594392.629628,-64226.7421423,2089.79478623,-182159.939625,372495.743809
807,127283.751527,-127483.620982,-171340.097831,555833.955573,-162263.894327,-186175.411175,-281521.547246,305385.13524
808,-51427.9488415,-256255.216979,-196222.007797,441413.671743,-208100.039079,-86448.9502295,-303855.796162,367611.29654
809,31439.4815493,-278684.614196,-57916.4630823,423268.099442,11154.6300716,158590.798283,-349700.89895,530633.568155
810,54237.7743401,-346432.196049,-206628.696548,151110.202535,21058.6932874,-111372.356494,-403722.572211,211755.281428
811,85868.54466,-387583.990483,-257042.423067,150734.804278,18551.9791842,-87261.0454974,-275277.28102,110458.00792
812,67612.905189,-610343.148108,-122465.076386,174114.628533,50131.4082376,-203887.796514,-210098.681592,205088.020256
813,203264.877745,-322314.680262,-219888.382268,347475.772042,-72858.3959992,-231853.958489,-307336.739085,74706.1565975
814,61777.6504515,-188556.385421,-103061.722269,441749.417704,-50534.5304066,-63727.4942125,-498999.328465,-108736.265527
815,-31481.9352204,-131796.697715,-27482.9371264,56092.7159485,33841.0781858,-152422.51041,-254345.756952,-13213.093753
816,115799.387192,-16975.7752473,-5965.0992988,-36063.9020489,5354.57205864,-222563.571749,-238684.906872,-70353.2326842
817,32022.6795141,-9841.56553132,-139832.870873,278178.90282,25254.9717763,-31950.6746262,-215217.580991,-174843.933986
818,193766.985055,-101175.99079,-253291.643317,176528.35139,56330.1176361,-53552.6935518,-242252.205088,-282909.909421
819,387871.246003,-194263.4633,-192071.061918,120485.2581,125936.852567,-43047.0774315,-263961.959213,-170454.487486
820,591188.116828,-227572.188435,-146373.809093,151271.049476,45358.5536495,-53954.4601636,-379388.004333,-120361.431919
821,422522.872426,-59624.947442,-124882.716556,104397.570287,49702.7327554,-301303.57145,-380595.825783,-98239.9089515
822,497454.627636,-126232.585199,-210541.352208,-28479.4170203,-140694.062019,-300574.802701,-344195.764212,-20065.2649155
823,369433.825374,-109662.973308,-175950.184476,33010.5002458,-376871.586439,-244186.811717,-254829.034507,-29865.25906
824,295220.647184,-271479.115365,12240.1033848,-207990.454039,-475169.686467,-37391.9318647,-262116.003245,88679.4829817
825,219048.303453,-295837.07811,-82089.6959377,-282037.993707,-390890.448359,-53400.859618,-28960.1841669,17528.9421557
826,238164.590533,-135583.150874,-435.996045437,-333440.735426,-389225.967451,-20545.3808882,-22244.0864134,-205657.385258
827,203190.086313,-95237.9781099,105514.630662,-185074.268301,-364184.46196,-32368.237195,105665.832693,-101819.233207
828,212936.23317,-20434.7932568,222601.19594,-206035.816995,-168177.135111,82577.0974628,49625.4163631,-171789.762011
829,186983.673934,-187592.778634,145383.338277,-173887.182156,-204784.006432,113576.752864,186360.720909,-202583.452959
830,49145.8377759,-314034.907996,68400.108697,-133977.561156,-179404.321387,56464.7273005,223298.102749,-213177.719198
831,151665.415063,-312159.564649,15961.9691597,-204844.679273,-60724.5081016,72006.8922634,200760.688804,6409.7364113
832,300727.7946,-193333.997493,70533.7074079,17883.2946569,231358.743605,172158.200911,70853.0951528,-101755.325723
833,298226.502187,-349240.244261,122489.352072,-28607.8236641,256984.915301,228656.184589,150878.564999,-205032.152384
834,260307.915819,-335847.938047,97119.4034032,-79234.7748597,105637.226148,379771.949178,164643.232619,13705.3796845
835,172080.88411,-129568.25688,37619.6779402,16627.6187406,337525.801685,307206.108147,110358.645304,-128659.872455
836,178172.838652,-178184.910278,-39758.0818208,23142.3188795,305317.69418,141064.913405,231718.184613,-192126.020872
837,71185.4318839,21701.1774406,94606.6746079,-241697.49488,196843.285225,268234.147536,74911.9732157,-214084.371537
838,112198.869904,186614.452648,81756.8065936,-297780.19478,271192.048816,225922.889135,51224.9337599,-290498.563836
839,256163.95807,114424.09184,30738.0079474,-415176.456494,264717.76297,180586.910548,33593.9596107,-153528.987275
840,260420.604985,89937.7096503,126411.026529,-268431.541458,180470.733001,122994.21924,16377.8827981,-152641.489792
841,336241.191554,-53762.3865149,133508.11487,-74124.0345413,71232.703928,104439.078107,-79314.4953683,-503403.208888
842,465865.542534,-42765.2617521,262673.350907,66118.1928964,23279.775839,66347.7834751,-32535.2686458,-559470.869771
843,496103.937509,107803.146204,324901.040217,33495.549536,19230.8708439,96507.6424777,-133898.564054,-235543.079119
844,143973.664562,283446.153701,327561.943079,-56502.0282795,60584.656798,-403.757216509,-108594.304531,-149839.927722
845,-104746.964993,126266.512276,322578.65914,-61119.7951123,32160.742233,1690.94010108,-36043.4997713,-133524.552519
846,19453.0008082,243946.074392,223996.212263,-68091.6973505,90824.6651118,82105.092007,-211727.254248,-61081.3320468
847,-9227.9197257,36963.2105202,183180.585131,-197442.033822,226054.751771,158880.29922,-144796.537724,10113.9326815
848,-13724.4881965,269586.29888,221146.069782,-250154.040712,117460.457073,72693.2659506,-370028.69909,-147963.295706
849,18099.3018,280208.810702,193516.516768,-350022.898858,137459.711528,119551.253121,-196401.58761,-209843.425833
850,-81306.150789,165069.015505,166255.866697,-242814.823323,126804.106212,141387.068002,-262827.338028,-113539.732392
851,-195944.817949,91971.5788911,163870.336416,-371202.881037,263541.891774,35711.6777254,-138159.755314,22821.6909463
852,-109304.389797,142711.195791,149923.849156,-586698.99252,314942.976263,63626.1577728,-170058.753818,224703.313899
853,-67808.320797,178833.369902,291914.957772,-635534.722276,237118.338904,-107330.434309,-276331.642744,217810.880969
854,-48715.1206217,285814.879372,198721.328109,-422283.565817,190720.590039,-279000.520163,-242416.870958,324496.128822
855,142873.624807,230888.384182,110032.849546,-173080.194001,17470.5055147,-324806.801978,-270087.825879,260498.542464
856,48501.7783085,105436.488322,113695.049081,-47321.0666288,55245.0705044,11055.276503,-249851.610951,363230.311143
857,93059.1726695,-65798.7027794,14020.4458232,41374.9516677,120229.177111,120257.911613,-354117.446185,392114.686154
858,119548.319017,-119556.416096,352393.246363,-4850.06133508,-34402.0369465,4679.9466289,-216131.63407,384417.446211
859,198523.058385,-278298.547474,151556.716287,-255890.92004,-47546.9222672,-86503.4408936,-119754.21961,257025.297224
860,352649.922275,-147415.800643,61294.4227288,-197310.375827,-7954.31354262,-217392.021538,-88585.2521519,268139.515431
861,412114.822517,-159361.174039,-65205.0562378,22984.1311308,-36438.4669618,-261880.02676,-52879.76093,323622.91793
862,346650.172741,-227785.819167,-92905.1443256,148540.918446,85623.7501964,-311593.652743,112469.244473,271664.044763
863,328757.960723,-96888.123013,32513.585531,62725.6089204,142013.222679,-345224.501607,60866.3512546,141966.764005
864,290441.777199,125264.110647,121902.680193,311847.2429,115025.202749,-167606.544582,114459.519748,189687.285283
865,257559.909715,114121.254139,194652.954543,118207.064392,62652.1244095,-149102.835318,-51224.6668032,234203.913547
866,117393.380168,-94421.5818533,229355.759985,-129975.799211,36405.5517936,-33886.5676621,8463.19432561,187993.153626
867,145814.126256,-19881.8358408,338912.943491,-167069.731428,46791.1328056,-229841.57194,76021.9504457,-136543.639082
868,106796.040549,300512.544421,503896.988055,-195711.079383,-86164.6528725,-427778.300987,199903.70316,-53639.4277288
869,111134.207526,191765.857705,368612.573401,-112100.616503,-115585.616281,-308075.043799,103212.899567,20101.3326545
870,-1799.32175488,-166417.88994,372758.901666,68106.5889837,117733.603216,-471707.110102,179617.967585,14164.7939788
871,-58591.3528834,-60539.9167874,439716.859947,59795.7034089,193121.887618,-483009.421627,90130.6035327,-20942.9262284
872,-26309.5061238,48048.8070224,482464.670944,61643.1089275,286091.372385,-303901.204942,84522.0789992,-158505.343924
